title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'Til We Meet Again,1940,99,NA,6.3,83,4.5,4.5,0,4.5,14.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,1,0
'What's Your 'I.Q.'?' Number Two,1940,9,NA,5.9,9,0,0,14.5,14.5,24.5,24.5,14.5,0,14.5,14.5,,0,0,0,0,1,0,1
20 Mule Team,1940,84,NA,7.1,25,0,0,0,4.5,14.5,14.5,34.5,14.5,14.5,4.5,,0,0,0,0,0,0,0
Abe Lincoln in Illinois,1940,110,NA,7.6,226,4.5,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
Adventure in Diamonds,1940,76,NA,6.4,6,0,0,0,0,0,34.5,34.5,14.5,14.5,0,,0,0,0,1,0,0,0
Adventures of Red Ryder,1940,205,NA,7.4,28,0,4.5,0,0,0,24.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Ali-Baba Bound,1940,7,NA,6.7,22,0,0,0,4.5,0,24.5,24.5,34.5,4.5,0,,0,1,1,0,0,0,1
All Girl Revue,1940,8,NA,4.5,17,14.5,4.5,0,14.5,0,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
"All This, and Heaven Too",1940,141,1370000,7.4,441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
Always a Bride,1940,58,NA,5.7,36,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,0,0,,0,0,1,0,0,0,0
American Spoken Here,1940,11,NA,7.1,11,0,0,0,0,14.5,24.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,1
Americaner Shadchen,1940,87,NA,6,15,0,4.5,0,4.5,0,44.5,14.5,24.5,0,0,,0,0,1,0,0,1,0
And One Was Beautiful,1940,70,NA,5.8,28,4.5,4.5,4.5,4.5,14.5,24.5,34.5,0,4.5,4.5,,0,0,0,1,0,0,0
Andy Hardy Meets Debutante,1940,88,NA,6.4,116,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
"Angel from Texas, An",1940,69,NA,4.9,36,14.5,4.5,4.5,4.5,4.5,34.5,14.5,14.5,0,4.5,,0,0,1,0,0,0,0
Angels Over Broadway,1940,78,NA,6.4,83,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Anne of Windy Poplars,1940,86,NA,6,27,0,0,4.5,4.5,14.5,14.5,14.5,24.5,0,14.5,,0,0,0,1,0,0,0
Ants in the Plants,1940,7,NA,6.6,13,0,0,0,34.5,24.5,14.5,0,0,24.5,4.5,,0,1,0,0,0,0,1
"Ape, The",1940,62,NA,3.9,150,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
Argentine Nights,1940,75,NA,6.1,8,0,0,0,24.5,0,24.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
"Arise, My Love",1940,110,NA,7.2,87,4.5,0,0,4.5,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,1,0
Arizona,1940,121,2000000,6.8,67,4.5,0,0,4.5,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
"Arsenal Stadium Mystery, The",1940,84,NA,6.1,87,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Assedio dell'Alcazar, L'",1940,112,NA,7.3,7,14.5,0,0,14.5,0,0,0,0,45.5,14.5,,0,0,0,0,0,0,0
Band Waggon,1940,85,NA,5,11,0,0,0,0,45.5,24.5,4.5,4.5,0,0,,0,0,1,0,0,0,0
"Bank Dick, The",1940,72,NA,7.5,1227,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
Battement de coeur,1940,97,NA,7,14,0,0,0,4.5,4.5,24.5,24.5,4.5,24.5,0,,0,0,0,0,0,0,0
"Bear's Tale, The",1940,9,NA,7.6,16,0,0,0,0,4.5,14.5,14.5,24.5,4.5,34.5,,0,1,1,0,0,0,1
Bedtime for Sniffles,1940,8,NA,6.6,25,0,0,4.5,14.5,4.5,14.5,4.5,14.5,14.5,34.5,,0,1,1,0,0,0,1
Before I Hang,1940,62,NA,6.1,62,4.5,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Beyond Tomorrow,1940,84,NA,6.1,60,0,0,4.5,4.5,14.5,4.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,1,0
Beyond the Sacramento,1940,58,NA,5.4,6,0,0,14.5,0,0,45.5,34.5,0,0,0,,0,0,0,0,0,0,0
"Big Blockade, The",1940,73,NA,4.9,14,24.5,4.5,4.5,4.5,24.5,24.5,0,4.5,0,4.5,,0,0,0,0,0,0,0
"Big Premiere, The",1940,11,NA,5.9,8,0,0,14.5,0,14.5,14.5,34.5,14.5,0,14.5,,0,0,1,0,0,0,1
"Bill of Divorcement, A",1940,74,NA,5.4,21,4.5,4.5,0,4.5,34.5,14.5,14.5,4.5,0,0,,0,0,0,1,0,0,0
Billposters,1940,8,NA,7.4,40,0,0,0,0,14.5,14.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
"Biscuit Eater, The",1940,81,NA,6.9,63,4.5,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
Bismarck,1940,118,NA,4.8,11,0,4.5,0,4.5,0,4.5,0,0,24.5,44.5,,0,0,0,1,0,0,0
Bitter Sweet,1940,94,NA,6,61,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
Black Friday,1940,70,NA,6.1,112,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Blondie Has Servant Trouble,1940,72,NA,6.3,36,0,0,0,4.5,14.5,24.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Blondie Plays Cupid,1940,72,NA,6.3,39,4.5,0,4.5,0,24.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Blondie on a Budget,1940,72,NA,6.1,51,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Blue Bird, The",1940,88,NA,5.9,171,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Bone Trouble,1940,9,NA,7,35,4.5,0,0,4.5,0,14.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
Boobs in Arms,1940,18,NA,7.6,64,0,4.5,0,4.5,0,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
"Bookworm Turns, The",1940,9,NA,6.5,8,0,0,0,14.5,14.5,14.5,24.5,0,0,34.5,,0,1,1,0,0,0,1
Boom Town,1940,119,2000000,7,312,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,1,0
"Border Legion, The",1940,63,NA,6.8,8,0,0,0,14.5,0,45.5,24.5,14.5,0,0,,0,0,0,0,0,0,0
"Boys from Syracuse, The",1940,73,NA,6.4,21,0,0,0,4.5,4.5,24.5,0,4.5,14.5,44.5,,0,0,0,0,0,0,0
Boys of the City,1940,68,NA,5.9,72,0,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Brigham Young - Frontiersman,1940,114,NA,6.2,129,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
British Intelligence,1940,61,NA,5.7,53,4.5,0,0,4.5,24.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Broadway Melody of 1940,1940,102,NA,7.3,240,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
Broken Strings,1940,60,NA,5.6,20,4.5,4.5,0,4.5,24.5,4.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Brother Orchid,1940,88,NA,6.9,257,4.5,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
Brother Rat and a Baby,1940,87,NA,4.4,42,14.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,0,4.5,,0,0,1,0,0,0,0
"Brott, Ett",1940,92,NA,5.7,18,0,0,0,0,24.5,64.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
Buck Benny Rides Again,1940,82,NA,7.2,70,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,1,0,0,0,0
Bullet Code,1940,58,NA,4,16,24.5,0,4.5,4.5,34.5,14.5,0,0,0,14.5,,0,0,0,0,0,0,0
