title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Black Sheep,1912,17,NA,6.1,16,14.5,0,0,0,4.5,0,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,1
"Burglar's Dilemma, The",1912,15,NA,5.3,25,4.5,0,4.5,14.5,4.5,24.5,24.5,14.5,4.5,0,,0,0,0,1,0,0,1
Children Who Labor,1912,13,NA,5.3,13,0,4.5,4.5,0,34.5,34.5,4.5,14.5,0,0,,0,0,0,1,0,0,1
Cleopatra,1912,88,NA,5.2,82,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Confederate Ironclad, The",1912,16,NA,6.5,47,0,4.5,4.5,4.5,14.5,24.5,44.5,4.5,4.5,4.5,,0,0,0,1,0,0,1
"Cure for Pokeritis, A",1912,13,NA,6.9,21,0,4.5,0,4.5,24.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,1
"Dash Through the Clouds, A",1912,12,NA,6.2,8,0,0,0,0,14.5,34.5,24.5,24.5,0,0,,0,0,1,0,0,0,1
Dr. Jekyll and Mr. Hyde,1912,12,NA,4.8,19,0,14.5,4.5,14.5,34.5,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,1
Falling Leaves,1912,12,NA,6.4,10,0,0,14.5,0,0,34.5,64.5,0,0,0,,0,0,0,1,0,0,1
"Female of the Species, The",1912,17,NA,6.9,28,4.5,4.5,4.5,0,14.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,1
Friends,1912,17,NA,5,13,0,0,4.5,34.5,24.5,24.5,14.5,0,0,0,,0,0,0,0,0,1,1
From the Manger to the Cross,1912,71,NA,6.2,48,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
"Girl and Her Trust, The",1912,17,NA,7.6,125,4.5,4.5,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,1
"Informer, The",1912,18,NA,5.8,8,0,0,0,0,24.5,14.5,24.5,0,14.5,24.5,,0,0,0,1,0,0,1
"Invaders, The",1912,41,NA,5.4,20,14.5,4.5,4.5,0,0,24.5,34.5,24.5,4.5,0,,0,0,0,0,0,0,1
"Land Beyond the Sunset, The",1912,14,NA,7.9,38,4.5,0,0,0,0,14.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0,1
"Lesser Evil, The",1912,17,NA,6.1,8,0,14.5,0,0,34.5,0,24.5,24.5,0,0,,0,0,0,1,0,0,1
Making an American Citizen,1912,16,NA,5.5,25,4.5,0,14.5,14.5,24.5,24.5,24.5,4.5,0,4.5,,0,0,1,0,0,0,1
Man's Genesis,1912,17,NA,6.7,5,0,0,0,0,24.5,24.5,24.5,44.5,0,0,,0,0,0,1,0,0,1
"Mender of Nets, The",1912,16,NA,5.6,12,0,0,4.5,0,14.5,44.5,24.5,0,0,4.5,,0,0,0,0,0,1,1
Mest kinematograficheskogo operatora,1912,12,NA,8.4,76,4.5,0,0,0,4.5,4.5,14.5,24.5,24.5,24.5,,0,1,0,0,0,0,1
"Musketeers of Pig Alley, The",1912,17,NA,7,102,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,1
"Narrow Road, The",1912,17,NA,6.8,24,0,0,4.5,0,24.5,14.5,14.5,34.5,4.5,4.5,,0,0,0,1,0,0,1
"New York Hat, The",1912,16,NA,7.2,55,0,0,4.5,4.5,4.5,14.5,14.5,44.5,4.5,14.5,,0,0,0,1,0,0,1
"One Is Business, the Other Crime",1912,15,NA,6.4,27,0,4.5,4.5,4.5,4.5,14.5,44.5,4.5,4.5,4.5,,0,0,0,1,0,0,1
"Painted Lady, The",1912,12,NA,6,35,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,1
Petticoat Camp,1912,15,NA,5,7,14.5,0,0,0,0,44.5,44.5,0,0,0,,0,0,1,0,0,0,1
"Pueblo Legend, A",1912,13,NA,5.6,6,0,0,0,0,34.5,45.5,0,14.5,0,0,,0,0,0,0,0,1,1
Quo Vadis?,1912,120,NA,8.4,9,14.5,0,0,0,0,14.5,24.5,44.5,14.5,0,,0,0,0,1,0,0,0
Richard III,1912,55,30000,6.9,24,4.5,4.5,0,0,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
Romeo e Giulietta,1912,34,NA,6,13,0,0,0,24.5,4.5,14.5,34.5,24.5,0,0,,0,0,0,1,0,1,1
Saved From the Titanic,1912,10,NA,7.9,23,14.5,0,4.5,0,4.5,4.5,4.5,4.5,4.5,64.5,,0,0,0,0,0,0,1
"Sunbeam, The",1912,17,NA,7.4,31,0,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,1,1
"Unseen Enemy, An",1912,17,NA,7.2,55,4.5,4.5,0,4.5,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,0,0,0,1
