title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
100 Rifles,1969,110,NA,5.6,267,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
12 + 1,1969,94,NA,5.5,51,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
2000 Years Later,1969,80,NA,4.4,12,4.5,14.5,0,0,24.5,14.5,14.5,0,0,14.5,,0,0,1,0,0,0,0
2069 A.D.,1969,75,NA,5.3,8,0,0,0,0,34.5,34.5,0,24.5,0,0,,0,0,0,0,0,0,0
24 horas de placer,1969,95,NA,8.1,7,0,0,0,0,0,24.5,0,24.5,14.5,24.5,,0,0,1,0,0,0,0
322,1969,95,NA,6,9,0,0,0,0,14.5,14.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
36 ore all'inferno,1969,93,NA,3.7,7,0,14.5,0,44.5,0,14.5,0,0,0,24.5,,1,0,0,0,0,0,0
"5 og spionerne, De",1969,81,NA,4.6,18,14.5,0,4.5,24.5,24.5,14.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,0
69 - Sixtynine,1969,98,NA,5.8,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
79 primaveras,1969,25,NA,6.2,5,0,0,0,0,24.5,0,24.5,24.5,24.5,24.5,,0,0,0,0,1,0,1
80 Steps to Jonah,1969,107,NA,5.1,57,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
99 mujeres,1969,108,NA,5.6,62,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
A doppia faccia,1969,88,NA,4.9,43,4.5,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Abuelo Made in Spain,1969,90,NA,3.9,37,14.5,4.5,14.5,4.5,24.5,4.5,4.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Adding Machine, The",1969,100,NA,5.6,45,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0,0
Adelheid,1969,99,NA,6.1,32,0,0,0,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Age of Consent,1969,98,NA,6.3,148,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
Akage,1969,115,NA,7.1,48,0,0,0,4.5,14.5,4.5,34.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Alabama: 2000 Light Years From Home,1969,21,NA,8.1,7,0,0,0,0,14.5,0,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,1
Aladin et la lampe merveilleuse,1969,71,NA,5.7,6,0,0,0,0,34.5,34.5,0,14.5,0,14.5,,0,1,0,0,0,0,0
Alageyik,1969,90,NA,8.5,7,0,0,0,0,0,14.5,0,24.5,14.5,44.5,,0,0,0,1,0,0,0
Alfred the Great,1969,122,NA,5.6,242,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
Alice's Restaurant,1969,111,NA,6.4,726,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
All the Right Noises,1969,92,NA,4.2,16,4.5,4.5,0,14.5,14.5,4.5,4.5,0,4.5,34.5,,0,0,1,1,0,0,0
"Amante di Gramigna, L'",1969,108,NA,5.7,5,0,0,0,24.5,0,24.5,44.5,0,0,24.5,,0,0,0,1,0,0,0
Amore mio aiutami,1969,124,NA,5.3,20,4.5,0,0,4.5,24.5,24.5,14.5,14.5,14.5,4.5,,0,0,0,0,0,0,0
"Amour de la vie - Artur Rubinstein, L'",1969,89,NA,7.5,9,0,0,0,0,0,14.5,14.5,14.5,44.5,24.5,,0,0,0,0,1,0,0
"Amour fou, L'",1969,252,NA,7.9,27,0,0,0,0,4.5,14.5,4.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
An-Magritt,1969,100,NA,5.3,24,4.5,0,4.5,4.5,34.5,24.5,14.5,4.5,0,0,,0,0,0,1,0,0,0
Angel in My Pocket,1969,105,NA,6.2,105,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,1,0,0,0,0
"Angel, Angel, Down We Go",1969,93,NA,4.1,52,34.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Anjo Nasceu, O",1969,90,NA,8.3,10,14.5,0,0,0,0,0,24.5,24.5,14.5,44.5,,0,0,0,0,0,0,0
Anne of the Thousand Days,1969,145,NA,7.2,785,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Anthropaki, To",1969,81,NA,6.2,13,4.5,0,0,4.5,0,14.5,34.5,34.5,0,4.5,,0,0,1,0,0,0,0
"Appointment, The",1969,115,NA,4.7,77,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"April Fools, The",1969,95,NA,5.9,247,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,1,0
Aradhana,1969,169,NA,6.9,49,4.5,0,0,4.5,0,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,1,0
Arakure,1969,87,NA,5.1,11,0,0,0,4.5,44.5,4.5,24.5,4.5,0,0,,0,0,0,1,0,0,0
"Ard, al-",1969,130,NA,7.3,44,4.5,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
"Arhontissa kai o alitis, I",1969,109,NA,5.7,26,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
"Arrangement, The",1969,125,NA,5.6,281,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Assassination Bureau, The",1969,110,NA,6.2,329,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,14.5,,1,0,1,0,0,0,0
"Astragale, L'",1969,103,NA,6.3,7,0,0,0,0,14.5,14.5,44.5,0,24.5,0,,0,0,0,0,0,0,0
"Astro-Zombies, The",1969,91,NA,2.3,253,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Auf der Reeperbahn nachts um halb eins,1969,106,NA,4.1,8,14.5,0,0,45.5,0,0,24.5,0,0,14.5,,0,0,0,0,0,0,0
"Aviso inoportuno, El",1969,80,NA,5.1,7,0,0,14.5,0,14.5,0,14.5,45.5,0,0,,0,0,1,0,0,0,0
Back and Forth,1969,52,NA,8,14,14.5,4.5,0,0,14.5,0,14.5,0,24.5,24.5,,0,0,0,0,0,0,0
Backtrack!,1969,95,NA,5.4,37,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,0,1,0,1,0
Balladen om Carl-Henning,1969,85,NA,6.1,14,0,0,0,4.5,24.5,0,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
