title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"65, 66 och jag",1936,89,NA,5.3,21,0,0,14.5,14.5,14.5,4.5,14.5,4.5,0,14.5,,0,0,1,0,0,0,0
Absolute Quiet,1936,70,NA,5.5,28,4.5,0,4.5,24.5,24.5,24.5,24.5,4.5,0,0,,0,0,0,1,0,0,0
Ace Drummond,1936,255,NA,6.9,22,0,0,4.5,0,24.5,24.5,14.5,24.5,4.5,0,,1,0,0,0,0,0,0
Aces Wild,1936,63,NA,6.1,8,0,0,0,0,24.5,24.5,14.5,14.5,0,24.5,,0,0,0,0,0,0,0
Aces and Eights,1936,62,NA,6.3,10,0,0,0,0,24.5,34.5,45.5,0,0,0,,0,0,0,0,0,0,0
Adventure in Manhattan,1936,73,NA,6.4,17,0,0,4.5,0,0,24.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
After the Thin Man,1936,112,NA,7.5,1209,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,1,0
Ali Baba,1936,7,NA,6.5,10,0,0,0,14.5,14.5,14.5,44.5,14.5,14.5,14.5,,0,1,0,0,0,0,1
All-American Toothache,1936,20,NA,7.4,8,0,0,0,0,14.5,24.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Allegretto,1936,3,NA,8,25,4.5,0,4.5,0,4.5,14.5,4.5,14.5,24.5,24.5,,0,1,0,0,0,0,1
Allotria,1936,94,NA,5.7,22,4.5,0,0,0,14.5,4.5,14.5,34.5,4.5,14.5,,0,0,1,0,0,0,0
Alpine Antics,1936,7,NA,6.6,7,0,0,0,0,0,44.5,44.5,14.5,0,0,,0,1,1,0,0,0,1
Alpine Climbers,1936,10,NA,7.1,58,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
"Amazing Quest of Ernest Bliss, The",1936,61,NA,5.9,172,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
Annonsera!,1936,76,NA,6,13,0,0,0,0,4.5,44.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Anthony Adverse,1936,141,1050500,6.7,203,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,1,0
Ants in the Pantry,1936,17,NA,8,88,4.5,4.5,4.5,0,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,1,0,0,0,1
Anything Goes,1936,92,1100000,6,44,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
Arbor Day,1936,20,NA,6.6,32,0,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
Arizona Mahoney,1936,58,NA,5.5,10,0,14.5,14.5,14.5,34.5,24.5,24.5,0,0,0,,0,0,0,0,0,0,0
As You Like It,1936,96,NA,6.4,115,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,1,0
At Your Service Madame,1936,7,NA,6.6,9,0,0,0,0,44.5,14.5,0,24.5,24.5,0,,0,1,1,0,0,0,1
Avenging Waters,1936,56,NA,4.9,10,0,14.5,14.5,34.5,0,34.5,24.5,0,0,0,,0,0,0,0,0,0,0
Banjo on My Knee,1936,95,NA,6.5,30,0,0,0,4.5,24.5,14.5,24.5,24.5,0,14.5,,0,0,1,0,0,1,0
"Bas-fonds, Les",1936,90,NA,7.5,183,0,4.5,4.5,0,4.5,4.5,34.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Be Human,1936,7,NA,5.8,29,4.5,0,0,14.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Beim Nervenarzt,1936,19,NA,4.1,5,0,24.5,0,0,0,0,24.5,24.5,0,44.5,,0,0,1,0,0,0,1
Beloved Enemy,1936,90,NA,6.3,37,4.5,0,0,4.5,24.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Betty Boop and Little Jimmy,1936,6,NA,5.6,22,4.5,0,4.5,0,24.5,34.5,4.5,4.5,0,4.5,,0,1,1,0,0,0,1
Betty Boop and the Little King,1936,7,NA,7.3,28,0,4.5,4.5,0,4.5,24.5,14.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
Big Bad Wolfe,1936,7,NA,3.8,8,14.5,24.5,0,0,24.5,14.5,0,24.5,0,0,,0,1,0,0,0,0,1
"Big Broadcast of 1937, The",1936,100,NA,6.7,31,0,0,4.5,4.5,14.5,14.5,24.5,14.5,0,14.5,,0,0,1,0,0,0,0
Big Brown Eyes,1936,77,NA,5.7,31,0,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
"Big Game, The",1936,74,NA,4.7,8,0,0,0,24.5,24.5,24.5,24.5,0,0,0,,0,0,0,1,0,0,0
"Big Show, The",1936,70,NA,5.5,29,0,4.5,0,24.5,14.5,34.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Bingo Crosbyana,1936,8,NA,5.4,16,0,0,0,34.5,44.5,24.5,0,0,0,0,,0,1,1,0,0,0,1
Birth of a Robot,1936,6,NA,9.2,9,14.5,0,0,14.5,0,0,0,24.5,0,45.5,,0,0,0,0,0,0,1
"Black Network, The",1936,20,NA,8.7,6,0,0,0,0,0,0,34.5,0,34.5,34.5,,0,0,0,0,0,0,1
Blazing Justice,1936,60,NA,5.1,5,0,24.5,0,24.5,24.5,44.5,0,0,0,0,,0,0,0,0,0,0,0
"Blow Out, The",1936,7,NA,7.8,17,0,0,0,0,4.5,4.5,44.5,14.5,14.5,24.5,,0,1,1,0,0,0,1
Blue Blazes,1936,17,NA,6,8,0,0,0,0,34.5,0,14.5,45.5,0,0,,0,0,1,0,0,0,1
"Bohemian Girl, The",1936,71,NA,6.6,203,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Bold Caballero, The",1936,67,100000,4.9,15,24.5,0,4.5,0,14.5,4.5,34.5,4.5,4.5,0,,0,0,0,0,0,1,0
Bombi Bitt och jag,1936,76,NA,7,7,0,14.5,0,24.5,0,0,24.5,24.5,0,0,,0,0,0,0,0,0,0
Boom Boom,1936,8,NA,6.7,6,0,0,0,0,14.5,0,34.5,45.5,0,0,,0,1,1,0,0,0,1
Bored of Education,1936,10,NA,7.6,33,0,4.5,0,4.5,4.5,14.5,4.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
Born to Dance,1936,106,NA,6.4,131,4.5,0,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
Bottles,1936,10,NA,6.9,20,0,0,0,4.5,4.5,24.5,14.5,34.5,14.5,14.5,,0,1,0,0,0,0,1
Boulder Dam,1936,70,NA,6.1,14,0,0,0,14.5,14.5,24.5,14.5,24.5,0,4.5,,1,0,0,1,0,0,0
Boulevardier from the Bronx,1936,8,NA,5.1,12,0,4.5,4.5,4.5,24.5,14.5,24.5,4.5,0,0,,0,1,1,0,0,0,1
"Bride Walks Out, The",1936,75,NA,6,58,0,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Brides Are Like That,1936,67,NA,6.2,8,0,0,0,14.5,14.5,24.5,45.5,0,0,0,,0,0,1,0,0,0,0
Bridge Ahoy!,1936,7,NA,7.3,11,0,0,4.5,0,0,0,14.5,24.5,34.5,4.5,,0,1,1,0,0,0,1
Broken Blossoms,1936,84,NA,5.7,7,0,14.5,0,0,14.5,24.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
Brotherly Love,1936,6,NA,7.2,12,4.5,0,0,0,14.5,0,14.5,14.5,14.5,24.5,,0,1,1,0,0,0,1
Bullets or Ballots,1936,82,NA,6.7,210,4.5,0,0,4.5,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Bunker Bean,1936,67,NA,5.4,12,0,0,24.5,4.5,14.5,4.5,14.5,4.5,0,14.5,,0,0,1,0,0,0,0
