title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
A.W.O.L.,1918,5,NA,5.3,23,4.5,0,4.5,14.5,4.5,24.5,24.5,0,4.5,0,,0,1,1,0,0,0,1
All Night,1918,58,NA,6,9,0,0,0,14.5,24.5,24.5,24.5,0,0,24.5,,0,0,1,1,0,0,0
Amarilly of Clothes-Line Alley,1918,67,NA,6.8,78,4.5,0,0,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Are Crooks Dishonest?,1918,13,NA,6,11,0,0,0,0,4.5,64.5,24.5,0,0,0,,0,0,1,0,0,0,1
"Augen der Mumie Ma, Die",1918,63,NA,5.2,86,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Beautiful Japan,1918,133,NA,6.3,13,0,0,0,24.5,0,34.5,24.5,14.5,4.5,0,,0,0,0,0,1,0,0
"Bell Boy, The",1918,20,NA,7.1,64,0,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
Berg-Ejvind och hans hustru,1918,72,NA,7.5,94,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
"Black Sherlock Holmes, A",1918,12,NA,1,6,100,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1
"Blue Bird, The",1918,75,NA,9.1,16,0,0,0,0,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
"Bond, The",1918,5,NA,5.8,59,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
Carmen,1918,80,NA,7,23,0,0,0,4.5,4.5,24.5,34.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
"City Slicker, The",1918,12,NA,5.3,5,0,0,0,24.5,44.5,0,44.5,0,0,0,,0,0,1,0,0,0,1
"Cook, The",1918,22,NA,7.5,56,0,0,0,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
