title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"Adventures of Dollie, The",1908,12,0,5.1,34,4.5,4.5,4.5,4.5,24.5,14.5,4.5,24.5,4.5,14.5,,1,0,0,0,0,0,1
"Assassinat du duc de Guise, L'",1908,15,NA,5.2,14,4.5,0,4.5,0,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
At the French Ball,1908,7,NA,4.9,7,24.5,0,0,0,24.5,0,24.5,0,0,14.5,,0,0,1,0,0,0,1
"Awful Moment, An",1908,12,NA,4.3,9,24.5,0,0,14.5,34.5,24.5,0,14.5,0,0,,0,0,0,1,0,0,1
Balked at the Altar,1908,12,NA,4.2,9,24.5,0,0,24.5,24.5,14.5,14.5,14.5,0,0,,0,0,1,0,0,0,1
Behind the Scenes,1908,9,NA,3.8,5,44.5,0,0,0,24.5,0,44.5,0,0,0,,0,0,0,1,0,0,1
Betrayed by a Handprint,1908,9,NA,4.1,6,34.5,0,0,0,14.5,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,1
"Boy Detective, or The Abductors Foiled, The",1908,5,NA,3.6,5,24.5,0,24.5,24.5,24.5,0,24.5,0,0,0,,0,0,1,1,0,0,1
"Calamitous Elopement, A",1908,12,NA,4.6,9,24.5,0,0,24.5,14.5,34.5,14.5,0,0,0,,0,0,1,0,0,0,1
"Call of the Wild, The",1908,16,NA,3.3,5,44.5,0,0,0,24.5,24.5,0,0,0,24.5,,1,0,0,0,0,0,1
Caught by Wireless,1908,10,NA,4.2,6,34.5,0,0,0,45.5,14.5,0,0,0,0,,0,0,0,1,0,0,1
Fantasmagorie,1908,2,NA,5.9,17,4.5,14.5,0,0,4.5,14.5,14.5,14.5,14.5,14.5,,0,1,0,0,0,0,1
Father Gets in the Game,1908,10,NA,4.4,5,24.5,0,0,0,44.5,0,44.5,0,0,0,,0,0,1,0,0,0,1
Her First Adventure,1908,6,NA,4.7,6,14.5,0,0,0,34.5,14.5,34.5,0,0,0,,0,0,0,1,0,0,1
Magic Bricks,1908,3,NA,5.8,24,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,1
Moscou sous la neige,1908,7,NA,7.2,34,0,0,4.5,4.5,0,14.5,34.5,24.5,4.5,24.5,,0,0,0,0,1,0,1
"Physician of the Castle, The",1908,6,NA,6.9,21,0,0,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
Rescued from an Eagle's Nest,1908,6,NA,4.7,27,4.5,0,14.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,1
"Sculptor's Nightmare, The",1908,11,NA,4.8,15,14.5,0,4.5,4.5,14.5,24.5,24.5,4.5,4.5,0,,0,0,1,0,0,0,1
"Taming of the Shrew, The",1908,17,NA,5.1,5,24.5,0,0,0,24.5,24.5,0,24.5,0,24.5,,0,0,1,0,0,0,1
"Tempest, The",1908,12,NA,6.2,8,0,0,0,0,14.5,34.5,14.5,24.5,0,14.5,,0,0,0,1,0,0,1
"Thieving Hand, The",1908,5,NA,6.9,34,0,0,0,0,14.5,24.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
Une dame vraiment bien,1908,4,NA,3.4,6,14.5,0,14.5,0,14.5,14.5,34.5,0,0,0,,0,0,0,0,0,0,1
Where the Breakers Roar,1908,9,NA,4.6,6,14.5,0,0,14.5,0,34.5,0,34.5,0,0,,0,0,0,1,0,0,1
