title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
$,1971,121,NA,6.4,348,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
"...dopo di che, uccide il maschio e lo divora",1971,96,NA,6.1,5,0,0,0,0,0,44.5,0,44.5,0,24.5,,0,0,0,1,0,0,0
10 Rillington Place,1971,111,NA,7.2,486,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
1000 Convicts and a Woman,1971,92,NA,6.1,10,0,24.5,14.5,0,14.5,14.5,0,24.5,0,34.5,,0,0,0,1,0,0,0
12 stulev,1971,161,NA,8.9,252,4.5,0,4.5,0,4.5,4.5,4.5,4.5,14.5,64.5,,0,0,1,0,0,0,0
19 djevojaka i Mornar,1971,73,NA,5.4,5,24.5,0,24.5,0,0,0,24.5,44.5,0,0,,0,0,0,0,0,0,0
200 Motels,1971,98,679000,5.2,338,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
"28 oktovriou, ora 5:30",1971,90,NA,6.2,5,0,0,0,0,44.5,24.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
3,1971,86,NA,6,14,44.5,24.5,0,0,0,0,4.5,24.5,0,0,,0,0,0,1,0,0,0
4 mosche di velluto grigio,1971,104,NA,6.3,251,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
7 fois... par jour,1971,98,NA,3.4,16,34.5,14.5,14.5,4.5,14.5,14.5,4.5,0,0,4.5,,0,0,1,0,0,0,0
"Abominable Dr. Phibes, The",1971,94,NA,6.7,1547,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG-13,0,0,0,0,0,0,0
"Acadie, l'Acadie, L'",1971,75,NA,6,7,0,0,14.5,0,0,0,0,44.5,44.5,0,,0,0,0,0,1,0,0
Acquasanta Joe,1971,94,NA,4.8,15,4.5,0,4.5,24.5,24.5,14.5,4.5,4.5,0,14.5,,1,0,0,0,0,0,0
"Act of Seeing with One's Own Eyes, The",1971,32,NA,6.9,93,4.5,4.5,4.5,0,4.5,14.5,4.5,14.5,24.5,24.5,,0,0,0,0,1,0,1
Addio zio Tom,1971,103,NA,5.8,91,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
"Addio, fratello crudele",1971,91,NA,5.2,33,0,4.5,0,14.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
Africa ama,1971,110,NA,6.6,5,0,0,0,44.5,0,0,24.5,0,44.5,0,,0,0,0,0,1,0,0
Agapisa mia polithrona,1971,92,NA,4.9,14,4.5,0,24.5,14.5,24.5,24.5,0,0,0,0,,0,0,1,0,0,0,0
"Albatros, L'",1971,92,NA,6.2,11,4.5,0,4.5,4.5,14.5,0,24.5,14.5,0,4.5,,0,0,0,0,0,0,0
"Alliance, L'",1971,90,NA,5.9,23,4.5,4.5,0,0,14.5,24.5,34.5,14.5,4.5,0,,0,0,0,0,0,0,0
"Amantes del diablo, Las",1971,89,NA,5.7,20,4.5,0,24.5,4.5,14.5,24.5,14.5,0,14.5,24.5,,0,0,0,0,0,0,0
"American Dreamer, The",1971,90,NA,6.2,9,0,14.5,0,0,14.5,0,14.5,14.5,24.5,34.5,,0,0,0,0,1,0,0
"Amour c'est gai, l'amour c'est triste, L'",1971,95,NA,5.4,14,0,0,4.5,0,24.5,14.5,24.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
And Now for Something Completely Different,1971,85,100000,7.4,3539,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Andaz,1971,166,NA,5.1,15,4.5,0,0,4.5,24.5,4.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
"Anderson Tapes, The",1971,98,NA,6.4,730,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Andromeda Strain, The",1971,131,NA,7.1,4042,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
Angels Hard as They Come,1971,85,NA,4.8,33,4.5,4.5,4.5,14.5,14.5,4.5,24.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Anguilla da trecento milioni, Un'",1971,109,NA,6.1,5,0,0,0,0,0,64.5,24.5,0,24.5,0,,0,0,1,0,0,0,0
Anubhav,1971,139,NA,6.7,14,0,0,0,0,0,24.5,4.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Ari-Baba to yonjuppiki no tozoku,1971,55,NA,8.6,10,24.5,0,14.5,0,0,0,0,14.5,24.5,44.5,,0,1,0,0,0,0,0
"Armario del tiempo, El",1971,79,NA,5.8,22,14.5,0,0,0,0,4.5,14.5,4.5,4.5,45.5,,0,1,1,0,0,0,0
Asobi,1971,90,NA,6.6,8,0,0,0,0,14.5,24.5,14.5,24.5,0,24.5,,0,0,0,1,0,1,0
"Assassins de l'ordre, Les",1971,107,NA,5.3,20,0,0,14.5,4.5,34.5,14.5,14.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
