title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Beauty's Worth,1922,70,NA,7.9,7,0,0,0,0,14.5,24.5,0,45.5,0,0,,0,0,0,1,0,0,0
Beyond the Rocks,1922,81,NA,5.1,13,4.5,0,0,0,4.5,14.5,14.5,14.5,0,34.5,,0,0,0,1,0,0,0
Big Stakes,1922,61,NA,5.2,9,0,14.5,0,24.5,24.5,14.5,34.5,0,0,0,,0,0,0,0,0,0,0
"Blacksmith, The",1922,21,NA,7.3,181,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
Blood and Sand,1922,80,NA,5.7,116,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
"Brennende Acker, Der",1922,98,NA,7.6,64,4.5,0,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Bubbles,1922,7,NA,7.1,6,14.5,0,0,0,14.5,0,14.5,34.5,14.5,0,,0,1,1,0,0,0,1
Cops,1922,18,NA,8.1,542,4.5,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,1
Crainquebille,1922,50,NA,7.6,18,0,44.5,14.5,4.5,0,0,14.5,24.5,4.5,0,,0,0,0,0,0,0,0
Daydreams,1922,17,NA,7.3,162,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
Der var engang,1922,75,NA,7.5,15,0,0,0,0,4.5,14.5,44.5,24.5,14.5,0,,0,0,0,1,0,1,0
Doctor Jack,1922,60,NA,7,53,4.5,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Down to the Sea in Ships,1922,83,NA,6.4,70,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922,231,NA,7.5,350,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
"Electric House, The",1922,23,NA,7.5,157,0,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Foolish Wives,1922,384,1100000,7.6,191,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
"Four Musicians of Bremen, The",1922,7,NA,4.8,9,0,0,0,24.5,34.5,24.5,14.5,14.5,0,0,,0,1,0,0,0,0,1
"Frozen North, The",1922,15,NA,6.7,134,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,4.5,,0,0,1,0,0,0,1
"Gezeichneten, Die",1922,105,NA,7.4,9,0,0,14.5,0,0,34.5,34.5,0,24.5,0,,0,0,0,0,0,0,0
Grandma's Boy,1922,60,100000,7.2,109,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
"Headless Horseman, The",1922,51,NA,6.3,14,0,0,0,24.5,24.5,4.5,24.5,4.5,0,4.5,,0,0,1,0,0,0,0
"Light in the Dark, The",1922,33,NA,6.5,13,0,0,0,4.5,34.5,0,24.5,14.5,14.5,0,,0,0,0,1,0,1,1
Lorna Doone,1922,70,NA,7.3,39,4.5,0,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
"Man from Beyond, The",1922,74,NA,6.4,10,0,0,0,0,14.5,44.5,24.5,24.5,0,14.5,,0,0,0,0,0,0,0
"Man from Home, The",1922,70,NA,6.7,9,14.5,0,0,14.5,0,14.5,0,14.5,0,45.5,,0,0,0,1,0,0,0
Moran of the Lady Letty,1922,71,NA,7.7,11,0,0,0,4.5,0,4.5,34.5,34.5,4.5,0,,0,0,0,0,0,0,0
Mud and Sand,1922,40,NA,5.4,39,4.5,0,0,4.5,14.5,14.5,34.5,4.5,14.5,14.5,,0,0,1,0,0,0,1
My Wife's Relations,1922,25,NA,6.8,109,4.5,4.5,4.5,4.5,4.5,14.5,44.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
Nanook of the North,1922,79,53000,7.6,846,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
Nice and Friendly,1922,11,NA,4.9,7,14.5,0,0,14.5,14.5,14.5,14.5,14.5,0,14.5,,0,0,0,0,0,0,1
No Trespassing,1922,70,NA,8.9,18,24.5,4.5,0,0,0,0,0,0,0,74.5,,0,0,0,1,0,0,0
"Nosferatu, eine Symphonie des Grauens",1922,92,NA,8.1,8404,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,0,0,0,0
Oliver Twist,1922,98,175000,7,62,4.5,4.5,4.5,4.5,14.5,4.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
One Exciting Night,1922,128,267000,4.6,8,0,0,14.5,34.5,34.5,0,14.5,0,0,0,,0,0,0,0,0,0,0
"Original Movie., The",1922,8,NA,7.2,40,0,0,0,14.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,1,1,0,0,0,1
Othello,1922,80,NA,7.4,42,4.5,4.5,0,4.5,4.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
"Paleface, The",1922,20,NA,7.1,172,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Phantom,1922,117,NA,6.5,67,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
