title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
08/15 - In der Heimat,1955,96,NA,4.2,48,14.5,4.5,0,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
08/15 - Zweiter Teil,1955,110,NA,3.7,47,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
1955 Motion Picture Theatre Celebration,1955,18,NA,4.6,12,14.5,0,0,4.5,14.5,14.5,0,0,0,44.5,,0,0,0,0,1,0,1
"20. Juli, Der",1955,97,NA,8.6,18,4.5,0,0,0,4.5,0,14.5,34.5,4.5,34.5,,0,0,0,0,0,0,0
5 Against the House,1955,84,NA,6.2,49,0,4.5,4.5,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,0,1,0,0,0
Abbott and Costello Meet the Keystone Kops,1955,85,NA,5.7,252,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Abbott and Costello Meet the Mummy,1955,83,NA,5.7,627,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Abdulla the Great,1955,103,NA,4.5,7,0,14.5,14.5,24.5,24.5,14.5,0,0,0,0,,0,0,1,0,0,0,0
Above Us the Waves,1955,92,NA,6.7,134,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Accadde al penitenziario,1955,95,NA,6.1,7,0,0,0,14.5,0,24.5,24.5,24.5,0,0,,0,0,0,1,0,0,0
"Adventures of Quentin Durward, The",1955,100,NA,6,126,4.5,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,1,0
"Affaire des poisons, L'",1955,103,NA,6.1,11,4.5,0,0,14.5,4.5,24.5,4.5,14.5,0,4.5,,0,0,0,1,0,0,0
"African Lion, The",1955,75,NA,7.1,19,4.5,0,0,14.5,0,14.5,24.5,14.5,24.5,14.5,,0,0,0,0,1,0,0
Ain't Misbehavin',1955,82,NA,5.7,19,4.5,0,0,14.5,24.5,24.5,14.5,14.5,0,4.5,,0,0,1,0,0,1,0
Air Strike,1955,67,NA,6,7,0,0,0,0,44.5,0,24.5,0,0,24.5,,1,0,0,1,0,0,0
Alibi,1955,103,NA,6,10,0,0,0,0,14.5,64.5,14.5,24.5,0,0,,0,0,0,0,0,0,0
All Fowled Up,1955,7,NA,6.5,31,4.5,0,0,4.5,24.5,14.5,24.5,14.5,0,4.5,,0,1,1,0,0,0,1
All That Heaven Allows,1955,89,NA,7.4,970,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
All for Mary,1955,79,NA,5.7,14,0,14.5,0,14.5,14.5,24.5,0,4.5,0,24.5,,0,0,1,0,0,0,0
"Alligator Named Daisy, An",1955,85,NA,5.8,35,4.5,4.5,0,14.5,14.5,34.5,24.5,4.5,0,0,,0,0,1,0,0,1,0
Amalfi Way,1955,10,NA,6.2,11,0,0,0,14.5,14.5,14.5,24.5,4.5,4.5,0,,0,0,0,0,1,0,1
"Amants du Tage, Les",1955,109,NA,7.4,11,0,0,0,4.5,0,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"Americano, The",1955,85,NA,5.1,50,0,4.5,14.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Amiche, Le",1955,104,NA,7.1,108,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
Amici per la pelle,1955,94,NA,5.2,26,0,0,0,4.5,4.5,4.5,4.5,34.5,24.5,14.5,,0,0,1,1,0,0,0
"Annapolis Story, An",1955,81,NA,5.1,30,4.5,14.5,0,14.5,44.5,14.5,4.5,14.5,0,4.5,,0,0,0,1,0,0,0
Apache Ambush,1955,68,NA,5.8,17,4.5,14.5,0,14.5,14.5,24.5,14.5,4.5,0,0,,0,0,0,0,0,0,0
Apache Woman,1955,69,80000,4,23,14.5,4.5,4.5,14.5,24.5,14.5,24.5,0,0,0,,0,0,0,0,0,0,0
Aquatic Wizards,1955,10,NA,2.6,23,34.5,34.5,14.5,0,4.5,4.5,0,0,4.5,0,,0,0,0,0,1,0,1
"Arte di arrangiarsi, L'",1955,95,NA,6.9,6,0,0,0,0,0,14.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
Artists and Models,1955,109,1500000,6.2,433,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
As Long as They're Happy,1955,74,NA,5,21,4.5,4.5,4.5,4.5,34.5,4.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
At Gunpoint,1955,81,NA,5.9,42,0,0,4.5,4.5,14.5,44.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Bad Day at Black Rock,1955,81,NA,7.7,2217,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Ball im Savoy,1955,90,NA,6.5,6,0,0,0,0,14.5,0,34.5,34.5,14.5,0,,0,0,0,0,0,0,0
Banditen der Autobahn,1955,95,NA,8.6,6,0,0,0,0,0,0,0,45.5,0,45.5,,0,0,0,1,0,0,0
Battle Cry,1955,142,NA,6.4,297,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Battle Taxi,1955,82,NA,4.8,16,4.5,14.5,0,14.5,4.5,34.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Battle of Gettysburg, The",1955,30,NA,7.1,47,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,0,1,0,1
Beanstalk Bunny,1955,7,NA,7.4,116,4.5,0,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
Bearly Asleep,1955,8,NA,7.4,28,0,0,0,4.5,0,4.5,24.5,24.5,14.5,24.5,,0,1,1,0,0,0,1
Beaus Will Be Beaus,1955,6,NA,5.4,6,0,0,0,14.5,14.5,0,14.5,14.5,0,34.5,,0,1,1,0,0,0,1
Bedevilled,1955,85,NA,4.6,31,4.5,4.5,4.5,24.5,24.5,24.5,0,4.5,4.5,0,,0,0,0,0,0,0,0
Bedlam in Paradise,1955,16,NA,6.6,28,0,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,1
Bedre enn sitt rykte,1955,87,NA,5.3,6,0,0,0,14.5,0,0,64.5,0,0,14.5,,0,0,1,0,0,1,0
Beezy Bear,1955,7,NA,6.9,27,0,0,0,4.5,0,14.5,34.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
"Bella di Roma, La",1955,99,NA,6.3,6,0,0,0,14.5,14.5,0,45.5,14.5,0,0,,0,0,1,0,0,0,0
"Bella mugnaia, La",1955,98,NA,5.5,19,0,0,4.5,0,24.5,24.5,14.5,24.5,0,4.5,,0,0,1,0,0,0,0
Bengazi,1955,79,NA,4.4,23,4.5,4.5,14.5,34.5,14.5,14.5,4.5,0,0,4.5,,0,0,0,1,0,0,0
"Benny Goodman Story, The",1955,116,NA,6.3,255,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
Betrayed Women,1955,70,NA,4.7,7,0,0,14.5,24.5,14.5,14.5,24.5,0,0,0,,0,0,0,1,0,0,0
"Bidone, Il",1955,91,NA,7.5,347,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
"Big Bluff, The",1955,70,NA,5.5,8,0,14.5,0,14.5,45.5,0,14.5,0,14.5,0,,0,0,0,1,0,0,0
"Big Combo, The",1955,89,NA,7.5,414,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
"Big House, U.S.A.",1955,83,NA,6.1,56,4.5,0,4.5,4.5,4.5,24.5,34.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
"Big Knife, The",1955,111,NA,7,279,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
"Big Tip Off, The",1955,78,NA,5,6,0,0,14.5,0,14.5,34.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
Black Cats and Broomsticks,1955,8,NA,5.7,25,0,0,0,14.5,44.5,14.5,4.5,14.5,0,14.5,,0,0,0,0,1,0,1
Blackboard Jungle,1955,101,NA,7.4,1262,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Blekitny krzyz,1955,61,NA,6.2,5,0,0,0,0,0,64.5,0,44.5,0,0,,0,0,0,0,0,0,0
Blinkity Blank,1955,5,NA,7.4,33,0,4.5,0,4.5,0,24.5,14.5,34.5,14.5,4.5,,0,1,0,0,0,0,1
Blood Alley,1955,115,2000000,5.7,316,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Blunder Boys,1955,16,NA,5.8,45,4.5,4.5,0,4.5,4.5,24.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
