title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Aeroplane Flight and Wreck (Piloted by M. Cody),1910,4,NA,5.6,58,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,1,0,1
Afgrunden,1910,38,NA,6,37,4.5,4.5,0,0,14.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,0,0,0,1
"Arcadian Maid, An",1910,16,NA,3.7,5,24.5,24.5,0,0,44.5,0,24.5,0,0,0,,0,0,0,1,0,0,1
As It Is in Life,1910,16,NA,4.7,5,24.5,0,0,24.5,24.5,0,24.5,0,24.5,0,,0,0,0,1,0,0,1
"Broken Doll, The",1910,17,NA,3.9,6,34.5,0,0,0,14.5,0,0,45.5,0,0,,0,0,0,1,0,0,1
"Child of the Ghetto, A",1910,16,NA,4.6,6,34.5,14.5,0,0,14.5,0,14.5,14.5,0,0,,0,0,0,1,0,0,1
"Christmas Carol, A",1910,17,NA,4.7,46,14.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,1
"Day in the Life of a Coal Miner, A",1910,9,NA,6.4,21,0,0,0,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
"Face at the Window, The",1910,17,NA,4.4,5,24.5,0,0,0,24.5,0,0,0,44.5,24.5,,0,0,0,1,0,0,1
Faithful,1910,17,NA,6.1,9,14.5,0,0,0,34.5,14.5,24.5,0,14.5,14.5,,0,0,0,1,0,0,1
"Flash of Light, A",1910,17,NA,4.5,5,24.5,0,0,0,24.5,0,44.5,0,24.5,0,,0,0,0,0,0,1,1
Frankenstein,1910,16,NA,5.8,70,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,1
"Fugitive, The",1910,17,NA,4.5,19,4.5,14.5,14.5,4.5,14.5,14.5,24.5,4.5,0,14.5,,0,0,0,1,0,0,1
In the Border States,1910,17,NA,6.2,41,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,1
"Mercante di Venezia, Il",1910,10,NA,6.7,12,4.5,4.5,0,0,14.5,14.5,14.5,4.5,24.5,0,,0,0,0,1,0,0,1
Pikovaya dama,1910,15,NA,5,9,14.5,0,0,0,14.5,24.5,24.5,0,24.5,14.5,,0,0,0,1,0,0,1
"Rocky Road, The",1910,11,NA,4.9,5,24.5,0,0,0,0,44.5,0,0,0,44.5,,0,0,0,0,0,0,1
"Stenographer's Friend, The",1910,9,NA,4.7,19,4.5,0,24.5,14.5,44.5,14.5,0,14.5,0,0,,0,0,0,0,0,0,1
That Chink at Golden Gulch,1910,17,NA,4.3,9,24.5,0,0,0,0,0,14.5,0,14.5,45.5,,0,0,0,0,0,0,1
Twelfth Night,1910,12,NA,5.6,16,4.5,0,0,0,34.5,34.5,14.5,14.5,0,0,,0,0,1,0,0,0,1
"Unchanging Sea, The",1910,14,NA,6.3,44,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,,0,0,0,1,0,0,1
"Usurer, The",1910,17,NA,5.4,13,4.5,4.5,0,4.5,14.5,24.5,4.5,14.5,14.5,0,,0,0,0,1,0,0,1
What the Daisy Said,1910,16,NA,5.3,32,14.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,0,4.5,,0,0,0,0,0,1,1
White Fawn's Devotion: A Play Acted by a Tribe of Red Indians in America,1910,11,NA,6,19,0,0,4.5,0,34.5,34.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,1
Wilful Peggy,1910,17,NA,4.4,16,14.5,4.5,14.5,0,14.5,14.5,34.5,0,0,0,,0,0,1,0,0,1,1
"Wonderful Wizard of Oz, The",1910,10,NA,5.8,38,4.5,0,4.5,4.5,4.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
