title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1. April 2000,1952,105,NA,6.9,27,4.5,0,0,14.5,14.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
14 Carrot Rabbit,1952,7,NA,7.2,66,4.5,0,0,4.5,4.5,14.5,34.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
5 Fingers,1952,108,NA,7.6,392,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
Aan,1952,101,NA,7.1,13,0,0,0,0,0,4.5,14.5,4.5,14.5,45.5,,0,0,0,0,0,1,0
Aaron Slick from Punkin Crick,1952,95,NA,5.3,33,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Abbott and Costello Meet Captain Kidd,1952,75,450000,5.3,255,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
About Face,1952,94,NA,5,27,0,0,4.5,14.5,34.5,14.5,4.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
Above and Beyond,1952,122,NA,6.6,119,4.5,0,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
Actor's and Sin,1952,82,NA,5.8,27,0,0,4.5,4.5,24.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
Adolf i toppform,1952,84,NA,4,5,0,0,0,64.5,24.5,0,0,0,0,24.5,,0,0,1,0,0,0,0
Affair in Trinidad,1952,98,NA,6.2,122,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
African Treasure,1952,70,NA,5.4,8,0,0,0,14.5,34.5,24.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
Against All Flags,1952,83,NA,6.7,239,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
"Aguas bajan turbias, Las",1952,82,NA,8.1,12,0,0,0,0,0,0,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
Ahora soy rico,1952,110,NA,7.2,11,0,4.5,0,0,0,24.5,14.5,4.5,34.5,0,,0,0,0,1,0,0,0
Ain't She Tweet,1952,7,NA,7.4,48,0,0,0,4.5,4.5,14.5,24.5,44.5,4.5,4.5,,0,1,1,0,0,0,1
Aladdin and His Lamp,1952,67,NA,5.2,17,0,0,4.5,14.5,44.5,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
Alraune,1952,92,NA,5.8,15,4.5,0,0,24.5,0,34.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Altri tempi,1952,100,NA,6.2,6,0,0,0,0,14.5,34.5,14.5,14.5,14.5,0,,0,0,1,0,0,0,0
Amei um bicheiro,1952,90,NA,7,10,0,0,0,0,14.5,24.5,24.5,34.5,0,24.5,,0,0,0,1,0,0,0
Androcles and the Lion,1952,98,NA,6.1,111,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Angel Face,1952,91,NA,7.2,423,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Another Man's Poison,1952,90,NA,6.5,230,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
Anything Can Happen,1952,107,NA,5.6,17,0,4.5,0,0,24.5,24.5,4.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Apache Country,1952,62,NA,4.8,10,0,14.5,14.5,24.5,34.5,14.5,14.5,0,14.5,0,,0,0,0,0,0,0,0
Apache War Smoke,1952,67,NA,5.1,22,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,0,,0,0,0,0,0,0,0
Apassionata,1952,96,NA,6.4,8,0,0,0,14.5,0,14.5,45.5,24.5,0,0,,0,0,0,1,0,0,0
Appointment in London,1952,96,NA,6.1,57,4.5,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
