title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'G' Men,1935,85,450000,7.2,281,0,4.5,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
"'Hyp-Nut-Tist', The",1935,6,NA,6.2,18,4.5,0,0,24.5,0,24.5,14.5,14.5,14.5,0,,0,1,1,0,0,0,1
...Because She Disobeyed,1935,104,NA,6,11,0,0,0,0,14.5,14.5,0,4.5,34.5,14.5,,0,0,1,1,0,0,0
"1,000 Dollars a Minute",1935,70,NA,6.2,5,0,0,24.5,0,24.5,0,44.5,0,0,24.5,,0,0,1,0,0,0,0
"39 Steps, The",1935,86,NA,8,7931,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Accent on Youth,1935,77,NA,5.1,5,0,24.5,0,0,24.5,44.5,24.5,0,0,0,,0,0,1,0,0,1,0
Adventures of Popeye,1935,9,NA,5.6,33,0,4.5,14.5,4.5,24.5,14.5,4.5,24.5,4.5,14.5,,0,1,1,0,0,0,1
"Adventures of Rex and Rinty, The",1935,229,NA,4.6,5,0,24.5,0,0,0,24.5,24.5,24.5,24.5,0,,1,0,0,0,0,0,0
Aerograd,1935,82,NA,7.2,20,4.5,0,0,14.5,0,24.5,14.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
After Office Hours,1935,72,NA,6.3,63,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
After the Dance,1935,60,NA,2.2,5,44.5,24.5,0,0,24.5,24.5,0,0,0,0,,0,0,0,0,0,1,0
"Ah, Wilderness!",1935,98,NA,6.8,96,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Air Hawks,1935,68,NA,5.1,6,0,0,0,14.5,14.5,34.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
Alias St. Nick,1935,10,NA,5.2,14,0,4.5,4.5,24.5,14.5,14.5,14.5,14.5,4.5,0,,0,1,1,0,0,0,1
