title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
10 Violent Women,1982,95,NA,3.8,31,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,0,4.5,,1,0,0,1,0,0,0
13. jul,1982,110,NA,6.4,11,0,0,4.5,4.5,24.5,0,14.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
1990: I guerrieri del Bronx,1982,89,NA,3.9,181,14.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
40 Days of Musa Dagh,1982,143,NA,7.5,16,14.5,0,4.5,0,0,0,14.5,0,14.5,45.5,,0,0,0,1,0,0,0
48 Hrs.,1982,96,NA,6.8,8742,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,1,0,1,1,0,0,0
50/50,1982,87,NA,4,7,14.5,0,24.5,24.5,14.5,0,0,0,0,14.5,,0,0,0,1,0,0,0
66 scener fra Amerika,1982,43,NA,5.3,13,4.5,0,0,4.5,24.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
"Act, The",1982,94,NA,5.5,8,14.5,14.5,14.5,0,0,45.5,0,0,0,14.5,,0,0,0,0,0,0,0
Ad ovest di Paperino,1982,102,NA,7.2,38,0,0,0,4.5,4.5,14.5,34.5,14.5,24.5,14.5,,0,0,1,0,0,0,0
Ademloos,1982,90,NA,6.4,14,0,0,0,4.5,4.5,44.5,24.5,14.5,0,0,,0,0,0,0,0,0,0
Africa dolce e selvaggia,1982,96,NA,3.3,20,14.5,24.5,4.5,14.5,4.5,14.5,0,14.5,4.5,14.5,,0,0,0,0,1,0,0
"Aftermath, The",1982,81,NA,3.7,61,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
"Agios Prevezis, O",1982,92,NA,8.6,9,14.5,0,0,0,0,14.5,0,0,0,74.5,,0,0,0,1,0,0,0
Agria niata,1982,110,NA,3.3,10,24.5,14.5,24.5,0,0,34.5,0,0,0,24.5,,0,0,0,1,0,0,0
Airplane II: The Sequel,1982,85,NA,5.7,6622,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Alaloum,1982,116,NA,7.9,28,0,0,4.5,4.5,0,4.5,4.5,24.5,14.5,44.5,,0,0,1,0,0,0,0
Alicja,1982,90,NA,5,24,4.5,14.5,4.5,0,4.5,0,14.5,14.5,4.5,34.5,,0,0,0,0,0,1,0
All About Annette,1982,72,NA,4.7,5,0,0,0,24.5,24.5,24.5,24.5,0,0,24.5,,0,0,0,0,0,0,0
All by Myself,1982,97,NA,7.6,6,0,0,0,14.5,14.5,0,0,0,14.5,45.5,,0,0,0,0,1,0,0
All-American Girls,1982,87,NA,4.1,24,4.5,0,4.5,0,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Alley Cat,1982,82,NA,6.1,24,4.5,4.5,4.5,4.5,4.5,34.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Alone in the Dark,1982,92,NA,5.2,243,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
American Taboo,1982,94,NA,3.1,32,14.5,4.5,0,24.5,4.5,0,14.5,4.5,14.5,14.5,,0,0,0,1,0,0,0
Amici miei atto II,1982,130,NA,7.8,170,4.5,0,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
Amityville II: The Possession,1982,100,NA,4.1,953,14.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Amor estranho Amor,1982,120,NA,6.7,105,4.5,4.5,4.5,4.5,4.5,24.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
"Ange, L'",1982,70,NA,6.2,16,0,4.5,0,0,0,0,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
Angel of H.E.A.T.,1982,93,NA,3.6,81,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
Angelos,1982,126,NA,5.4,26,4.5,0,14.5,4.5,14.5,14.5,14.5,14.5,0,4.5,,0,0,0,1,0,0,0
Angkor: Cambodia Express,1982,90,NA,6.1,13,24.5,0,14.5,0,24.5,4.5,4.5,14.5,0,4.5,,1,0,0,1,0,0,0
Annie,1982,126,50000000,5.7,3475,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Anno 2020 - I gladiatori del futuro,1982,91,NA,3.9,68,24.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Antonieta,1982,104,NA,5.9,72,24.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Aphrodite,1982,88,NA,3.9,92,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Arajin to maho no ranpu,1982,65,NA,6.9,18,4.5,0,0,4.5,0,24.5,0,0,14.5,45.5,,0,1,0,0,0,0,0
Arpa colla,1982,104,NA,6.8,38,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,4.5,14.5,,0,0,1,0,0,0,0
Art Pepper: Notes from a Jazz Survivor,1982,48,NA,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,,0,0,0,0,1,0,0
Arth,1982,138,NA,8.9,54,0,4.5,0,0,0,4.5,4.5,14.5,44.5,34.5,,0,0,0,1,0,1,0
Arvottomat,1982,105,NA,8.2,130,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
"As des as, L'",1982,100,NA,6.4,373,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
Ashes and Embers,1982,120,NA,5.4,8,14.5,0,0,14.5,14.5,24.5,0,14.5,0,24.5,,0,0,0,1,0,0,0
Assignment Berlin,1982,94,NA,2.3,7,84.5,0,0,0,0,0,0,0,0,14.5,,0,0,0,1,0,0,0
"Atomic Cafe, The",1982,92,NA,7.6,724,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
Ator l'invincibile,1982,98,NA,2.4,263,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Attack Force Z,1982,84,NA,5,371,4.5,4.5,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Attila flagello di Dio,1982,91,NA,7.1,246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,44.5,,0,0,0,0,0,0,0
Author! Author!,1982,110,NA,5.7,948,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
"Avenging, The",1982,100,NA,4.2,14,0,4.5,34.5,4.5,24.5,0,14.5,0,0,4.5,,0,0,0,0,0,0,0
"Aventura llamada Menudo, Una",1982,90,NA,4.3,7,14.5,0,0,24.5,44.5,14.5,0,0,0,0,,0,0,0,0,0,0,0
Avskedet,1982,90,NA,5.9,6,0,0,0,34.5,0,14.5,0,0,0,45.5,,0,0,0,1,0,0,0
Ba cai Lin Ya Zhen,1982,86,NA,4.4,19,14.5,14.5,4.5,0,4.5,4.5,14.5,14.5,4.5,24.5,,1,0,1,0,0,0,0
Bai ga jai,1982,100,NA,7.7,278,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,1,0,1,0,0,0,0
Bakuretsu toshi,1982,115,NA,9,15,4.5,0,0,0,0,4.5,0,24.5,24.5,44.5,,0,0,0,0,0,0,0
"Balance, La",1982,103,NA,6.7,173,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,1,0,0,0
"Ball, Der",1982,50,NA,6.4,7,0,0,0,14.5,0,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Banana Joe,1982,96,NA,5.1,322,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
"Bandito dagli occhi azzurri, Il",1982,96,NA,5.6,15,4.5,14.5,0,0,14.5,24.5,44.5,0,0,0,,0,0,0,0,0,0,0
"Baraka, La",1982,92,NA,4.3,22,4.5,4.5,14.5,14.5,4.5,14.5,24.5,0,0,0,,0,0,1,1,0,0,0
Barbarosa,1982,90,NA,6.3,293,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Barrendero, El",1982,113,NA,7.6,39,0,0,0,0,14.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
Basket Case,1982,86,NA,5.7,1028,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Batch '81,1982,98,NA,8.1,16,0,0,0,0,0,0,14.5,0,14.5,74.5,,0,0,0,1,0,0,0
"Beach Girls, The",1982,91,NA,3.8,148,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Beast Within, The",1982,98,NA,4.3,321,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Beastie,1982,5,NA,5.9,198,4.5,0,0,0,4.5,0,4.5,4.5,0,94.5,,0,0,0,0,0,0,1
"Beastmaster, The",1982,90,NA,5.4,2506,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
"Beau mariage, Le",1982,97,NA,7.3,173,4.5,4.5,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,1,1,0,1,0
"Beest, Het",1982,90,NA,4.2,24,24.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Before the Nickelodeon: The Cinema of Edwin S. Porter,1982,60,NA,6,16,0,0,0,14.5,14.5,14.5,4.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
Befrielsesbilleder,1982,57,NA,2.7,84,44.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Beijo na Boca,1982,97,NA,6.2,6,0,14.5,0,0,0,64.5,0,0,14.5,0,,0,0,0,1,0,0,0
"Belva dalle calda pelle, La",1982,94,NA,3.8,50,14.5,14.5,14.5,14.5,14.5,24.5,4.5,4.5,0,4.5,,1,0,0,0,0,0,0
Ben Loke'ah Bat,1982,90,NA,5.7,13,0,4.5,0,0,4.5,34.5,4.5,24.5,0,14.5,,0,0,0,1,0,0,0
