title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...Comme elle respire,1998,106,NA,6.1,103,4.5,4.5,0,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
10 Seconds,1998,10,NA,7.3,21,0,0,0,4.5,4.5,14.5,24.5,34.5,4.5,4.5,,0,0,0,0,0,0,1
1001 Nights,1998,23,NA,7.3,11,0,0,0,0,0,14.5,0,24.5,14.5,34.5,,0,0,0,0,0,0,1
12 Bucks,1998,86,NA,5.1,46,14.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
14/1 endlos,1998,27,NA,7,5,0,0,0,44.5,0,0,0,0,64.5,0,,0,0,0,0,0,0,1
"14e kippetje, Het",1998,88,NA,5.5,118,4.5,4.5,4.5,14.5,14.5,14.5,34.5,4.5,4.5,4.5,,0,0,1,1,0,1,0
15 Amore,1998,92,NA,6.5,88,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
17 Seconds to Sophie,1998,1,NA,5.1,7,0,0,0,14.5,24.5,14.5,0,0,0,44.5,,0,0,0,0,1,0,1
17 and Under,1998,107,NA,4.1,13,4.5,0,0,14.5,14.5,14.5,0,0,4.5,34.5,,0,0,0,1,0,0,0
1997 - Zapisi Rustema s risunkami,1998,80,NA,7.9,11,0,0,0,4.5,0,0,14.5,74.5,0,0,,0,0,0,0,0,0,0
1999,1998,92,NA,5.3,93,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0
2 secondes,1998,100,NA,6.8,166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1,0
20 Dates,1998,87,60000,5.4,841,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,1,1,0
23,1998,100,NA,7.2,1246,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
2by4,1998,90,NA,6.4,44,0,4.5,4.5,4.5,4.5,34.5,14.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
3 Misses,1998,11,NA,7.2,23,4.5,0,0,4.5,0,4.5,24.5,34.5,4.5,14.5,,0,1,1,0,0,0,1
3 Ninjas: High Noon at Mega Mountain,1998,93,NA,2.2,744,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,1,0,0,0,0
"30, Still Single: Contemplating Suicide",1998,91,NA,7.1,26,4.5,0,0,4.5,0,14.5,4.5,4.5,14.5,34.5,,0,0,1,0,0,0,0
4 Second Delay,1998,26,NA,6.1,12,34.5,0,0,0,14.5,0,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
54,1998,100,13000000,5.4,6905,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
9413,1998,90,NA,6.3,12,14.5,0,0,4.5,4.5,14.5,14.5,24.5,0,4.5,,1,0,0,0,0,0,0
99 Threadwaxing,1998,13,NA,4,7,14.5,14.5,0,0,14.5,0,0,24.5,14.5,14.5,,0,0,0,1,0,0,1
A,1998,136,NA,5.1,18,24.5,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,,0,0,0,0,1,0,0
A los que aman,1998,98,NA,7.3,93,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,,0,0,0,1,0,1,0
AFI's 100 Years... 100 Movies: The Antiheroes,1998,60,NA,4,19,34.5,0,0,4.5,0,4.5,14.5,4.5,4.5,34.5,,0,0,0,0,1,0,0
Abbiamo solo fatto l'amore,1998,80,NA,3.9,12,4.5,4.5,0,14.5,4.5,34.5,24.5,0,0,0,,0,0,1,0,0,0,0
Above Freezing,1998,85,NA,5,45,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
"Abuelo, El",1998,147,NA,7.7,423,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG,0,0,0,1,0,0,0
"Acid House, The",1998,111,NA,5.8,1117,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Act of War,1998,94,NA,3.5,64,24.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Addicted to Murder: Tainted Blood,1998,74,NA,4.5,22,24.5,14.5,0,4.5,0,14.5,4.5,0,0,24.5,,0,0,0,0,0,0,0
Adrian,1998,15,NA,4.9,8,14.5,0,0,24.5,14.5,14.5,14.5,0,0,24.5,,0,0,0,0,0,0,1
"Adventures of Ragtime, The",1998,96,NA,2.8,26,24.5,0,4.5,14.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
"Adventures of Sebastian Cole, The",1998,99,NA,6.5,579,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
Afmagt,1998,50,NA,5.2,18,24.5,0,0,14.5,14.5,4.5,14.5,14.5,0,14.5,,0,0,0,1,0,0,0
Africa's Elephant Kingdom,1998,40,NA,7.6,33,0,0,4.5,0,4.5,4.5,34.5,24.5,4.5,14.5,,0,0,0,0,1,0,1
Agujetas en el alma,1998,93,NA,3.6,11,24.5,14.5,0,0,14.5,14.5,0,0,0,14.5,,0,0,1,0,0,0,0
Ah haru,1998,100,NA,6.9,10,0,0,14.5,14.5,24.5,14.5,34.5,24.5,0,0,,0,0,0,0,0,0,0
Ai o kou hito,1998,135,NA,7.4,15,0,0,0,0,0,24.5,14.5,44.5,4.5,24.5,,0,0,0,1,0,0,0
Ai xuoi van ly,1998,90,NA,4.5,10,0,0,14.5,24.5,34.5,14.5,14.5,24.5,0,0,,0,0,0,0,0,0,0
Aiqing mala tang,1998,109,NA,6.9,74,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
Air Bud: Golden Receiver,1998,90,NA,4.2,423,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,1,0,0,0
Airboss II: Preemptive Strike,1998,88,NA,1.8,14,45.5,14.5,4.5,4.5,0,0,4.5,0,0,4.5,,1,0,0,0,0,0,0
Airspeed,1998,93,NA,3,386,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,1,0,0,1,0,0,0
Airtime,1998,10,NA,3.1,11,24.5,4.5,0,0,14.5,0,4.5,0,4.5,24.5,,0,0,0,0,0,0,1
Al Dente,1998,2,NA,5.5,23,0,0,4.5,24.5,4.5,34.5,14.5,4.5,0,0,,0,1,1,0,0,0,1
"Albero delle pere, L'",1998,105,NA,6.7,63,4.5,0,0,0,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Albert,1998,80,NA,5,34,4.5,4.5,14.5,4.5,14.5,24.5,4.5,0,4.5,24.5,,0,0,0,0,0,0,0
Alfred Hitchcock's Psycho,1998,17,NA,4.2,69,24.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,1
"Alibi, The",1998,11,NA,6.8,9,0,0,0,14.5,0,14.5,24.5,0,0,45.5,,0,0,1,0,0,0,1
Alice et Martin,1998,124,NA,6.4,604,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
Alissa,1998,95,NA,5.2,17,0,14.5,4.5,0,14.5,14.5,4.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
"All Dogs Christmas Carol, An",1998,73,NA,3.4,59,24.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,,0,1,0,0,0,0,0
All of It,1998,85,NA,6.2,29,4.5,0,4.5,4.5,4.5,24.5,14.5,4.5,24.5,14.5,,0,0,1,1,0,1,0
All the Little Animals,1998,112,NA,6.6,289,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0
Allanamiento de morada,1998,16,NA,8.1,45,4.5,0,4.5,0,0,0,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,1
Alles wird gut,1998,88,NA,7.8,58,4.5,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,1,0,1,0
Almost Heroes,1998,90,NA,4.5,1944,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG-13,0,0,1,0,0,0,0
Alone. Life Wastes Andy Hardy,1998,15,NA,8,39,0,0,4.5,0,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,0,0,0,1
Alternative Therapy,1998,10,NA,5.9,8,24.5,0,14.5,0,0,0,24.5,14.5,0,24.5,,0,0,1,1,0,0,1
Amarillo by Morning,1998,29,NA,6.3,33,4.5,4.5,0,0,4.5,14.5,24.5,34.5,4.5,14.5,,0,0,0,0,1,0,1
Amazon Warrior,1998,83,NA,4.6,17,14.5,4.5,14.5,0,14.5,4.5,14.5,0,24.5,4.5,,1,0,0,0,0,0,0
Ambushed,1998,109,NA,6,201,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
"America a Roma, L'",1998,78,NA,8.1,5,0,0,0,0,0,0,24.5,24.5,64.5,0,,0,0,0,0,1,0,0
American Cowboy,1998,52,NA,1.4,11,24.5,4.5,0,0,0,0,4.5,0,34.5,14.5,,0,0,0,0,1,0,0
American Dragons,1998,91,NA,4.3,173,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0
American History X,1998,119,10000000,8.4,59677,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0,0
"Amico del cuore, L'",1998,100,NA,4.8,62,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Amok,1998,100,NA,6,13,0,0,4.5,14.5,4.5,14.5,24.5,4.5,0,24.5,,0,0,0,0,0,0,0
Among Giants,1998,93,NA,5.4,334,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
Amor & Cia,1998,102,NA,8.1,81,4.5,4.5,0,0,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,0,0,0,0,0
Amores,1998,100,NA,8.7,30,0,4.5,0,0,4.5,0,14.5,24.5,44.5,14.5,,0,0,0,1,0,0,0
Amy,1998,104,NA,7,252,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,PG-13,0,0,1,1,0,0,0
Anarchy TV,1998,87,NA,4.7,84,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
Andoromedeia,1998,109,NA,4.6,72,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,1,0
Angels in the Attic,1998,86,NA,5.4,73,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,PG,0,0,0,0,0,0,0
Angeluz,1998,100,NA,3.5,11,44.5,0,4.5,14.5,0,4.5,4.5,0,0,4.5,,0,0,0,0,0,0,0
Angoisse,1998,5,NA,3.4,7,44.5,0,0,24.5,0,14.5,0,0,0,14.5,,0,0,0,0,0,0,1
Aniel,1998,23,NA,4.7,5,0,0,24.5,24.5,0,0,0,44.5,0,24.5,,0,0,0,0,0,0,1
Anima,1998,90,NA,7.2,37,4.5,4.5,0,4.5,4.5,14.5,4.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
Animals and the Tollkeeper,1998,103,NA,6.3,115,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,1,0
Another Day in Paradise,1998,101,NA,6.3,1872,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Antebios,1998,14,NA,7.3,25,0,0,0,0,4.5,24.5,4.5,24.5,24.5,24.5,,1,0,0,0,0,0,1
Anthrakitis,1998,10,NA,7.2,7,14.5,0,14.5,0,0,0,0,45.5,0,14.5,,0,0,0,0,0,0,1
Antz,1998,83,60000000,7,16312,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG,0,1,1,0,0,0,0
Apo tin akri tis polis,1998,94,NA,6.8,200,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Appetite,1998,97,NA,4.4,52,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
Aprile,1998,78,NA,6.8,566,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Aprilkinder,1998,85,NA,7.7,23,0,0,0,0,4.5,4.5,24.5,44.5,4.5,4.5,,0,0,0,1,0,0,0
Apt Pupil,1998,112,14000000,6.4,6728,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Arak el-balah,1998,110,NA,7.3,26,0,0,0,0,0,24.5,4.5,34.5,24.5,14.5,,0,0,0,0,0,0,0
"Arbre de les cireres, L'",1998,94,NA,7.1,30,0,4.5,0,4.5,0,14.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Archibald the Rainbow Painter,1998,105,NA,4.8,10,0,24.5,0,14.5,14.5,14.5,0,14.5,14.5,34.5,,0,0,0,1,0,0,0
Areumdawoon sheejul,1998,120,NA,6.5,67,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"Argentino en New York, Un",1998,95,3000000,4.2,49,24.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,0,14.5,,0,0,1,1,0,0,0
Arguing the World,1998,106,NA,5.9,27,14.5,0,4.5,0,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
"Arithmimenoi, Oi",1998,102,NA,4.6,16,14.5,0,0,4.5,14.5,24.5,4.5,34.5,0,4.5,,0,0,0,0,0,0,0
Armageddon,1998,153,140000000,5.7,45330,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
Armstrong,1998,99,NA,3.2,75,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0
Art House,1998,93,NA,5.4,104,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,R,0,0,1,1,0,0,0
Arthur,1998,4,NA,6.7,13,0,0,0,0,14.5,4.5,14.5,24.5,4.5,34.5,,0,1,0,0,0,0,1
As Long As He Lives,1998,7,NA,6.6,9,14.5,0,0,14.5,44.5,0,0,0,0,34.5,,0,0,0,0,0,0,1
As perimenoun oi gynaikes,1998,87,NA,6.2,17,14.5,4.5,4.5,4.5,0,14.5,4.5,14.5,24.5,14.5,,0,0,1,0,0,0,0
