title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
-But the Flesh Is Weak,1932,77,NA,5.8,32,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"20,000 Years in Sing Sing",1932,78,NA,7,274,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
A Hunting We Will Go,1932,8,NA,6.3,20,4.5,0,4.5,14.5,14.5,24.5,14.5,14.5,24.5,4.5,,0,1,1,0,0,0,1
Admission Free,1932,7,NA,7.4,11,0,0,0,0,4.5,34.5,4.5,4.5,14.5,14.5,,0,1,0,0,0,0,1
"Affaire est dans le sac, L'",1932,55,NA,8.1,9,0,0,0,0,0,0,24.5,34.5,24.5,24.5,,0,0,0,0,0,0,0
"Age of Consent, The",1932,63,NA,5.2,30,0,4.5,14.5,4.5,14.5,14.5,34.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Airmail,1932,84,305000,6,76,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Alias the Doctor,1932,69,NA,5.4,20,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,0,14.5,,0,0,0,1,0,0,0
Allo Berlin? Ici Paris!,1932,89,NA,6.8,9,0,14.5,0,0,14.5,24.5,0,14.5,24.5,24.5,,0,0,1,0,0,1,0
American Madness,1932,75,NA,7.3,99,0,0,0,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
"Animal Kingdom, The",1932,85,NA,6.3,93,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
"Anton Spelec, ostrostrelec",1932,85,NA,7.8,35,0,0,0,0,4.5,14.5,24.5,4.5,14.5,44.5,,0,0,1,0,0,0,0
Any Old Port!,1932,20,NA,7.3,84,4.5,0,4.5,4.5,4.5,4.5,44.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
Any Rags,1932,6,NA,7.4,11,4.5,0,0,0,4.5,4.5,14.5,24.5,4.5,14.5,,0,1,0,0,0,0,1
Are You Listening?,1932,73,NA,6,7,0,0,0,14.5,14.5,24.5,0,0,14.5,24.5,,0,0,0,1,0,0,0
Artistic Temper,1932,20,NA,4.6,6,0,14.5,0,0,0,14.5,14.5,34.5,0,14.5,,0,0,0,0,0,0,1
As You Desire Me,1932,70,460733,6,107,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Atlantide, L'",1932,89,NA,6.8,16,14.5,0,0,0,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Au nom de la loi,1932,77,NA,5.2,11,0,0,4.5,4.5,4.5,45.5,4.5,4.5,0,0,,0,0,0,0,0,0,0
