title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
$windle,2002,93,NA,5.3,200,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0
'15',2002,25,NA,6.7,24,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,1,0,1
(A)Torzija,2002,13,NA,7.2,71,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,1
(Entre nous),2002,82,NA,4.8,22,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,0,0,,0,0,0,1,0,0,0
*Corpus Callosum,2002,92,NA,4.9,36,24.5,14.5,4.5,4.5,0,4.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
.com for Murder,2002,96,5000000,3.7,271,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
1 Giant Leap,2002,155,NA,6.6,75,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,34.5,,0,0,0,0,1,0,0
100 Mile Rule,2002,98,1100000,5.6,181,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0
11'09''01 - September 11,2002,134,NA,6.9,1264,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
12:35,2002,92,NA,8.2,5,24.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,1,0,0,0
13 Moons,2002,93,NA,5.6,196,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,R,0,0,1,0,0,0,0
16 December,2002,158,NA,7.3,26,4.5,0,4.5,0,4.5,14.5,24.5,14.5,14.5,14.5,,1,0,0,0,0,0,1
19 Months,2002,77,NA,5.3,51,14.5,4.5,4.5,4.5,4.5,24.5,4.5,4.5,14.5,14.5,R,0,0,1,0,0,0,0
2 Birds with 1 Stallone,2002,76,NA,1.5,30,24.5,4.5,0,0,4.5,0,0,14.5,0,64.5,,0,0,0,1,0,0,0
2009: Lost Memories,2002,136,NA,6.6,639,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,1,0,0,0
23rd March 1931: Shaheed,2002,188,NA,6.3,25,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
24,2002,91,NA,7.4,75,4.5,0,4.5,4.5,4.5,4.5,14.5,4.5,14.5,44.5,,0,0,0,1,0,0,0
24 Hour Party People,2002,117,NA,7.2,3603,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0
24 heures de la vie d'une femme,2002,107,NA,5.6,74,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
25 Kids and a Dad,2002,90,NA,6.2,8,0,0,0,0,14.5,34.5,24.5,0,0,24.5,,0,0,0,0,0,0,0
25th Hour,2002,135,15000000,7.8,15788,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,R,0,0,0,1,0,0,0
28 Days Later...,2002,113,8000000,7.3,24174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0,0
29 Palms,2002,93,NA,4.7,406,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,1,0,0,0
2LDK,2002,70,NA,7.3,381,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
"2wks, 1yr",2002,104,NA,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,,0,0,0,0,0,0,0
3 Days of Rain,2002,98,NA,5.8,20,4.5,0,0,0,24.5,0,4.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
3 Weeks After Paradise,2002,51,NA,7,5,0,24.5,0,0,0,0,24.5,44.5,24.5,0,,0,0,0,0,0,0,0
40,2002,12,NA,5.7,12,4.5,0,0,0,14.5,4.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,1
40 Days and 40 Nights,2002,96,17000000,5.4,8609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,1,1,0,1,0
"4th Tenor, The",2002,97,NA,4.2,71,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,PG-13,0,0,1,0,0,1,0
5 Card Stud,2002,96,NA,8.3,7,14.5,0,0,0,0,0,0,14.5,14.5,45.5,,0,0,0,0,0,1,0
7 Days In September,2002,94,NA,7.9,33,4.5,0,0,0,14.5,4.5,14.5,34.5,24.5,4.5,,0,0,0,0,1,0,0
7 pra-jan-barn,2002,110,NA,4.8,15,0,0,24.5,14.5,4.5,14.5,14.5,14.5,0,24.5,,1,0,1,0,0,0,0
8 Mile,2002,110,41000000,6.8,17900,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,0,0,0,1,0,0,0
