title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Aelita,1924,67,NA,6.5,181,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
All Night Long,1924,19,NA,6.1,18,0,0,0,14.5,14.5,24.5,24.5,14.5,0,4.5,,0,0,1,0,0,0,1
America,1924,93,NA,6.7,60,0,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
April Fool,1924,12,NA,6.2,13,0,0,0,0,34.5,24.5,34.5,0,4.5,0,,0,0,1,0,0,0,1
Au secours!,1924,40,NA,7.3,14,0,0,0,0,14.5,4.5,24.5,34.5,4.5,4.5,,0,0,0,0,0,0,1
Captain January,1924,64,NA,7.2,12,4.5,0,0,0,0,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
"Chechahcos, The",1924,87,NA,6.8,35,0,0,0,4.5,4.5,4.5,34.5,44.5,4.5,4.5,,0,0,0,1,0,0,0
Conductor 1492,1924,70,NA,5.6,6,0,14.5,0,0,0,0,34.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Dante's Inferno,1924,53,NA,6.2,5,0,0,44.5,0,0,24.5,0,0,24.5,24.5,,0,0,0,0,0,0,0
Dorothy Vernon of Haddon Hall,1924,135,750000,7.2,7,0,0,0,0,0,14.5,45.5,14.5,0,14.5,,0,0,0,1,0,1,0
Entr'acte,1924,22,NA,7.6,229,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,1
Family Life,1924,20,NA,5.9,8,0,0,0,14.5,0,45.5,24.5,0,14.5,0,,0,0,1,0,0,0,1
"Few Moments with Eddie Cantor, A",1924,7,NA,9.1,16,0,0,0,0,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,1
Girl Shy,1924,80,NA,7.9,246,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,1,0,1,0,0,1,0
Greed,1924,239,NA,8.3,1539,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
He Who Gets Slapped,1924,80,NA,8.2,247,0,0,4.5,0,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Helen's Babies,1924,85,NA,8.9,13,0,0,0,0,4.5,0,24.5,34.5,4.5,34.5,,0,0,1,0,0,0,0
Helena,1924,204,NA,9,15,0,0,0,0,4.5,14.5,0,14.5,44.5,24.5,,0,0,0,1,0,0,0
Hot Water,1924,60,NA,7.3,151,4.5,4.5,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
"Inhumaine, L'",1924,135,NA,8.5,38,0,0,0,0,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
