title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'Neath the Arizona Skies,1934,52,NA,4.6,105,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
1860,1934,80,NA,7,16,0,0,14.5,4.5,14.5,34.5,4.5,14.5,0,14.5,,0,0,0,1,0,0,0
365 Nights in Hollywood,1934,77,NA,5.8,17,0,4.5,4.5,14.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,0
6 Day Bike Rider,1934,69,NA,6.7,107,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,,0,0,1,0,0,0,0
Abschiedswalzer,1934,87,NA,6.4,5,0,0,0,24.5,0,0,24.5,64.5,0,0,,0,0,0,0,0,0,0
Adventure Girl,1934,69,NA,4.7,18,4.5,4.5,4.5,24.5,14.5,34.5,4.5,0,0,4.5,,0,0,0,1,0,0,0
"Affaires publiques, Les",1934,25,NA,6.8,13,0,0,0,0,4.5,34.5,34.5,4.5,14.5,4.5,,0,0,1,0,0,0,1
"Affairs of Cellini, The",1934,80,549370,5.8,43,0,4.5,4.5,14.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Age of Innocence, The",1934,81,NA,5.7,33,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
All of Me,1934,70,NA,6.2,12,0,4.5,0,4.5,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
All the King's Horses,1934,87,NA,4.6,6,0,0,14.5,14.5,14.5,45.5,0,0,0,0,,0,0,0,0,0,0,0
Allez Oop,1934,20,NA,6.1,19,0,0,4.5,4.5,14.5,44.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
Amok,1934,92,NA,2.7,6,0,14.5,0,0,0,0,0,34.5,34.5,14.5,,0,0,0,0,0,0,0
And She Learned About Dames,1934,9,NA,5.8,8,0,0,0,0,45.5,14.5,14.5,0,14.5,14.5,,0,0,0,0,0,0,1
Anna Karenina,1934,89,NA,5.6,5,24.5,0,0,0,0,24.5,44.5,0,0,24.5,,0,0,0,1,0,0,0
Anne of Green Gables,1934,78,NA,7.1,146,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
Are We Civilized?,1934,70,NA,3.8,5,0,24.5,24.5,24.5,0,44.5,0,0,0,0,,0,0,0,1,0,0,0
Art Trouble,1934,21,NA,5.8,20,0,4.5,14.5,4.5,24.5,4.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
"Atalante, L'",1934,89,NA,7.7,1172,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,1,0
Axe Me Another,1934,7,NA,6.3,13,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Babbitt,1934,74,NA,5.8,14,0,0,0,4.5,4.5,45.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Babes in Toyland,1934,77,NA,7.3,708,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Baby Take a Bow,1934,76,NA,5.8,98,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,PG,0,0,1,1,0,0,0
Bachelor Bait,1934,74,NA,5.2,39,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,0,4.5,,0,0,1,0,0,1,0
"Band Plays On, The",1934,87,NA,6.2,13,0,0,4.5,4.5,24.5,14.5,4.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
"Barretts of Wimpole Street, The",1934,110,NA,7.1,174,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,1,0
"Batakli damin kizi, Aysel",1934,80,NA,7.6,10,0,0,0,0,0,0,44.5,14.5,0,45.5,,0,0,0,1,0,0,0
"Battle, The",1934,83,NA,5.3,6,0,14.5,14.5,14.5,14.5,0,34.5,0,0,0,,0,0,0,0,0,1,0
Beauty and the Beast,1934,8,NA,5,24,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,1,1,0,0,0,1
Bedside,1934,65,NA,7.2,9,0,0,24.5,14.5,0,0,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Beggars in Ermine,1934,72,NA,5.4,12,0,4.5,0,4.5,14.5,34.5,34.5,0,0,0,,0,0,0,1,0,0,0
Behold My Wife,1934,79,NA,5.6,8,0,0,0,14.5,14.5,34.5,34.5,0,0,0,,0,0,0,1,0,0,0
Belle of the Nineties,1934,73,800000,6.3,84,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Ben Pollack & His Orchestra,1934,9,NA,5.3,5,0,0,0,0,44.5,24.5,0,0,24.5,24.5,,0,0,0,0,0,0,1
Betty Boop's Life Guard,1934,7,NA,5.2,6,0,0,14.5,14.5,0,34.5,34.5,0,0,0,,0,1,0,0,0,0,1
Betty Boop's Little Pal,1934,7,NA,5.1,5,0,0,0,24.5,64.5,0,24.5,0,0,0,,0,1,0,0,0,0,1
Betty Boop's Rise to Fame,1934,9,NA,5.7,23,0,4.5,4.5,4.5,14.5,44.5,14.5,0,4.5,4.5,,0,1,1,0,0,0,1
Betty Boop's Trial,1934,7,NA,6.1,6,0,0,0,0,14.5,34.5,45.5,0,0,0,,0,1,0,0,0,0,1
Betty in Blunderland,1934,7,NA,6.4,31,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
"Big Bad Wolf, The",1934,9,NA,7.1,80,0,0,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
Big City Fantasy,1934,10,NA,6.7,9,0,0,0,0,24.5,14.5,44.5,0,0,24.5,,0,0,0,0,0,0,1
"Big Idea, The",1934,19,NA,6.9,14,0,0,0,4.5,4.5,24.5,34.5,4.5,4.5,14.5,,0,0,1,0,0,0,1
"Big Shakedown, The",1934,64,NA,6.1,90,0,4.5,4.5,4.5,4.5,24.5,44.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Black Abbot, The",1934,56,NA,1.8,5,24.5,24.5,0,0,24.5,24.5,24.5,0,0,0,,0,0,0,0,0,0,0
"Black Cat, The",1934,65,95745,7.2,788,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0,0
Black Moon,1934,68,NA,7.7,10,0,0,0,0,24.5,0,34.5,14.5,34.5,14.5,,0,0,0,0,0,0,0
Bleeke Bet,1934,111,NA,7.3,8,0,0,0,0,0,0,45.5,45.5,0,0,,0,0,0,0,0,0,0
Blossom Time,1934,90,NA,3.2,8,0,14.5,14.5,14.5,14.5,0,24.5,0,0,24.5,,0,0,0,0,0,1,0
Blue Steel,1934,54,NA,5.3,171,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Bolero,1934,85,NA,5.9,35,4.5,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Bombay Mail,1934,70,NA,5.8,10,0,0,0,14.5,14.5,14.5,14.5,44.5,24.5,0,,0,0,0,1,0,0,0
"Bonheur, Le",1934,98,NA,7,21,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,24.5,0,,0,0,0,0,0,0,0
Born to Be Bad,1934,62,252238,5.6,59,0,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
Bottoms Up,1934,85,NA,6.4,11,0,0,0,4.5,4.5,34.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Bright Eyes,1934,83,NA,6.5,203,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
British Agent,1934,80,NA,5.7,37,4.5,4.5,4.5,14.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
Broadway Bill,1934,104,NA,5.8,120,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
Buck Rogers in the 25th Century,1934,10,NA,4.3,35,4.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
Bulldog Drummond Strikes Back,1934,83,NA,7.2,41,4.5,0,4.5,0,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
By Your Leave,1934,82,NA,5.4,20,0,0,4.5,4.5,34.5,24.5,14.5,24.5,0,0,,0,0,1,0,0,0,0
Cab Calloway's Hi-De-Ho,1934,10,NA,6.8,17,4.5,0,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,1
"Camels Are Coming, The",1934,79,NA,3.7,11,14.5,4.5,4.5,0,0,4.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
Camping Out,1934,7,NA,6.6,25,0,0,4.5,4.5,4.5,24.5,44.5,4.5,4.5,4.5,,0,1,1,0,0,0,1
"Captain Hates the Sea, The",1934,93,NA,5.9,15,0,0,0,4.5,14.5,24.5,24.5,4.5,24.5,4.5,,0,0,1,0,0,0,0
Carolina,1934,85,NA,2.3,6,0,34.5,0,0,14.5,0,0,0,0,45.5,,0,0,1,0,0,1,0
"Case of the Howling Dog, The",1934,75,NA,5.8,26,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Cat and the Fiddle, The",1934,88,NA,6.8,52,0,0,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,,0,0,1,1,0,1,0
"Cat's-Paw, The",1934,102,617000,6.8,93,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Catherine the Great,1934,95,NA,5.8,60,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Chained,1934,76,NA,6,99,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
Change of Heart,1934,76,NA,4.8,8,0,0,14.5,24.5,24.5,14.5,14.5,14.5,0,0,,0,0,0,1,0,0,0
Chapaev,1934,93,NA,6.3,63,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
Charlie Chan in London,1934,79,100000,7.1,229,4.5,4.5,0,4.5,4.5,4.5,24.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
Charlie Chan's Courage,1934,70,NA,7.5,52,0,0,0,0,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,0,0,0,0
"Chases of Pimple Street, The",1934,20,NA,9.1,6,0,0,0,0,0,0,34.5,14.5,14.5,34.5,,0,0,0,0,0,0,1
"China Shop, The",1934,8,NA,8,11,0,0,0,0,0,4.5,4.5,14.5,24.5,34.5,,0,1,1,0,0,0,1
"Chloe, Love Is Calling You",1934,62,NA,6,9,0,24.5,0,0,24.5,14.5,14.5,14.5,0,24.5,,0,0,0,0,0,0,0
Chu Chin Chow,1934,103,500000,4.8,10,0,0,14.5,14.5,14.5,34.5,24.5,0,0,24.5,,0,0,1,0,0,1,0
"Church Mouse, The",1934,76,NA,4.7,20,4.5,0,4.5,24.5,14.5,34.5,14.5,14.5,0,0,,0,0,1,0,0,1,0
"Circus Clown, The",1934,63,NA,6.4,22,0,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Clairvoyant, The",1934,73,NA,6.7,67,0,0,0,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Cleopatra,1934,100,NA,7,314,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Cockeyed Cavaliers,1934,72,NA,6.5,53,0,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
College Rhythm,1934,75,NA,5.9,6,0,0,0,14.5,14.5,14.5,14.5,14.5,0,14.5,,0,0,0,0,0,0,0
"Compadre Mendoza, El",1934,85,NA,7,22,0,0,0,4.5,0,0,14.5,14.5,34.5,24.5,,0,0,0,1,0,0,0
Corn on the Cop,1934,20,NA,6.8,12,0,0,0,0,4.5,4.5,45.5,24.5,0,0,,0,0,1,0,0,0,1
"Count of Monte Cristo, The",1934,113,NA,7.8,130,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
Crime Without Passion,1934,70,NA,7.1,38,0,0,4.5,4.5,4.5,24.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Crimson Romance,1934,71,NA,4.8,11,0,4.5,14.5,14.5,14.5,4.5,14.5,0,0,4.5,,1,0,0,1,0,0,0
"Crise est finie, La",1934,74,NA,5.1,7,0,0,14.5,14.5,14.5,24.5,14.5,0,14.5,0,,0,0,1,0,0,0,0
"Crosby Case, The",1934,60,NA,5.1,5,0,24.5,0,0,0,0,64.5,0,0,24.5,,0,0,0,0,0,0,0
Cuesta abajo,1934,74,NA,7.9,10,0,0,0,0,24.5,0,24.5,14.5,34.5,24.5,,0,0,0,0,0,0,0
"Cup of Kindness, A",1934,81,NA,5.8,6,0,0,0,0,14.5,64.5,0,0,0,14.5,,0,0,0,0,0,0,0
Czy Lucyna to dziewczyna,1934,80,NA,4.4,5,0,0,24.5,0,0,0,64.5,0,24.5,0,,0,0,1,0,0,0,0
Dalu,1934,104,NA,9.4,25,4.5,0,0,0,0,0,4.5,24.5,24.5,44.5,,0,0,1,1,0,0,0
Dames,1934,91,NA,6.7,156,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
"Dance Contest, The",1934,7,NA,6,10,0,0,0,14.5,14.5,24.5,34.5,24.5,14.5,0,,0,1,1,0,0,0,1
Dangerous Corner,1934,66,NA,5.1,26,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,14.5,14.5,,0,0,0,0,0,0,0
Dark Hazard,1934,73,NA,5.9,45,0,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
David Harum,1934,83,NA,5.4,12,14.5,0,0,4.5,4.5,14.5,24.5,0,0,24.5,,0,0,1,0,0,0,0
Death Takes a Holiday,1934,79,NA,7.2,263,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,1,0
Death on the Diamond,1934,71,NA,6.8,29,0,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
"Dernier milliardaire, Le",1934,90,NA,6.6,24,4.5,0,4.5,14.5,4.5,4.5,14.5,24.5,14.5,4.5,,0,0,1,0,0,0,0
Desirable,1934,68,NA,6.2,11,0,0,0,4.5,14.5,24.5,24.5,4.5,4.5,0,,0,0,0,1,0,1,0
Dirty Work,1934,70,NA,4.1,9,14.5,0,14.5,14.5,34.5,14.5,24.5,0,0,0,,0,0,1,0,0,1,0
"Dognapper, The",1934,7,NA,6.4,26,0,0,0,4.5,4.5,24.5,34.5,14.5,4.5,14.5,,0,1,1,0,0,0,1
Don Redman & His Orchestra,1934,10,NA,5.1,5,0,0,0,0,64.5,24.5,0,24.5,0,0,,0,0,0,0,0,0,1
Dood water,1934,106,NA,6.8,6,0,0,0,0,14.5,0,14.5,0,34.5,34.5,,0,0,0,0,0,0,0
Down to Their Last Yacht,1934,64,NA,5.4,20,0,4.5,14.5,24.5,24.5,4.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Dr. Monica,1934,53,167000,5.4,26,4.5,4.5,0,4.5,34.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
"Dragon Murder Case, The",1934,68,NA,6.5,42,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
