title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...4 ...3 ...2 ...1 ...morte,1967,95,NA,3.6,67,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
10.000 dollari per un massacro,1967,100,NA,3.6,16,0,14.5,0,0,0,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
16/67: 20. September,1967,6,NA,5.5,6,0,0,14.5,14.5,0,14.5,0,0,14.5,34.5,,0,0,0,0,0,0,1
2 ou 3 choses que je sais d'elle,1967,90,NA,6.7,355,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
28 minuti per 3 milioni di dollari,1967,90,NA,3.9,6,0,14.5,0,0,14.5,14.5,14.5,0,0,34.5,,0,0,0,0,0,0,0
40 Guns to Apache Pass,1967,95,NA,5.8,60,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,1,0
40 grados a la sombra,1967,90,NA,5.5,6,0,0,0,14.5,14.5,14.5,0,14.5,0,34.5,,0,0,1,0,0,0,0
48 Stunden bis Acapulco,1967,81,NA,4.3,5,24.5,0,0,0,44.5,44.5,0,0,0,0,,0,0,0,0,0,0,0
999 Aliza Mizrahi,1967,104,NA,7.1,12,4.5,0,0,0,0,4.5,14.5,24.5,0,44.5,,0,0,1,1,0,0,0
A ciascuno il suo,1967,99,NA,6.4,52,0,0,4.5,0,14.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
Accident,1967,105,600000,7.1,340,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Ad ogni costo,1967,114,NA,6.5,102,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
Advance and Be Mechanized,1967,6,NA,4.7,22,14.5,14.5,4.5,4.5,14.5,4.5,14.5,14.5,0,4.5,,0,1,1,0,0,0,1
"Adventures of Bullwhip Griffin, The",1967,108,NA,6.6,122,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Africa - Texas Style!,1967,109,NA,5.3,36,0,4.5,14.5,14.5,14.5,24.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Ah! Afti i gynaika mou,1967,89,NA,6.8,27,4.5,0,0,4.5,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Ahortagos, O",1967,98,NA,5.4,12,0,0,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Al ponerse el sol,1967,92,NA,7.2,6,14.5,0,0,0,0,14.5,14.5,0,14.5,34.5,,0,0,1,0,0,0,0
Alexandre le bienheureux,1967,100,NA,7.5,203,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
All About People,1967,30,NA,1.9,5,24.5,24.5,0,0,0,24.5,0,0,0,44.5,,0,0,0,0,0,0,1
All Eyes On Sharon Tate,1967,11,NA,5.6,33,4.5,0,0,4.5,24.5,14.5,14.5,4.5,4.5,34.5,,0,0,0,0,0,0,1
"Ambushers, The",1967,109,NA,4.5,226,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
America the Beautiful,1967,20,NA,8.3,10,0,0,0,0,0,0,0,34.5,24.5,45.5,,0,0,0,0,1,0,1
"Amor brujo, El",1967,103,NA,6.1,13,4.5,0,4.5,0,14.5,14.5,34.5,14.5,4.5,0,,0,0,0,1,0,0,0
Amor en el aire,1967,100,NA,5.5,8,14.5,0,0,0,14.5,0,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Angae,1967,95,NA,9.1,7,0,0,0,0,0,0,0,24.5,24.5,44.5,,0,0,0,0,0,0,0
Anna Karenina,1967,145,NA,6.9,36,4.5,0,0,4.5,14.5,14.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
Arabella,1967,88,NA,4.5,16,0,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Arriva Dorellik,1967,96,NA,4.8,18,14.5,0,14.5,0,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Aru koroshiya,1967,82,NA,7.4,7,0,0,0,0,0,14.5,14.5,44.5,24.5,0,,0,0,0,0,0,0,0
Attentato ai tre grandi,1967,96,NA,4.1,25,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Aventuras de Juan Quin Quin, Las",1967,113,NA,6.3,9,0,0,0,24.5,0,24.5,24.5,0,0,34.5,,0,0,0,1,0,0,0
"Aventuriers, Les",1967,112,NA,7.3,316,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,34.5,,0,0,0,1,0,1,0
"Avventuriero, L'",1967,103,NA,4.5,27,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
Ball and Chain,1967,30,NA,7,14,0,0,0,0,4.5,0,0,24.5,34.5,34.5,,0,0,0,0,0,0,1
