title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
101byeonjae propose,1993,112,NA,5.2,20,14.5,0,4.5,4.5,44.5,4.5,4.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
1942: A Love Story,1993,157,NA,6.5,210,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,1,0,0,1,0,1,0
23:58,1993,84,NA,7,8,0,0,0,0,14.5,0,64.5,14.5,14.5,0,,0,0,0,0,0,0,0
588 rue paradis,1993,130,NA,7.9,56,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
8-A,1993,84,NA,6.9,14,0,0,4.5,0,0,24.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
Aa Okkati Adakku,1993,155,NA,8.4,5,0,0,0,0,0,0,24.5,44.5,24.5,24.5,,0,0,1,0,0,0,0
Aankhen,1993,170,NA,5.4,22,4.5,0,4.5,0,14.5,4.5,4.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
Abbronzatissimi 2 - un anno dopo,1993,105,NA,4.2,18,24.5,4.5,4.5,4.5,34.5,14.5,0,0,4.5,4.5,,0,0,0,0,0,0,0
Abgeschminkt!,1993,55,NA,6.7,291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
Abissinia,1993,87,NA,5,17,0,0,14.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Abracadabra,1993,78,NA,6.8,13,0,14.5,0,0,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Absence, L'",1993,112,NA,6.2,15,0,4.5,0,0,4.5,24.5,4.5,4.5,14.5,44.5,,0,0,0,0,0,0,0
Ad Fundum,1993,98,NA,6.1,187,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Addams Family Values,1993,94,NA,6.1,7756,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Adventures of Huck Finn, The",1993,108,6500000,5.9,1134,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Afrique, je te plumerai",1993,88,NA,6,8,0,0,0,14.5,14.5,34.5,34.5,0,0,0,,0,0,0,0,1,0,0
"Age of Innocence, The",1993,139,34000000,7.1,6049,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
Ahlam Saghira,1993,80,NA,5.2,12,4.5,0,4.5,0,4.5,4.5,24.5,24.5,0,14.5,,0,0,0,1,0,0,0
Ai zai hei she hui de ri zi,1993,93,NA,6.4,7,0,0,0,0,24.5,0,14.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Ai zhi sha,1993,87,NA,6.1,7,0,14.5,0,0,24.5,0,44.5,0,0,14.5,,0,0,0,0,0,0,0
Airborne,1993,91,2600000,5.2,1047,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Al Lewis in the Flesh,1993,21,NA,2.1,17,24.5,34.5,14.5,0,4.5,0,0,4.5,0,14.5,,0,0,0,0,1,0,1
Alex,1993,93,NA,6,72,4.5,4.5,0,0,0,4.5,34.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
Alice & Viril,1993,2,NA,4.7,25,14.5,14.5,0,0,24.5,14.5,0,4.5,0,34.5,,0,0,0,1,0,0,1
Alien Intruder,1993,120,NA,3.7,103,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Aliens,1993,13,NA,7.3,18,0,0,4.5,4.5,0,14.5,14.5,44.5,0,14.5,,0,0,0,0,0,0,1
Alive,1993,127,32000000,6.7,5786,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,1,0,0,1,0,0,0
Alive: 20 Years Later,1993,51,NA,5.4,23,4.5,0,0,0,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,0,1,0,0
American Ninja V,1993,102,NA,2.4,259,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
American Yakuza,1993,96,NA,5.2,308,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Amerikanskiy dedushka,1993,80,NA,4.8,7,14.5,14.5,14.5,0,24.5,24.5,0,0,0,0,,0,0,1,0,0,0,0
"Amies de ma femme, Les",1993,90,NA,3.3,13,14.5,4.5,4.5,14.5,0,24.5,24.5,0,0,4.5,,0,0,1,0,0,0,0
Amok,1993,90,NA,5.7,7,0,0,0,0,24.5,0,0,14.5,0,45.5,,0,0,1,1,0,0,0
Amongst Friends,1993,86,NA,5,191,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Amore!,1993,90,NA,4.4,41,14.5,0,14.5,14.5,24.5,4.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Amos & Andrew,1993,92,NA,5.2,1879,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
"Amoureuses, Les",1993,99,NA,5.5,11,0,0,0,4.5,0,44.5,14.5,4.5,0,14.5,,0,0,0,1,0,0,0
Anchoress,1993,106,NA,4.9,69,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,14.5,24.5,,0,0,0,1,0,0,0
Andelske oci,1993,90,NA,4.9,15,0,4.5,14.5,24.5,4.5,24.5,14.5,0,0,14.5,,0,0,1,0,0,0,0
Angel 4: Undercover,1993,94,NA,3.2,67,24.5,14.5,14.5,4.5,4.5,4.5,0,4.5,14.5,24.5,,1,0,0,1,0,0,0
Angel Eyes,1993,84,NA,3.3,30,24.5,4.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Angela & Viril,1993,2,NA,4.3,32,24.5,4.5,0,0,24.5,14.5,4.5,4.5,0,24.5,,0,0,0,1,0,0,1
Angelfist,1993,80,NA,3.7,73,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,,1,0,0,0,0,0,0
Angelochek sdelay radost,1993,88,NA,4,5,0,0,0,44.5,24.5,0,0,0,24.5,24.5,,0,0,0,1,0,0,0
Angely v rayu,1993,122,NA,5.2,5,24.5,0,0,24.5,24.5,0,0,44.5,0,0,,0,0,0,1,0,0,0
Angie,1993,93,NA,5.4,30,4.5,14.5,0,14.5,24.5,24.5,14.5,0,14.5,4.5,,0,0,0,0,0,0,0
"Anima divisa in due, Un'",1993,127,NA,6,42,4.5,0,0,0,4.5,14.5,24.5,34.5,14.5,0,,0,0,0,0,0,1,0
Ankuram,1993,131,NA,9,5,0,0,0,0,0,0,0,24.5,64.5,24.5,,0,0,0,1,0,0,0
Anna - annA,1993,76,NA,7.7,7,0,0,0,0,0,44.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Anna: Ot shesti do vosemnadtsati,1993,100,NA,7.6,134,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,1,0,0
Anonymous,1993,71,NA,7.5,7,14.5,0,0,0,14.5,14.5,0,0,0,45.5,,0,0,0,0,0,0,0
Another Stakeout,1993,105,NA,5.2,2332,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Anthony's Desire,1993,90,NA,3.2,37,24.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Anything for Love,1993,91,NA,5.2,285,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
Ap to Hioni,1993,90,NA,5.9,24,0,4.5,4.5,0,14.5,14.5,24.5,24.5,4.5,0,,0,0,0,1,0,0,0
Aqui na Terra,1993,105,NA,4.8,8,0,0,0,24.5,45.5,14.5,14.5,0,0,0,,0,0,0,1,0,0,0
Arctic Blue,1993,95,NA,4.8,208,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
"Ardilla roja, La",1993,114,NA,7.3,942,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Arizona Dream,1993,142,NA,7,3578,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0,0
Army of Darkness,1993,96,11000000,7.4,22118,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,1,0,1,0,0,0,0
Arriva la bufera,1993,110,NA,4,32,4.5,0,4.5,24.5,14.5,14.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
Aspen Extreme,1993,113,NA,5.1,697,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,24.5,,1,0,0,1,0,0,0
Asphalt Tango,1993,100,NA,7.7,145,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,0,0,0
At the River I Stand,1993,56,NA,8.6,7,0,0,0,0,0,0,14.5,44.5,14.5,24.5,,0,0,0,0,0,0,0
Auntie Lee's Meat Pies,1993,100,NA,3.2,51,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
Autumnal,1993,5,NA,5.9,7,24.5,0,0,0,0,14.5,0,44.5,14.5,0,,0,0,0,0,0,0,1
Ba wang bie ji,1993,171,NA,7.7,3098,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,0,1,0,1,0
Baazigar,1993,175,NA,7.1,161,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
"Baby Doll Murders, The",1993,90,NA,3.5,28,24.5,4.5,24.5,14.5,4.5,14.5,4.5,0,4.5,14.5,,0,0,0,0,0,0,0
