title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1000 Shapes of a Female,1963,79,NA,2.2,6,0,45.5,0,14.5,0,0,0,14.5,0,14.5,,0,0,1,0,0,0,0
13 Frightened Girls,1963,89,NA,5,34,4.5,4.5,4.5,4.5,4.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
30 Years of Fun,1963,85,NA,6.7,15,14.5,0,0,24.5,4.5,0,24.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
4 for Texas,1963,124,NA,5.3,399,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"50,000 B.C. (Before Clothing)",1963,75,NA,3.4,15,24.5,24.5,4.5,0,4.5,14.5,4.5,4.5,0,14.5,,0,0,1,0,0,0,0
55 Days at Peking,1963,150,17000000,6.6,700,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"80,000 Suspects",1963,113,NA,5.5,35,4.5,0,4.5,14.5,14.5,24.5,4.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
A tiro limpio,1963,86,NA,5.8,8,14.5,0,14.5,14.5,0,14.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
"Abominable homme des douanes, L'",1963,86,NA,3.8,6,0,14.5,14.5,45.5,0,0,0,0,0,14.5,,0,0,0,0,0,0,0
Act One,1963,110,NA,5.4,20,0,4.5,4.5,4.5,14.5,24.5,34.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
Acto de Primavera,1963,94,NA,5.1,17,0,14.5,4.5,14.5,0,4.5,4.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Adelfos Anna,1963,105,NA,7.8,6,0,0,0,0,0,14.5,14.5,45.5,0,14.5,,0,0,0,0,0,0,0
Agente XU 777,1963,110,NA,6.1,10,14.5,0,0,0,14.5,24.5,34.5,0,24.5,14.5,,0,0,1,0,0,0,0
"Alibi zerbricht, Ein",1963,97,NA,4.9,6,0,0,14.5,0,14.5,45.5,0,14.5,0,0,,0,0,0,0,0,0,0
All the Way Home,1963,97,NA,7.3,83,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
Alleman,1963,90,NA,8,62,0,0,0,4.5,0,4.5,14.5,34.5,24.5,14.5,,0,0,0,0,1,0,0
Allotria in Zell am See,1963,89,NA,3.7,5,24.5,0,0,44.5,24.5,0,0,0,24.5,0,,0,0,0,0,0,0,0
Als twee druppels water,1963,119,NA,7.2,125,4.5,0,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
"America, America",1963,174,NA,7.5,485,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"Animaux, Les",1963,90,NA,8,5,0,0,0,0,0,0,24.5,44.5,24.5,24.5,,0,0,0,0,1,0,0
"Ape regina, L'",1963,85,NA,6.3,41,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
Aqua Duck,1963,6,NA,7.1,20,4.5,0,0,14.5,4.5,4.5,34.5,44.5,0,4.5,,0,1,1,0,0,0,1
"Aydi el naema, El",1963,75,NA,4.9,5,0,24.5,0,0,0,24.5,0,0,24.5,44.5,,0,0,0,0,0,0,0
Az prijde kocour,1963,91,NA,7.9,56,4.5,0,0,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
"Baie des anges, La",1963,79,NA,7.7,158,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
"Balcony, The",1963,84,NA,5.9,83,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Bandida, La",1963,110,NA,8.1,9,0,0,0,0,0,24.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,1,0
Bandini,1963,157,NA,7.6,40,0,4.5,0,0,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,1,0,1,0
Banty Raids,1963,6,NA,6.5,27,0,0,0,14.5,14.5,24.5,14.5,34.5,0,4.5,,0,1,1,0,0,0,1
Barnvagnen,1963,95,NA,6.5,51,4.5,4.5,0,0,4.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
"Basilischi, I",1963,85,NA,6.8,17,0,0,4.5,4.5,0,4.5,24.5,24.5,0,24.5,,0,0,0,1,0,0,0
Beach Party,1963,101,350000,5.3,226,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
"Beatles Come to Town, The",1963,8,NA,8.9,12,0,0,0,0,0,0,0,44.5,34.5,24.5,,0,0,0,0,1,0,1
Begegnung mit Fritz Lang,1963,14,NA,5.5,13,4.5,0,14.5,14.5,4.5,34.5,24.5,0,0,0,,0,0,0,0,0,0,1
"Bell, Bare and Beautiful",1963,64,NA,1,20,64.5,0,4.5,4.5,0,0,0,4.5,0,24.5,,0,0,1,0,0,0,0
Beschreibung eines Sommers,1963,80,NA,7,6,0,0,0,0,0,34.5,34.5,34.5,0,0,,0,0,0,1,0,1,0
Best of Cinerama,1963,142,NA,8.1,7,0,0,0,0,0,0,0,44.5,0,45.5,,0,0,0,0,1,0,0
Beta Som,1963,99,NA,6.3,5,0,0,0,0,44.5,0,44.5,0,0,24.5,,0,0,0,1,0,0,0
Billy Liar,1963,98,NA,7.5,580,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
"Birds, The",1963,119,2500000,7.8,20072,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
