title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'49-'17,1917,61,NA,6,51,4.5,0,4.5,4.5,4.5,44.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
All Aboard,1917,9,NA,6.3,7,0,0,0,14.5,14.5,44.5,0,0,0,24.5,,0,0,1,0,0,0,1
Bucking Broadway,1917,53,NA,4.9,38,14.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Butcher Boy, The",1917,30,NA,6.8,102,4.5,4.5,4.5,4.5,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
Cleopatra,1917,125,500000,9.3,25,4.5,0,0,4.5,0,0,0,4.5,4.5,74.5,,0,0,0,1,0,0,0
Coney Island,1917,24,NA,6.9,67,0,0,0,4.5,4.5,24.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
"Cure, The",1917,31,NA,7.5,286,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Easy Street,1917,19,NA,8,368,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,1
"Fauno, Il",1917,60,NA,7,5,0,0,0,0,0,24.5,0,84.5,0,0,,0,0,0,0,0,0,0
"Girl's Folly, A",1917,30,NA,7.1,21,0,0,0,4.5,4.5,14.5,14.5,34.5,4.5,4.5,,0,0,1,0,0,0,1
Great Expectations,1917,50,NA,5.2,8,24.5,0,0,0,14.5,14.5,14.5,0,0,34.5,,0,0,0,1,0,0,0
"Heart of Texas Ryan, The",1917,56,NA,5.9,6,0,0,45.5,14.5,0,0,14.5,14.5,0,0,,0,0,0,0,0,0,0
Hilde Warren und der Tod,1917,80,NA,8.3,6,0,0,0,45.5,0,0,0,14.5,14.5,14.5,,0,0,0,0,0,0,0
"Hobo, The",1917,15,NA,5,5,0,0,0,0,100,0,0,0,0,0,,0,0,1,0,0,0,1
"Immigrant, The",1917,30,NA,7.9,522,4.5,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,1,0,0,0,1
Joan the Woman,1917,138,302976,7.2,56,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Little American, The",1917,80,166949,7.1,20,0,0,4.5,0,14.5,24.5,34.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
"Little Princess, The",1917,62,NA,7,17,4.5,0,0,14.5,0,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Malombra,1917,75,NA,7.3,14,0,0,4.5,4.5,0,24.5,4.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
Mater dolorosa,1917,80,NA,6.7,6,0,0,34.5,0,0,14.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
"Narrow Trail, The",1917,68,NA,9.3,10,0,0,0,0,0,14.5,0,24.5,44.5,34.5,,0,0,0,0,0,0,0
Nuts in May,1917,30,NA,5.7,6,0,0,14.5,0,34.5,0,0,0,34.5,14.5,,0,0,1,0,0,0,1
Oh Doctor!,1917,23,NA,6.3,52,0,4.5,4.5,4.5,24.5,34.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Poor Little Rich Girl, The",1917,65,NA,6.9,36,0,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
"Pride of the Clan, The",1917,84,NA,7,7,0,0,0,14.5,0,0,45.5,24.5,0,0,,0,0,0,1,0,1,0
Rebecca of Sunnybrook Farm,1917,78,NA,7.7,18,0,0,0,0,4.5,4.5,0,34.5,14.5,34.5,,0,0,1,1,0,0,0
"Reckless Romeo, A",1917,23,NA,6.3,24,0,0,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,,0,0,1,0,0,0,1
"Rough House, The",1917,22,NA,6.7,48,0,0,4.5,0,14.5,34.5,34.5,14.5,4.5,0,,0,0,1,0,0,0,1
"Scarlet Car, The",1917,50,NA,4.4,6,0,0,0,34.5,34.5,0,34.5,0,0,0,,0,0,0,1,0,0,0
"Secret Game, The",1917,67,NA,6.4,12,0,0,0,4.5,0,45.5,4.5,34.5,0,0,,0,0,0,1,0,0,0
Straight Shooting,1917,57,NA,5.2,59,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Tale of Two Cities, A",1917,70,NA,5.4,9,14.5,0,0,24.5,14.5,14.5,24.5,0,0,24.5,,0,0,0,1,0,0,0
Teddy at the Throttle,1917,18,NA,7.5,19,0,0,0,0,14.5,14.5,24.5,14.5,4.5,24.5,,0,0,1,0,0,0,1
Terje Vigen,1917,56,NA,7.6,40,0,0,0,0,0,4.5,4.5,24.5,14.5,44.5,,0,0,0,1,0,0,0
Tom Sawyer,1917,44,NA,6,28,4.5,0,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,1,1,0,0,1
Wild and Woolly,1917,47,NA,7.4,10,0,0,0,0,0,24.5,14.5,24.5,34.5,24.5,,0,0,1,0,0,1,0
"Wrong Mr. Fox, The",1917,13,NA,6.6,12,0,0,4.5,0,0,44.5,45.5,0,0,0,,0,0,1,0,0,0,1
