title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'Manos' the Hands of Fate,1966,74,19000,1.6,7996,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
07 con el 2 delante (Agente: Jaime Bonet),1966,101,NA,1.8,13,64.5,0,4.5,4.5,0,0,14.5,4.5,0,0,,0,0,1,0,0,0,0
10:30 P.M. Summer,1966,85,NA,6.2,42,4.5,0,0,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
2 bileta na dnevnoy seans,1966,90,NA,8.2,5,0,0,0,0,0,0,44.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
7 Women,1966,87,NA,6.2,225,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
A-Haunting We Will Go,1966,6,NA,6,29,4.5,0,4.5,0,4.5,34.5,24.5,14.5,14.5,4.5,,0,1,1,0,0,0,1
"A-Tom-inable Snowman, The",1966,6,NA,5,26,4.5,14.5,4.5,14.5,14.5,4.5,14.5,4.5,0,14.5,,0,1,1,0,0,0,1
A.D.3 operazione squalo bianco,1966,82,NA,1.2,5,64.5,0,24.5,0,0,0,0,24.5,0,0,,1,0,0,0,0,0,0
Abschied von gestern - (Anita G.),1966,88,NA,7.8,46,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
Adamsson i Sverige,1966,79,NA,4.5,6,14.5,0,34.5,0,0,45.5,0,0,0,0,,0,0,1,0,0,0,0
Adulterio all'italiana,1966,95,NA,5.6,12,0,0,0,4.5,14.5,24.5,4.5,14.5,0,24.5,,0,0,1,0,0,0,0
Africa addio,1966,83,NA,6.3,98,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,1,0,0
Agent for H.A.R.M.,1966,84,NA,2.4,279,44.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Agente 3S3, massacro al sole",1966,106,NA,4.6,9,0,0,14.5,14.5,24.5,14.5,14.5,24.5,0,14.5,,0,0,0,0,0,0,0
Agente Logan - missione Ypotron,1966,92,NA,4.8,5,44.5,0,0,0,0,0,44.5,24.5,0,0,,0,0,0,0,0,0,0
"Agony of Love, The",1966,83,NA,3.4,12,14.5,0,4.5,4.5,24.5,0,34.5,4.5,0,0,,0,0,0,1,0,0,0
Ah! Kai na'moun adras,1966,88,NA,6.9,5,0,0,0,0,64.5,0,24.5,24.5,0,0,,0,0,1,0,0,0,0
Akai tenshi,1966,95,NA,9.1,23,0,0,0,0,0,14.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
Alfie,1966,114,800000,7.1,1644,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,0,0
Alfons Zitterbacke,1966,68,NA,6.7,6,0,0,0,14.5,0,14.5,14.5,34.5,14.5,0,,0,0,1,0,0,0,0
All My Life,1966,3,NA,6.8,20,4.5,0,0,0,14.5,0,14.5,14.5,24.5,44.5,,0,0,0,0,0,0,1
"Alley Cats, The",1966,83,NA,4.9,29,4.5,4.5,4.5,24.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Alvarez Kelly,1966,116,NA,6.2,234,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Ambush Bay,1966,109,NA,5.1,72,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,0
"American Dream, An",1966,103,NA,5.3,36,4.5,14.5,4.5,14.5,14.5,4.5,4.5,24.5,4.5,0,,0,0,0,1,0,0,0
And Now Miguel,1966,95,NA,6.2,26,4.5,4.5,0,0,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Angel,1966,7,NA,7.3,7,0,0,0,14.5,0,24.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,1
"Angelo per Satana, Un",1966,90,NA,6.5,16,0,0,0,0,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,0,0,0,0
"Another Day, Another Man",1966,70,NA,4,45,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
"Anthropos gia oles tis douleies, O",1966,118,NA,5.9,7,0,14.5,0,14.5,14.5,14.5,0,24.5,14.5,0,,0,0,1,0,0,0,0
Anupama,1966,148,NA,8.2,15,0,0,0,0,0,0,4.5,4.5,44.5,44.5,,0,0,0,1,0,0,0
Any Wednesday,1966,109,NA,5.6,146,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Apa,1966,95,NA,6.7,54,4.5,0,4.5,0,4.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Apache Uprising,1966,90,NA,4.9,46,4.5,4.5,4.5,24.5,34.5,14.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
Ape Suzette,1966,6,NA,5.9,10,0,0,0,14.5,24.5,24.5,14.5,44.5,0,0,,0,1,0,0,0,0,1
"Appaloosa, The",1966,98,NA,5.9,221,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Arabesque,1966,105,NA,6.6,718,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Arcidiavolo, L'",1966,97,NA,5.7,21,0,0,0,4.5,14.5,14.5,14.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
Arizona Colt,1966,118,NA,4.9,18,0,0,4.5,4.5,14.5,24.5,34.5,0,0,14.5,,0,0,0,0,0,0,0
"Armata Brancaleone, L'",1966,120,NA,8.3,390,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,44.5,,0,0,1,0,0,0,0
Around the World Under the Sea,1966,110,NA,5.1,95,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Aroused,1966,78,NA,5.5,9,0,14.5,0,0,34.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Assault on a Queen,1966,106,NA,5.4,129,4.5,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Astroduck, The",1966,6,NA,6,33,0,0,4.5,14.5,14.5,34.5,24.5,14.5,0,4.5,,0,1,1,0,0,0,1
Au hasard Balthazar,1966,95,NA,8.4,504,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
Avec la peau des autres,1966,90,NA,6.7,14,0,0,0,14.5,4.5,4.5,24.5,45.5,0,0,,0,0,0,0,0,0,0
Aybolit-66,1966,99,NA,7.6,41,0,0,0,4.5,4.5,14.5,24.5,4.5,24.5,24.5,,0,0,1,0,0,0,0
Ballad in Blue,1966,89,NA,3.5,10,14.5,24.5,24.5,14.5,14.5,24.5,0,0,0,14.5,,0,0,0,1,0,0,0
Baraka sur X 13,1966,97,NA,7.7,6,0,0,0,14.5,0,14.5,14.5,14.5,0,34.5,,0,0,0,0,0,0,0
Bariera,1966,110,NA,6.1,23,0,4.5,0,4.5,0,14.5,24.5,4.5,4.5,44.5,,0,0,1,1,0,0,0
"Battaglia dei mods, La",1966,97,NA,5.7,7,14.5,14.5,0,14.5,0,0,24.5,0,0,24.5,,0,0,1,1,0,0,0
"Beatles at Shea Stadium, The",1966,48,NA,8.7,90,4.5,4.5,4.5,4.5,0,4.5,4.5,14.5,24.5,45.5,,0,0,0,0,0,0,0
Beau Geste,1966,103,NA,5.6,109,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
Beregis avtomobilya,1966,94,NA,9,241,4.5,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,64.5,,0,0,1,0,0,1,0
"Bible, The",1966,174,18000000,5.2,411,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"Big Hand for the Little Lady, A",1966,95,NA,7,559,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
"Big T.N.T. Show, The",1966,93,NA,7.7,51,4.5,4.5,4.5,4.5,0,4.5,14.5,24.5,4.5,34.5,,0,0,0,0,1,0,0
Billy the Kid versus Dracula,1966,73,NA,2.7,231,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Birds Do It,1966,88,NA,4.4,19,14.5,4.5,14.5,14.5,34.5,0,4.5,4.5,0,14.5,,0,0,1,0,0,0,0
"Black Cat, The",1966,73,NA,5.3,40,4.5,4.5,4.5,14.5,4.5,14.5,24.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Black Klansman, The",1966,88,NA,3.5,20,34.5,14.5,4.5,4.5,14.5,0,0,4.5,4.5,34.5,,0,0,0,1,0,0,0
Blood Bath,1966,80,NA,3.2,64,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Blowup,1966,111,1800000,7.4,4194,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Blue Max, The",1966,153,NA,6.6,778,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0,0
Born Free,1966,95,NA,6.9,763,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,0,0
Borom sarret,1966,20,NA,7.6,20,0,0,0,4.5,4.5,4.5,24.5,24.5,24.5,14.5,,0,0,0,0,0,0,1
"Bourse et la vie, La",1966,90,NA,4.7,27,4.5,4.5,4.5,14.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Boy Cried Murder, The",1966,86,NA,5.4,11,0,0,4.5,4.5,0,14.5,34.5,4.5,0,14.5,,0,0,0,1,0,0,0
"Boy, Did I Get a Wrong Number!",1966,99,NA,4.3,141,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"Brides of Fu Manchu, The",1966,94,NA,5,124,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Brigade antigangs,1966,88,NA,5.6,6,0,0,0,34.5,14.5,45.5,0,0,0,0,,0,0,0,0,0,0,0
Brigitte et Brigitte,1966,75,NA,7.1,7,0,14.5,14.5,0,0,24.5,0,14.5,0,24.5,,0,0,1,0,0,0,0
Broder Gabrielsen,1966,97,NA,5.4,15,0,0,4.5,4.5,34.5,14.5,14.5,24.5,0,0,,0,0,0,1,0,0,0
"Bubble, The",1966,94,NA,4.4,40,14.5,4.5,4.5,24.5,4.5,14.5,14.5,4.5,0,14.5,,0,0,0,0,0,0,0
"Bucklige von Soho, Der",1966,89,NA,5.5,31,0,0,4.5,14.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,0,0,0,0,0
