title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...und die Liebe lacht dazu,1957,97,NA,6.8,5,0,0,0,24.5,0,0,44.5,44.5,0,0,,0,0,0,0,0,0,0
12 Angry Men,1957,96,340000,8.7,29278,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
20 Million Miles to Earth,1957,82,NA,6.2,523,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"27th Day, The",1957,75,NA,5.9,84,0,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
3:10 to Yuma,1957,92,NA,7.7,526,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,0,0,0,0
5 Steps to Danger,1957,81,NA,5.6,24,0,0,0,4.5,14.5,44.5,14.5,14.5,0,4.5,,0,0,0,1,0,0,0
"Abductors, The",1957,80,NA,3.9,8,14.5,14.5,14.5,14.5,24.5,0,0,0,0,24.5,,0,0,0,0,0,0,0
"Abominable Snowman, The",1957,85,NA,6,351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Absolutamente Certo,1957,95,NA,6.1,13,0,0,0,4.5,14.5,4.5,44.5,24.5,0,0,,0,0,1,0,0,0,0
Account Rendered,1957,59,NA,5.1,15,0,14.5,4.5,4.5,24.5,4.5,44.5,0,0,0,,0,0,0,0,0,0,0
Across the Bridge,1957,103,NA,6.9,68,0,0,4.5,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Action of the Tiger,1957,93,NA,4.9,65,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
Adebar,1957,2,NA,7.8,5,0,0,0,0,24.5,24.5,0,24.5,0,44.5,,0,0,0,0,0,0,1
"Admirable Crichton, The",1957,94,NA,6.3,144,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Affair in Havana,1957,77,NA,5.2,18,0,0,4.5,14.5,34.5,24.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
Affair in Reno,1957,75,NA,5.8,6,0,0,0,0,14.5,45.5,14.5,0,0,14.5,,0,0,0,0,0,0,0
"Affair to Remember, An",1957,119,NA,7.2,3373,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
Ali Baba Bunny,1957,7,NA,7.9,175,4.5,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,1,1,0,0,0,1
All Mine to Give,1957,103,NA,6.1,150,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
"Amaxaki, To",1957,106,NA,8.6,8,0,0,0,14.5,0,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
