title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
3 Bad Men,1926,122,NA,5.6,64,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
"Abenteuer des Prinzen Achmed, Die",1926,66,NA,8.4,169,4.5,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,1,0,0,0,1,0
Alice the Fire Fighter,1926,9,NA,6.2,5,0,0,0,0,24.5,24.5,64.5,0,0,0,,0,1,0,0,0,0,1
Alice's Balloon Race,1926,8,NA,5,5,0,0,0,24.5,44.5,0,0,44.5,0,0,,0,1,1,0,0,0,1
Along Came Auntie,1926,23,NA,5.4,15,0,4.5,0,24.5,24.5,14.5,24.5,14.5,0,0,,0,0,1,0,0,0,1
Bardelys the Magnificent,1926,90,NA,5.1,11,4.5,4.5,0,4.5,4.5,14.5,34.5,0,0,4.5,,0,0,0,1,0,1,0
"Bat, The",1926,86,NA,6.7,64,4.5,0,0,0,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
Battling Butler,1926,71,NA,7.3,230,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,0,0,0,0
Beau Geste,1926,101,NA,8.9,43,0,0,4.5,0,4.5,4.5,4.5,14.5,24.5,44.5,,1,0,0,1,0,0,0
"Bells, The",1926,92,NA,6.9,42,4.5,0,0,4.5,14.5,24.5,24.5,14.5,14.5,0,,0,0,0,1,0,0,0
"Better 'Ole, The",1926,95,NA,6.1,33,0,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
Between the Acts at the Opera,1926,12,NA,4.8,6,0,14.5,0,0,45.5,0,14.5,14.5,0,0,,0,0,1,0,0,0,1
"Black Pirate, The",1926,94,NA,7.5,187,0,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,,1,0,0,0,0,0,0
"Blackbird, The",1926,77,NA,7.4,52,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
"Blue Eagle, The",1926,58,NA,4.8,32,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Boheme, La",1926,95,NA,6.8,60,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"Boob, The",1926,61,NA,5.7,67,0,4.5,4.5,14.5,14.5,14.5,24.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
Bromo and Juliet,1926,24,NA,6.2,21,0,0,4.5,0,14.5,34.5,14.5,14.5,4.5,0,,0,0,1,0,0,0,1
Brown of Harvard,1926,85,NA,9,19,14.5,0,4.5,0,0,4.5,14.5,14.5,4.5,45.5,,0,0,0,1,0,1,0
Buy an Electric Refrigerator,1926,1,NA,4,16,0,14.5,14.5,14.5,4.5,34.5,0,14.5,0,0,,0,0,0,0,0,0,1
Carmen,1926,165,NA,6.7,12,4.5,0,0,4.5,14.5,0,14.5,4.5,4.5,34.5,,0,0,0,1,0,0,0
Circus Today,1926,20,NA,5.7,8,0,0,0,14.5,45.5,14.5,14.5,0,14.5,0,,0,0,1,0,0,0,1
"Clinging Vine, The",1926,71,NA,7,30,4.5,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
Crazy Like a Fox,1926,25,NA,6.4,32,4.5,0,14.5,0,4.5,4.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,1
"Cruise of the Jasper B, The",1926,60,NA,8.3,5,0,0,0,0,0,0,44.5,44.5,0,24.5,,0,0,1,0,0,1,0
Dancing Mothers,1926,66,NA,7.3,26,0,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Danger Ahead,1926,20,NA,6.6,8,0,0,0,24.5,14.5,24.5,14.5,24.5,0,0,,0,0,1,0,0,0,1
Dog Shy,1926,21,NA,8.7,11,0,0,0,0,4.5,0,0,44.5,44.5,0,,0,0,1,0,0,0,1
Don Juan,1926,112,NA,7.2,78,0,0,0,0,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
"Duchess of Buffalo, The",1926,70,NA,8.5,9,0,0,14.5,0,0,0,14.5,14.5,34.5,34.5,,0,0,1,0,0,1,0
Egged On,1926,24,NA,8.8,17,0,0,0,0,4.5,0,24.5,24.5,24.5,14.5,,0,0,1,0,0,0,1
Emak-Bakia,1926,18,NA,7.1,57,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,1
Fatal Footsteps,1926,25,NA,7.6,5,0,0,0,0,24.5,24.5,24.5,24.5,24.5,0,,0,0,1,0,0,0,1
Faust,1926,116,NA,8.4,731,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
Feu Mathias Pascal,1926,170,NA,6.6,16,0,4.5,0,0,0,14.5,24.5,4.5,14.5,34.5,,0,0,0,0,0,0,0
Fiaker Nr. 13,1926,95,NA,6.5,5,0,0,0,0,84.5,0,0,0,24.5,0,,0,0,0,1,0,0,0
Filmstudie,1926,7,NA,8.1,12,0,0,0,14.5,14.5,0,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,1
"Fire Brigade, The",1926,90,249556,7.8,5,0,0,0,0,24.5,0,0,44.5,44.5,0,,0,0,0,1,0,0,0
Flesh and the Devil,1926,113,373000,7.5,232,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
For Heaven's Sake,1926,58,NA,7.9,117,4.5,0,4.5,0,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,1,0,0,1,0
Forty-five Minutes from Hollywood,1926,14,NA,4.8,25,4.5,0,24.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
Geheimnisse einer Seele,1926,97,NA,7.4,25,0,0,4.5,4.5,0,14.5,24.5,24.5,34.5,4.5,,0,0,0,0,0,0,0
Glomdalsbruden,1926,74,NA,5.8,11,4.5,0,4.5,4.5,4.5,4.5,14.5,24.5,4.5,0,,0,0,0,1,0,1,0
"Great K & A Train Robbery, The",1926,53,NA,5,43,14.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,4.5,4.5,,1,0,0,0,0,0,0
Hands Up!,1926,60,NA,8.9,24,0,0,0,0,4.5,4.5,4.5,14.5,34.5,24.5,,0,0,1,0,0,0,0
He Done His Best,1926,20,NA,7.3,6,0,0,0,0,0,14.5,14.5,45.5,14.5,0,,0,0,1,0,0,0,1
"Heilige Berg, Der",1926,106,NA,4.9,41,14.5,0,4.5,0,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Irish Destiny,1926,73,NA,1,9,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
It's the Old Army Game,1926,70,NA,7.7,19,0,0,0,0,0,24.5,24.5,14.5,24.5,14.5,,0,0,1,0,0,0,0
Katka-bumazhny ranyet,1926,75,NA,8.4,6,0,0,0,0,0,0,14.5,14.5,45.5,14.5,,0,0,0,0,0,0,0
Kiki,1926,108,NA,2.9,5,0,24.5,0,0,0,44.5,24.5,0,24.5,0,,0,0,1,0,0,0,0
Kurutta Ippeji,1926,60,NA,7.9,86,0,4.5,4.5,4.5,4.5,0,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
"Little Irish Girl, The",1926,67,NA,1.1,7,84.5,14.5,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
Love 'Em and Leave 'Em,1926,62,NA,6.9,17,4.5,0,0,14.5,0,4.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
Mantrap,1926,66,NA,7.7,42,0,0,0,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
Mare Nostrum,1926,102,NA,7.3,54,4.5,0,0,0,4.5,14.5,24.5,14.5,24.5,14.5,,0,0,0,0,0,0,0
Mat,1926,89,NA,7.8,175,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Mekhanikha golovnovo mozga,1926,60,NA,5,5,0,0,0,24.5,24.5,24.5,24.5,0,24.5,0,,0,0,0,0,0,0,0
Michel Strogoff,1926,168,NA,8,10,0,0,0,0,0,14.5,14.5,44.5,24.5,24.5,,0,0,0,0,0,0,0
Midnight Faces,1926,55,NA,4.6,8,0,24.5,0,14.5,0,64.5,0,0,0,0,,0,0,0,0,0,0,0
Mighty Like a Moose,1926,23,NA,7.1,62,4.5,0,4.5,0,0,4.5,4.5,24.5,14.5,24.5,,0,0,1,0,0,1,1
