title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
2 A.M. in the Subway,1905,1,NA,5.2,13,0,0,14.5,14.5,24.5,34.5,4.5,0,4.5,0,,0,0,1,0,0,0,1
Au bagne,1905,8,NA,4.8,7,14.5,0,0,0,24.5,14.5,14.5,0,24.5,0,,0,0,0,1,0,0,1
"Diable noir, Le",1905,4,NA,6.9,62,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,1
Esmeralda,1905,10,NA,4.9,11,14.5,0,0,4.5,4.5,0,4.5,0,4.5,44.5,,0,0,0,1,0,0,1
How Jones Lost His Roll,1905,7,NA,5,7,24.5,0,0,0,24.5,0,14.5,14.5,0,14.5,,0,0,1,0,0,0,1
"Kleptomaniac, The",1905,8,NA,5.2,17,14.5,4.5,0,4.5,14.5,34.5,14.5,4.5,0,0,,0,0,0,1,0,0,1
"Little Train Robbery, The",1905,12,NA,5.2,12,4.5,4.5,0,0,24.5,34.5,4.5,4.5,0,4.5,,0,0,1,0,0,0,1
New York Subway,1905,5,NA,5.2,31,4.5,4.5,0,14.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,1,0,1
"Other Side of the Hedge, The",1905,2,NA,3.9,25,0,14.5,24.5,24.5,24.5,4.5,0,4.5,0,4.5,,0,0,1,0,0,0,1
"Palais des mille et une nuits, Le",1905,14,NA,6.9,13,4.5,0,0,4.5,4.5,24.5,4.5,4.5,34.5,4.5,,0,0,0,0,0,0,1
Rescued by Rover,1905,7,NA,6.8,90,4.5,0,4.5,4.5,4.5,24.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,1
"Society Raffles, The",1905,1,NA,4,8,0,0,14.5,45.5,14.5,24.5,0,0,0,0,,0,0,0,0,0,0,1
"St. Patrick's Day Parade, Lowell, Mass.",1905,3,NA,3.2,8,24.5,14.5,14.5,14.5,34.5,0,0,0,0,0,,0,0,0,0,0,0,1
"Tom, Tom, the Piper's Son",1905,8,NA,3.1,9,14.5,0,44.5,24.5,14.5,14.5,0,0,0,0,,0,0,1,0,0,0,1
"Trip Down Market Street Before the Fire, A",1905,13,NA,3.9,8,14.5,0,0,24.5,24.5,0,14.5,24.5,0,0,,0,0,0,0,1,0,1
"Tripot clandestin, Le",1905,3,NA,6.4,58,4.5,4.5,0,4.5,24.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
Wrestling at the New York Athletic Club,1905,4,NA,5.2,7,0,0,14.5,0,24.5,24.5,0,24.5,0,0,,0,0,0,0,0,0,1
