title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Alibi,1929,90,NA,6,34,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,0,0,0,0,0
Angora Love,1929,21,NA,6.5,47,4.5,0,4.5,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
Applause,1929,80,NA,7.7,94,0,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Ask Dad,1929,20,NA,5.3,10,0,14.5,34.5,24.5,14.5,14.5,24.5,0,0,0,,0,0,1,0,0,0,1
Asphalt,1929,94,NA,7.1,68,0,0,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,,0,0,0,1,0,0,0
Atlantic,1929,87,NA,5.2,20,14.5,14.5,4.5,24.5,0,24.5,14.5,0,4.5,4.5,,0,0,0,1,0,0,0
Autour de l'argent,1929,40,NA,7.7,6,0,0,0,0,0,14.5,14.5,14.5,45.5,0,,0,0,0,0,1,0,1
Baby Rose Marie the Child Wonder,1929,8,NA,7.4,14,0,0,0,0,0,14.5,0,44.5,14.5,24.5,,0,0,0,0,0,0,1
Bacon Grabbers,1929,20,NA,7.1,41,0,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
"Barn Dance, The",1929,7,5121,5.9,22,0,0,0,4.5,24.5,24.5,4.5,14.5,4.5,14.5,,0,1,1,0,0,0,1
"Barnyard Battle, The",1929,7,NA,6.4,15,0,0,0,14.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
Behind That Curtain,1929,91,NA,5.1,40,4.5,4.5,4.5,34.5,14.5,14.5,14.5,14.5,0,4.5,,0,0,0,0,0,0,0
Berth Marks,1929,20,NA,7.2,75,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
Big Business,1929,19,NA,8.5,312,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,1,0,0,0,1
Big News,1929,75,NA,5.2,14,4.5,4.5,0,4.5,24.5,4.5,14.5,24.5,0,14.5,,0,0,1,0,0,0,0
"Big Revue, The",1929,8,NA,7.4,12,0,0,0,0,14.5,4.5,0,0,14.5,45.5,,0,0,0,0,0,0,1
"Black Watch, The",1929,93,NA,8.3,19,4.5,0,4.5,4.5,0,14.5,14.5,14.5,34.5,14.5,,0,0,0,1,0,0,0
Black and Tan,1929,19,NA,6,41,4.5,0,0,4.5,14.5,14.5,14.5,4.5,4.5,24.5,,0,0,0,1,0,0,1
Blackmail,1929,84,NA,7,865,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Blossom Seeley and Bennie Fields,1929,10,NA,6.3,14,0,0,4.5,0,4.5,14.5,14.5,4.5,4.5,44.5,,0,0,0,0,1,0,1
Boxing Gloves,1929,17,NA,7.3,24,0,4.5,4.5,4.5,0,4.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
Broadway Babies,1929,86,NA,6.9,14,0,0,0,0,24.5,44.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Broadway Melody, The",1929,101,379000,6,378,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Bulldog Drummond,1929,90,550000,6.6,91,4.5,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Canary Murder Case, The",1929,82,NA,6.5,39,0,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Capitaine Fracasse, Le",1929,92,NA,6.7,23,0,0,4.5,0,4.5,14.5,34.5,24.5,14.5,0,,0,0,0,1,0,0,0
Charming Sinners,1929,85,NA,5.4,5,0,0,0,24.5,24.5,24.5,44.5,0,0,0,,0,0,0,1,0,0,0
Chelovek s kinoapparatom,1929,68,NA,7.9,1199,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,0,1,0,0
Chemi bebia,1929,65,NA,8.7,6,0,0,0,0,0,0,0,64.5,0,34.5,,0,0,1,0,0,0,0
Chinatown Nights,1929,83,NA,5,9,0,14.5,0,0,44.5,0,0,24.5,0,24.5,,0,0,0,0,0,0,0
"Cock-Eyed World, The",1929,118,661315,5.9,11,0,0,0,14.5,34.5,0,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Cocoanuts, The",1929,96,500000,6.8,834,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
Condemned,1929,86,600000,5.7,38,0,4.5,0,14.5,4.5,24.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Copy,1929,21,NA,5.1,9,0,0,0,14.5,44.5,0,24.5,14.5,0,14.5,,0,0,0,1,0,0,1
Coquette,1929,76,489106,4.9,90,4.5,4.5,14.5,14.5,14.5,4.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Dangerous Curves,1929,75,NA,7.6,14,0,0,0,0,4.5,24.5,14.5,34.5,0,14.5,,0,0,1,0,0,0,0
Dangerous Females,1929,21,NA,6.7,16,0,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Dans la nuit,1929,75,NA,7.3,27,0,0,0,4.5,14.5,14.5,14.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
Desert Nights,1929,62,NA,7.2,11,14.5,0,0,4.5,0,24.5,4.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
"Desert Song, The",1929,123,NA,5.4,11,0,0,0,14.5,0,0,34.5,24.5,0,14.5,,0,0,0,0,0,0,0
Devil-May-Care,1929,97,NA,8.3,9,0,0,0,0,0,14.5,24.5,0,24.5,44.5,,0,0,0,0,0,1,0
Disraeli,1929,87,NA,6.9,137,4.5,4.5,0,4.5,14.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
"Divine Lady, The",1929,99,NA,6.6,32,0,0,4.5,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Double Whoopee,1929,20,NA,7.4,60,4.5,0,0,0,14.5,4.5,24.5,34.5,14.5,4.5,,0,0,1,0,0,0,1
Drifters,1929,49,NA,7.6,21,0,4.5,0,0,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,0,0,1,0,0
Dynamite,1929,126,NA,6.6,71,0,0,0,14.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Erotikon,1929,85,NA,7.2,26,0,0,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Evangeline,1929,87,NA,8,28,0,0,0,4.5,0,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
Finding His Voice,1929,11,NA,6.2,8,0,0,0,0,14.5,34.5,14.5,24.5,14.5,0,,0,1,0,0,1,0,1
