title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Above Suspicion,1943,90,NA,6.6,224,4.5,0,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Action in the North Atlantic,1943,126,NA,6.8,362,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
Adventure in Iraq,1943,65,NA,4.6,14,0,4.5,24.5,24.5,4.5,14.5,0,0,0,24.5,,0,0,0,0,0,0,0
Adventures of Smilin' Jack,1943,265,NA,8.2,18,0,14.5,0,0,0,14.5,4.5,34.5,4.5,24.5,,1,0,0,0,0,0,0
"Adventures of a Rookie, The",1943,64,NA,5.4,12,0,4.5,4.5,34.5,14.5,4.5,24.5,0,0,0,,0,0,1,0,0,0,0
Adventures of the Flying Cadets,1943,265,NA,6.3,9,0,0,14.5,0,0,34.5,34.5,14.5,0,14.5,,0,0,0,0,0,0,0
Aerial Gunner,1943,78,NA,5.9,21,4.5,4.5,0,4.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
After Midnight with Boston Blackie,1943,64,NA,6.9,16,0,0,0,4.5,14.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Air Force,1943,124,NA,7.2,291,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,,1,0,0,1,0,0,0
Air Raid Wardens,1943,67,NA,5.4,93,4.5,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Aktrisa,1943,76,NA,8.1,5,0,0,0,0,0,0,24.5,44.5,44.5,0,,0,0,1,0,0,1,0
"Amazing Mrs. Holliday, The",1943,96,NA,6.1,29,4.5,0,4.5,0,14.5,34.5,4.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
Anna Lans,1943,120,NA,7.9,5,0,0,0,24.5,0,24.5,44.5,0,0,24.5,,0,0,0,1,0,0,0
"Ape Man, The",1943,64,NA,4.1,129,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Appointment in Berlin,1943,77,NA,6.6,16,0,0,0,14.5,4.5,24.5,45.5,0,0,0,,0,0,0,1,0,0,0
"Aristo-Cat, The",1943,7,NA,7,34,0,0,0,4.5,14.5,14.5,34.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
Around the World,1943,80,NA,5.3,24,0,4.5,0,4.5,24.5,4.5,14.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
Assignment in Brittany,1943,96,NA,6.1,14,0,0,0,0,14.5,24.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Au bonheur des dames,1943,88,NA,6.3,19,0,0,0,4.5,24.5,14.5,34.5,24.5,0,0,,0,0,0,0,0,0,0
"Autobiography of a 'Jeep', The",1943,9,NA,5.9,25,0,0,0,4.5,34.5,24.5,24.5,4.5,0,4.5,,0,0,0,0,0,0,1
"Avenging Rider, The",1943,55,NA,6,13,0,0,14.5,0,14.5,14.5,14.5,0,4.5,34.5,,0,0,0,0,0,0,0
Baby Puss,1943,8,NA,6.8,42,0,0,0,14.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
Back From the Front,1943,19,NA,7.5,56,0,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,1
Background to Danger,1943,80,NA,6.7,106,0,0,0,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
"Bad auf der Tenne, Das",1943,88,NA,6,5,0,0,0,24.5,24.5,44.5,0,0,24.5,0,,0,0,0,0,0,0,0
Bar 20,1943,54,NA,6.5,37,4.5,0,0,4.5,14.5,24.5,14.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
Bataan,1943,113,NA,7,339,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
"Batman, The",1943,260,NA,6.4,84,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,24.5,,1,0,0,0,0,0,0
"Battle of Britain, The",1943,54,NA,8.6,81,0,4.5,0,0,4.5,4.5,14.5,34.5,24.5,24.5,,0,0,0,0,1,0,0
"Battle of Russia, The",1943,83,NA,8.1,75,0,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,0,0,1,0,0
Behind the Rising Sun,1943,88,NA,5.2,35,14.5,4.5,4.5,14.5,4.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"Bells Go Down, The",1943,90,NA,6.4,23,0,0,0,4.5,14.5,0,24.5,44.5,4.5,4.5,,0,0,0,1,0,0,0
Best Foot Forward,1943,94,1125502,6.2,97,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Black Market Rustlers,1943,58,NA,5.5,6,0,0,0,14.5,14.5,64.5,0,0,0,0,,0,0,0,0,0,0,0
"Black Raven, The",1943,65,NA,5,42,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,4.5,0,,0,0,0,0,0,0,0
"Blocked Trail, The",1943,55,NA,5.9,7,0,0,14.5,0,24.5,24.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
Bombardier,1943,99,NA,5.9,70,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Bomber's Moon,1943,67,NA,7,5,0,0,0,0,44.5,24.5,0,24.5,0,24.5,,0,0,0,1,0,0,0
Border Patrol,1943,65,NA,6.1,23,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,4.5,24.5,,1,0,0,0,0,0,0
Bordertown Gun Fighters,1943,56,NA,6.2,13,0,0,0,0,24.5,34.5,34.5,0,0,4.5,,0,0,0,0,0,0,0
Buckskin Frontier,1943,76,NA,6.3,13,0,0,0,4.5,24.5,34.5,4.5,24.5,0,0,,0,0,0,0,0,0,0
Cabin in the Sky,1943,98,662141,7.3,260,4.5,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,0,0,0,0,0
Cadet Classification,1943,15,NA,1,9,64.5,0,0,0,0,0,0,0,0,34.5,,0,0,0,0,0,0,0
Calling All Kids,1943,11,NA,6.7,5,0,0,0,24.5,0,24.5,0,44.5,0,24.5,,0,0,1,0,0,0,1
Calling Dr. Death,1943,63,NA,5.2,38,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,0,4.5,,0,0,0,0,0,0,0
Calling Wild Bill Elliott,1943,55,NA,6.8,16,0,0,4.5,0,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Cameramen at War,1943,15,NA,5.6,5,24.5,0,0,0,44.5,0,24.5,24.5,0,0,,0,0,0,0,1,0,1
Campo de' fiori,1943,95,NA,8,14,0,0,0,0,4.5,0,4.5,34.5,4.5,44.5,,0,0,1,0,0,0,0
"Capitaine Fracasse, Le",1943,108,NA,7.2,11,0,0,0,0,4.5,24.5,4.5,34.5,4.5,4.5,,0,0,0,0,0,0,0
Captive Wild Woman,1943,61,NA,6,53,0,0,4.5,4.5,14.5,24.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
Cartoons Ain't Human,1943,7,NA,5.9,9,0,0,14.5,0,14.5,44.5,0,24.5,0,14.5,,0,1,1,0,0,0,1
Cavalcade of Dance,1943,11,NA,6.3,7,0,0,0,14.5,14.5,24.5,24.5,14.5,0,0,,0,0,0,0,0,0,1
"Chance of a Lifetime, The",1943,65,NA,6.7,11,0,0,4.5,0,0,14.5,14.5,44.5,0,4.5,,0,0,0,1,0,0,0
Chatterbox,1943,77,NA,6.3,6,0,0,14.5,0,0,34.5,14.5,34.5,0,0,,0,0,1,0,0,0,0
Chetniks,1943,73,NA,4.1,7,14.5,0,0,14.5,0,0,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Chicken Little,1943,8,NA,7.7,57,0,0,0,0,4.5,4.5,24.5,24.5,14.5,14.5,,0,1,1,0,0,0,1
China,1943,79,NA,6.8,48,0,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,4.5,,0,0,0,1,0,0,0
"Circo, El",1943,88,NA,5.3,12,0,0,4.5,0,4.5,24.5,14.5,34.5,4.5,0,,0,0,1,0,0,0,0
City Without Men,1943,75,NA,5.4,8,14.5,0,0,0,45.5,14.5,24.5,0,0,0,,0,0,0,1,0,0,0
Clancy Street Boys,1943,66,NA,6.3,66,0,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0,0
Claudia,1943,91,NA,7.5,46,0,4.5,0,0,0,4.5,24.5,34.5,14.5,14.5,,0,0,1,1,0,0,0
Coal Black and de Sebben Dwarfs,1943,7,NA,7.4,95,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,,0,1,1,0,0,0,1
"Colonel Chabert, Le",1943,102,NA,8.3,8,0,0,0,0,14.5,0,14.5,14.5,34.5,24.5,,0,0,0,1,0,0,0
Colt Comrades,1943,67,NA,6.1,25,4.5,4.5,0,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,1,0,0,0,0,0,0
Combat America,1943,62,NA,6.4,13,4.5,0,4.5,4.5,4.5,0,34.5,14.5,0,14.5,,0,0,0,0,1,0,0
Coming Snafu,1943,3,NA,7.9,8,0,0,0,0,14.5,14.5,0,34.5,34.5,0,,0,1,0,0,0,0,1
"Comte de Monte Cristo, Le",1943,183,NA,6.2,14,0,0,0,14.5,0,24.5,14.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
Coney Island,1943,96,NA,6.8,70,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,,0,0,1,0,0,0,0
Confessions of a Vice Baron,1943,59,NA,6.2,5,24.5,0,0,24.5,0,0,0,24.5,44.5,0,,0,0,0,1,0,0,0
"Constant Nymph, The",1943,112,NA,7.5,31,0,4.5,0,0,4.5,4.5,4.5,24.5,14.5,44.5,,0,0,0,1,0,0,0
"Corbeau, Le",1943,87,NA,8.3,477,4.5,0,0,4.5,4.5,4.5,14.5,24.5,34.5,24.5,,0,0,0,1,0,0,0
