title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...tick...tick...tick...,1970,100,NA,6,145,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
4 Clowns,1970,97,NA,7.9,35,0,0,0,0,4.5,14.5,4.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
5 bambole per la luna d'agosto,1970,90,NA,5.5,145,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"5 i fedtefadet, De",1970,90,NA,5.4,21,0,0,14.5,14.5,34.5,0,14.5,0,4.5,14.5,,0,0,0,0,0,0,0
A.k.a. Cassius Clay,1970,85,NA,5.7,43,4.5,0,4.5,14.5,4.5,24.5,14.5,14.5,4.5,14.5,PG,0,0,0,0,1,0,0
Act of the Heart,1970,103,NA,5.9,64,4.5,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Adam at 6 A.M.,1970,100,NA,5.8,61,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
Adam's Woman,1970,116,NA,5.8,49,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Adventurers, The",1970,171,NA,4.3,139,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
"Adventures of Gerard, The",1970,92,NA,4.1,23,4.5,4.5,24.5,0,24.5,14.5,14.5,4.5,0,4.5,,0,0,1,0,0,0,0
Airport,1970,137,10000000,6.4,2918,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Akseli ja Elina,1970,137,NA,7.9,48,4.5,0,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
Alex in Wonderland,1970,110,NA,4.6,116,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Alla ricerca di Tadzio,1970,30,NA,7.5,10,0,0,0,0,14.5,14.5,24.5,24.5,24.5,24.5,,0,0,0,0,1,0,0
"Amerikanische Soldat, Der",1970,80,NA,6.5,162,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
"Amis, Les",1970,100,NA,8.2,6,0,0,0,0,0,34.5,0,0,34.5,34.5,,0,0,0,1,0,0,0
"Amour, L'",1970,88,NA,5.9,8,14.5,0,0,24.5,14.5,45.5,0,0,0,0,,0,0,0,1,0,0,0
Anand,1970,122,NA,8.3,251,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,,0,0,0,1,0,0,0
Anaparastassi,1970,100,NA,7.7,49,4.5,0,0,0,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,0,0
And Soon the Darkness,1970,94,NA,5.9,141,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Ang.: Lone,1970,97,NA,4.7,17,4.5,0,4.5,0,45.5,14.5,4.5,14.5,0,0,,0,0,0,1,0,0,0
Angel Unchained,1970,92,NA,4.7,39,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,0,4.5,PG-13,1,0,0,1,0,0,0
Angeli bianchi... angeli neri,1970,82,NA,5.1,10,0,0,24.5,14.5,0,0,34.5,14.5,0,34.5,,0,0,0,0,1,0,0
Angelitos negros,1970,105,NA,6.8,5,0,24.5,24.5,0,0,0,0,0,24.5,44.5,,0,0,0,1,0,1,0
Angels Die Hard,1970,86,NA,5.6,29,14.5,4.5,0,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
"Animals, The",1970,86,NA,4.4,29,4.5,0,34.5,4.5,24.5,0,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Anna,1970,82,NA,7.6,11,0,0,0,0,4.5,24.5,34.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Anonimo veneziano,1970,91,NA,6.3,46,4.5,0,4.5,4.5,14.5,4.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
Apotheosis,1970,18,NA,7,5,24.5,0,0,0,0,0,0,64.5,0,24.5,,0,0,0,0,0,0,1
Appuntamento col disonore,1970,100,NA,4.8,11,4.5,0,0,34.5,14.5,4.5,4.5,4.5,0,4.5,,0,0,0,1,0,0,0
Aranyer Din Ratri,1970,115,NA,8.1,104,4.5,4.5,0,0,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,0,0,0,0,0
"Arciere di Sherwood, L'",1970,103,NA,5,16,0,0,14.5,4.5,14.5,4.5,24.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
"Aristocats, The",1970,78,4000000,6.6,2972,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,0,0,0,1,0
Army Medicine in Vietnam,1970,29,NA,7.2,6,0,0,0,0,34.5,0,34.5,0,14.5,14.5,,0,0,0,0,1,0,1
Arriva Sabata!,1970,87,NA,2.5,8,0,14.5,34.5,0,14.5,0,34.5,0,0,0,,0,0,0,0,0,0,0
"Astrapoyannos, O",1970,116,NA,8.4,5,0,0,0,24.5,0,0,0,24.5,0,64.5,,0,0,0,0,0,0,0
"Astronauta, El",1970,86,NA,5.9,30,0,0,0,14.5,24.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
Auch Zwerge haben klein angefangen,1970,96,200000,7.2,330,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
"Aveu, L'",1970,135,NA,7.4,165,4.5,4.5,0,0,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Aytoi poy milisan me to thanato,1970,94,NA,7.5,6,0,0,0,14.5,0,14.5,0,45.5,14.5,0,,0,0,0,1,0,0,0
"Baby Maker, The",1970,102,NA,5.2,48,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Bacchanale,1970,70,NA,5.7,13,14.5,14.5,4.5,0,4.5,0,0,34.5,14.5,0,,0,0,0,0,0,0,0
"Ballad of Cable Hogue, The",1970,121,3716946,7.2,712,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
"Barbra: Yesterday, Today and Forever!",1970,20,NA,1.5,10,74.5,0,0,14.5,0,0,0,0,0,24.5,,0,0,0,0,1,0,1
Barquero,1970,115,NA,5.5,94,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
