title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'I Do...',1989,86,NA,6.2,10,0,0,0,24.5,24.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
'O re,1989,90,NA,3.9,8,0,14.5,14.5,0,0,34.5,0,14.5,14.5,14.5,,0,0,1,0,0,0,0
"'burbs, The",1989,101,NA,6,7641,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
101,1989,117,200000,7.8,299,4.5,0,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,0,1,0,0
17 op,1989,75,NA,4.4,9,14.5,34.5,0,0,34.5,14.5,14.5,0,0,0,,0,0,0,0,0,0,0
1939,1989,193,NA,5.7,62,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
1952: Ivan i Aleksandra,1989,80,NA,7.3,16,4.5,4.5,0,0,4.5,4.5,34.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
25 Ways to Quit Smoking,1989,5,NA,7.2,114,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,0,1,1,0,0,0,1
7 Lucky Ninja Kids,1989,90,NA,4.8,19,24.5,4.5,0,4.5,14.5,14.5,14.5,0,4.5,24.5,,1,0,1,0,0,0,0
84C MoPic,1989,95,NA,6.9,284,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,0,0,0,0
976-EVIL,1989,100,NA,3.6,495,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
A byl li Karotin,1989,161,NA,3.9,6,34.5,0,0,0,0,34.5,0,14.5,0,14.5,,0,0,1,0,0,0,0
"Aab, baad, khaak",1989,75,NA,5.4,22,0,14.5,0,0,4.5,4.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Abba Ganuv II,1989,85,NA,2.2,7,44.5,14.5,0,24.5,0,0,0,0,0,14.5,,0,0,1,1,0,0,0
Abschied vom falschen Paradies,1989,92,NA,4.5,10,0,0,14.5,14.5,14.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
"Abyss, The",1989,171,69500000,7.4,21987,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0
"Accountant, The",1989,100,NA,6.3,19,14.5,0,0,0,14.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Action Nitsch-Journiac,1989,10,NA,5.7,6,0,0,14.5,0,0,0,14.5,34.5,34.5,0,,1,0,0,0,0,0,1
Action U.S.A.,1989,89,NA,5,21,14.5,4.5,4.5,4.5,14.5,4.5,4.5,0,4.5,24.5,,1,0,0,0,0,0,0
"Adio, Rio",1989,88,NA,8.6,24,4.5,0,0,0,4.5,4.5,24.5,4.5,14.5,44.5,,0,0,0,0,0,0,0
"Adventures of Buttman, The",1989,119,NA,6.1,15,14.5,0,0,4.5,0,4.5,24.5,24.5,0,24.5,,0,0,0,0,0,0,0
Aelan,1989,105,NA,3.2,7,45.5,0,24.5,0,0,14.5,0,0,0,0,,1,0,0,0,0,0,0
Afganistan - The last war bus (L'ultimo bus di guerra),1989,90,NA,2.9,21,14.5,14.5,14.5,4.5,14.5,4.5,4.5,0,0,14.5,,1,0,0,0,0,0,0
"Afgrund af frihed, En",1989,90,NA,5.7,19,14.5,14.5,0,14.5,24.5,14.5,14.5,14.5,0,4.5,,0,0,0,1,0,0,0
Africa Express,1989,94,NA,3.1,8,45.5,0,14.5,24.5,14.5,0,0,0,0,0,,0,0,0,0,0,0,0
African Timber,1989,100,NA,3.3,9,44.5,0,24.5,14.5,0,0,0,0,14.5,14.5,,0,0,0,0,0,0,0
After Midnight,1989,90,3000000,5.1,160,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
After School,1989,89,NA,4,16,4.5,14.5,14.5,14.5,34.5,14.5,0,0,0,0,,0,0,0,1,0,0,0
Ahlam Hind we Kamilia,1989,109,NA,6.8,13,0,0,0,4.5,24.5,0,24.5,34.5,0,4.5,,0,0,0,0,0,0,0
Ai to heisei no iro - Otoko,1989,96,NA,6.1,8,14.5,0,0,0,0,14.5,0,0,24.5,45.5,,0,0,1,1,0,0,0
"Air de rien, L'",1989,87,NA,4.8,5,24.5,0,0,0,24.5,0,0,24.5,0,44.5,,0,0,0,1,0,0,0
Aje aje bara aje,1989,134,NA,5.9,15,4.5,4.5,0,0,4.5,4.5,34.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
Alaska,1989,45,NA,8.3,12,0,0,0,14.5,0,0,14.5,4.5,24.5,34.5,,0,0,0,0,0,0,0
Alien Seed,1989,88,NA,3.4,23,24.5,24.5,14.5,4.5,4.5,14.5,0,4.5,0,4.5,,0,0,0,0,0,0,0
Alien Space Avenger,1989,80,NA,4.4,37,14.5,0,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Alien degli abissi,1989,90,NA,2.8,85,24.5,24.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Alienator,1989,93,NA,2.8,119,45.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
All Dogs Go to Heaven,1989,89,NA,5.5,1769,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,1,0,0,0,0,0
