title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
24 Hours,1931,66,NA,7,11,0,0,0,14.5,0,4.5,14.5,24.5,24.5,0,,0,0,0,0,0,0,0
"3groschenoper, Die",1931,112,NA,6.9,147,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Alexander Hamilton,1931,70,NA,6.2,28,0,4.5,0,14.5,4.5,34.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Alice in Wonderland,1931,55,NA,5.6,20,0,0,0,4.5,14.5,24.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
Ambassador Bill,1931,68,NA,5.8,17,0,0,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"American Tragedy, An",1931,96,NA,6.5,53,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,1,0
Anna Christie,1931,85,NA,7.3,64,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Antique Shop, The",1931,9,NA,7.6,14,0,0,0,4.5,24.5,0,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
Any Little Girl That's a Nice Little Girl,1931,7,NA,5.2,9,0,0,14.5,14.5,45.5,14.5,14.5,0,0,0,,0,1,0,0,0,0,1
Are These Our Children,1931,84,400000,6,26,14.5,0,4.5,4.5,4.5,34.5,14.5,24.5,4.5,0,,0,0,0,1,0,0,0
Arizona,1931,70,NA,5.2,22,4.5,4.5,4.5,14.5,14.5,4.5,14.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
Arrowsmith,1931,108,NA,5.8,125,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Bachelor Apartment,1931,76,NA,6.2,37,4.5,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,4.5,,0,0,1,1,0,1,0
"Bachelor Father, The",1931,90,502000,5.5,35,0,4.5,4.5,14.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Bad Company,1931,76,NA,5.8,23,0,4.5,0,4.5,4.5,34.5,14.5,24.5,0,4.5,,0,0,0,1,0,0,0
Bad Girl,1931,90,NA,6.6,20,14.5,0,0,4.5,4.5,14.5,4.5,14.5,34.5,24.5,,0,0,0,1,0,0,0
"Bad Sister, The",1931,68,NA,6.5,121,4.5,4.5,4.5,4.5,4.5,14.5,34.5,34.5,14.5,4.5,,0,0,0,1,0,0,0
Bargain Day,1931,20,NA,7,12,0,0,0,4.5,4.5,4.5,24.5,24.5,24.5,0,,0,0,1,0,0,0,1
"Barnyard Broadcast, The",1931,8,NA,5.8,12,0,0,4.5,14.5,4.5,24.5,14.5,4.5,0,14.5,,0,1,1,0,0,0,1
Battling with Buffalo Bill,1931,217,NA,4.1,5,24.5,0,0,24.5,24.5,24.5,24.5,0,0,0,,0,0,0,0,0,0,0
Be Big,1931,28,NA,6.8,116,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Beach Party, The",1931,8,NA,7.1,16,0,0,4.5,4.5,0,14.5,44.5,4.5,4.5,14.5,,0,1,1,0,0,0,1
Beau Hunks,1931,37,NA,7.7,146,0,0,0,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
