title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Anne of Green Gables,1919,60,NA,9.1,19,14.5,0,0,0,4.5,0,0,0,14.5,64.5,,0,0,1,1,0,0,0
Ask Father,1919,13,NA,7.1,38,0,0,0,4.5,0,34.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
"Austernprinzessin, Die",1919,47,NA,8,71,0,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,,0,0,1,0,0,0,0
Back Stage,1919,17,NA,7.4,44,4.5,0,0,4.5,0,4.5,24.5,34.5,14.5,4.5,,0,0,1,0,0,0,1
Back to God's Country,1919,73,67000,6.4,66,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,1,0
"Billy Blazes, Esq.",1919,13,NA,6.5,23,0,0,0,0,24.5,14.5,34.5,4.5,14.5,4.5,,0,0,1,0,0,0,1
Blind Husbands,1919,68,125000,7.4,81,0,0,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"Breath of a Nation, The",1919,6,NA,6.6,10,0,14.5,14.5,0,14.5,24.5,14.5,34.5,14.5,0,,0,1,1,0,0,0,1
Broken Blossoms or The Yellow Man and the Girl,1919,90,88000,7.4,789,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
Bumping Into Broadway,1919,23,NA,7.6,28,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
"Busher, The",1919,50,NA,6.9,10,14.5,0,0,14.5,0,0,34.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
"Carmen van het Noorden, Een",1919,60,NA,7.4,7,0,0,0,0,0,44.5,14.5,24.5,14.5,0,,0,0,0,0,0,0,0
Daddy-Long-Legs,1919,85,NA,7,103,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
"Day's Pleasure, A",1919,25,NA,6.8,243,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
Deliverance,1919,90,NA,5.4,11,14.5,4.5,0,0,0,0,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
"Detectress, The",1919,21,NA,5.8,10,0,0,14.5,14.5,44.5,24.5,14.5,0,14.5,0,,0,0,1,0,0,0,1
Don't Shove,1919,11,NA,5.9,10,0,0,0,0,34.5,44.5,34.5,0,0,0,,0,0,1,0,0,0,1
Eyes of Youth,1919,78,NA,8.6,9,0,0,0,0,0,14.5,14.5,34.5,24.5,24.5,,0,0,0,1,0,0,0
"False Faces, The",1919,70,NA,6.6,5,24.5,0,0,0,0,44.5,24.5,0,0,24.5,,0,0,0,1,0,0,0
Feline Follies,1919,6,NA,7,19,0,0,0,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,1,1,0,0,0,1
From Hand to Mouth,1919,24,NA,7.1,36,0,0,4.5,0,0,24.5,24.5,24.5,4.5,14.5,,1,0,1,0,0,0,1
"Garage, The",1919,25,NA,7.4,65,0,0,0,4.5,4.5,14.5,34.5,34.5,14.5,4.5,,0,0,1,0,0,0,1
"Girl Who Stayed at Home, The",1919,60,NA,7.4,12,0,4.5,0,0,4.5,4.5,44.5,24.5,4.5,0,,0,0,0,1,0,0,0
"Greatest Question, The",1919,80,NA,7.5,13,0,0,0,0,4.5,24.5,24.5,14.5,34.5,0,,0,0,0,1,0,0,0
Harakiri,1919,108,NA,7,17,0,0,0,0,14.5,34.5,0,4.5,14.5,34.5,,0,0,0,0,0,0,0
Hawthorne of the U.S.A.,1919,57,NA,7.2,6,0,0,0,0,0,34.5,14.5,14.5,0,34.5,,0,0,1,0,0,1,0
"Hayseed, The",1919,27,NA,6.7,35,0,0,0,0,14.5,24.5,44.5,14.5,0,0,,0,0,1,0,0,0,1
Hearts and Flowers,1919,23,NA,5.8,14,0,0,4.5,14.5,24.5,24.5,14.5,4.5,0,0,,0,0,1,0,0,0,1
Herr Arnes pengar,1919,122,NA,6.8,65,0,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
"Hoodlum, The",1919,78,NA,7.8,10,0,0,0,0,0,14.5,14.5,74.5,14.5,0,,0,0,1,0,0,0,0
Hustling for Health,1919,15,NA,5.2,29,0,0,14.5,14.5,24.5,34.5,4.5,4.5,0,4.5,,0,0,1,0,0,0,1
Just Neighbors,1919,13,NA,5.7,11,0,0,0,4.5,4.5,44.5,34.5,0,0,0,,0,0,1,0,0,0,1
"Log of the U-35, The",1919,27,NA,6.9,7,0,0,14.5,0,14.5,14.5,14.5,0,14.5,24.5,,0,0,0,0,1,0,1
Love,1919,23,NA,8.1,7,0,0,0,0,0,0,44.5,14.5,0,44.5,,0,0,1,0,0,0,0
Love's Prisoner,1919,47,NA,7.8,7,0,0,0,14.5,0,0,44.5,0,14.5,24.5,,0,0,0,1,0,0,0
Madame DuBarry,1919,85,NA,6,43,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Male and Female,1919,116,NA,7.2,122,4.5,4.5,4.5,4.5,4.5,4.5,34.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Meyer aus Berlin,1919,57,NA,6.6,16,0,0,0,4.5,14.5,14.5,24.5,34.5,4.5,0,,0,0,1,0,0,0,0
Opium,1919,112,NA,8.2,8,0,0,14.5,0,14.5,14.5,14.5,14.5,24.5,14.5,,0,0,0,0,0,0,0
"Pest in Florenz, Die",1919,96,NA,8.8,5,0,0,0,0,0,0,44.5,0,64.5,0,,0,0,0,0,0,0,0
"Professor, The",1919,7,1000,6.6,13,0,0,0,0,4.5,34.5,34.5,24.5,4.5,0,,0,0,1,0,0,0,1
"Puppe, Die",1919,58,NA,8.4,67,4.5,0,0,0,4.5,4.5,4.5,14.5,34.5,44.5,,0,0,1,0,0,0,0
"Roaring Road, The",1919,58,NA,7.4,6,0,0,0,0,14.5,0,64.5,14.5,0,0,,0,0,1,1,0,0,0
"Romance of Happy Valley, A",1919,60,NA,7.5,18,0,0,0,4.5,0,4.5,24.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
Rowdy Ann,1919,21,NA,6.8,15,0,0,0,4.5,4.5,24.5,24.5,34.5,0,4.5,,0,0,1,0,0,0,1
South,1919,88,NA,7.5,141,0,0,0,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,1,0,0
"Spinnen, 1. Teil - Der Goldene See, Die",1919,130,NA,6.7,85,0,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Sunnyside,1919,41,NA,6.9,187,4.5,0,4.5,4.5,4.5,14.5,44.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Tantalizing Fly, The",1919,4,NA,6,8,0,0,0,14.5,0,24.5,45.5,14.5,0,0,,0,1,1,0,0,0,1
"Tong Man, The",1919,50,350000,6.5,12,0,0,4.5,4.5,0,14.5,34.5,34.5,0,0,,0,0,0,1,0,0,0
Unheimliche Geschichten,1919,112,NA,7.5,57,4.5,0,0,4.5,4.5,14.5,14.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
When the Clouds Roll by,1919,50,NA,8,17,0,0,0,0,4.5,14.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,1,0
