title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
$1000 a Touchdown,1939,71,NA,6,20,0,14.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
"400 Million, The",1939,52,NA,5,10,0,0,14.5,0,45.5,14.5,14.5,0,0,24.5,,0,0,0,0,1,0,0
5th Ave Girl,1939,83,NA,6.6,112,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,0
6000 Enemies,1939,62,NA,6.5,11,0,0,4.5,0,14.5,45.5,14.5,0,0,0,,0,0,0,0,0,0,0
A-Ducking They Did Go,1939,17,NA,8,89,4.5,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,1,0,0,0,1
"Adventures of Huckleberry Finn, The",1939,91,NA,7.1,121,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
"Adventures of Jane Arden, The",1939,58,NA,5.7,29,0,4.5,0,4.5,34.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
"Adventures of Sherlock Holmes, The",1939,85,NA,7.7,509,0,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,0
"Adventures of the Masked Phantom, The",1939,60,NA,3.9,7,14.5,14.5,24.5,14.5,0,14.5,0,14.5,0,0,,0,0,0,0,0,0,0
Aladdin and His Wonderful Lamp,1939,22,NA,7.4,69,4.5,0,0,4.5,14.5,4.5,24.5,14.5,14.5,24.5,,1,1,1,0,0,0,1
Allegheny Uprising,1939,81,NA,6.2,207,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Almost a Gentleman,1939,64,NA,5.2,20,0,0,4.5,4.5,44.5,14.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Amazing Mr. Williams, The",1939,80,NA,5.9,11,0,4.5,0,4.5,24.5,4.5,34.5,0,4.5,0,,0,0,1,1,0,0,0
Andy Hardy Gets Spring Fever,1939,85,NA,5.8,62,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
Angel of Mercy,1939,10,NA,6.9,5,0,0,0,0,24.5,0,0,64.5,0,24.5,,0,0,0,1,0,0,1
"Angels Wash Their Faces, The",1939,86,NA,5.2,75,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Animali pazzi,1939,72,NA,5,6,14.5,0,0,0,14.5,64.5,0,0,0,0,,0,0,1,0,0,0,0
Another Thin Man,1939,103,NA,7.4,653,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,1,1,0,1,0
