title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"$50,000 Climax Show, The",1975,71,NA,3.4,17,24.5,4.5,0,14.5,14.5,4.5,0,0,0,24.5,,0,0,0,0,0,0,0
"'Sheba, Baby'",1975,90,NA,5.5,91,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
...a tutte le auto della polizia,1975,90,NA,6.8,7,0,0,0,0,0,24.5,74.5,0,0,0,,0,0,0,0,0,0,0
92 in the Shade,1975,93,NA,5.9,56,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,1,1,0,0,0
A mezzanotte va la ronda del piacere,1975,100,NA,5.6,27,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
"ABC's of Sex Education for Trainable Persons, The",1975,20,NA,6.6,37,34.5,0,0,4.5,14.5,4.5,0,4.5,0,34.5,,0,0,0,0,1,0,1
Aandhi,1975,133,NA,7,35,0,0,0,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Aaron Loves Angela,1975,99,NA,5.7,23,4.5,4.5,0,4.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
Abduction,1975,95,NA,4.4,38,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,1,0,0,0
"Adieu, poulet",1975,91,NA,7.2,118,4.5,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Adolescentes, Las",1975,105,NA,4,25,14.5,4.5,14.5,14.5,14.5,14.5,0,4.5,0,14.5,,0,0,0,1,0,0,0
"Adventure of Sherlock Holmes' Smarter Brother, The",1975,91,NA,5.9,904,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
"Adventures of the Wilderness Family, The",1975,100,NA,5.9,174,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
