title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'Hukkunud Alpinisti' hotell,1979,80,NA,7.7,45,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,34.5,,0,0,0,0,0,0,0
...And Justice for All,1979,119,NA,7,2610,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
1+1=3,1979,85,NA,7.5,5,0,0,0,0,0,0,44.5,44.5,0,24.5,,0,0,1,0,0,0,0
10,1979,122,NA,5.7,3170,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
1941,1979,146,35000000,5.6,5536,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
22 June 1897,1979,121,NA,6,11,4.5,0,0,0,4.5,4.5,4.5,4.5,24.5,24.5,,0,0,0,1,0,0,0
800 Fantasy Lane,1979,82,NA,5.1,30,14.5,0,0,4.5,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
"Adolescente, L'",1979,90,NA,5.6,21,4.5,0,4.5,0,4.5,14.5,24.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
Agatha,1979,105,NA,5.7,383,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Ah! Nomugi toge,1979,154,NA,7.2,6,0,0,0,0,0,0,34.5,34.5,34.5,0,,0,0,0,0,0,0,0
Akai kami no onna,1979,73,NA,5.1,20,4.5,0,14.5,4.5,34.5,14.5,0,4.5,4.5,24.5,,0,0,1,1,0,0,0
Alien,1979,116,11000000,8.3,63400,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,0,0,0,0
"Alien Encounters, The",1979,92,NA,3.3,8,24.5,14.5,0,24.5,0,0,24.5,0,0,14.5,,0,0,0,0,0,0,0
Alison's Birthday,1979,97,NA,4.3,60,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
All That Jazz,1979,123,NA,7.5,3895,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
