title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'Merci la vie',1991,117,NA,7.2,251,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
100 Days,1991,161,NA,5.8,59,4.5,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,0,0,1,0
18 anni tra una settimana,1991,98,NA,5.9,7,14.5,0,0,0,14.5,44.5,14.5,14.5,0,0,,0,0,0,1,0,0,0
29th Street,1991,101,NA,6.9,436,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
964 Pinocchio,1991,93,NA,5.7,82,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
976-EVIL 2: The Astral Factor,1991,93,NA,2.9,162,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
A 11-a porunca,1991,144,NA,6.2,11,0,0,0,0,0,14.5,0,4.5,4.5,64.5,,0,0,0,1,0,0,0
A Fei jing juen,1991,94,NA,7.5,986,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
Abba Ganuv III,1991,88,NA,2.1,9,44.5,0,14.5,14.5,0,0,14.5,0,0,24.5,,0,0,0,1,0,0,0
Abbronzatissimi,1991,96,NA,5,29,24.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,0,14.5,,0,0,1,0,0,0,0
"Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu",1991,89,NA,5.9,24,14.5,4.5,0,0,4.5,4.5,4.5,4.5,14.5,34.5,,0,0,1,0,0,0,0
"Abraxas, Guardian of the Universe",1991,90,NA,3.3,190,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
Absolutely Positive,1991,87,NA,7.8,8,0,0,0,0,0,14.5,14.5,45.5,24.5,0,,0,0,0,0,1,0,0
Across the Tracks,1991,100,NA,5.4,436,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Adam,1991,6,NA,6.8,142,0,4.5,0,4.5,4.5,24.5,14.5,24.5,14.5,14.5,,0,1,0,0,0,0,1
"Addams Family, The",1991,99,38000000,6.4,11549,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Adjuster, The",1991,102,NA,6.9,687,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Adventures of Mikki Finn, The",1991,85,NA,5.6,24,4.5,0,0,4.5,4.5,24.5,14.5,0,4.5,34.5,,0,0,0,0,0,0,0
Afraid of the Dark,1991,91,NA,5.2,192,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Afsane-ye-ah,1991,105,NA,5.2,11,14.5,4.5,4.5,0,0,24.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,0
Agantuk,1991,97,NA,8,140,0,0,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
Age Isn't Everything,1991,90,NA,5.2,26,14.5,14.5,4.5,0,4.5,14.5,0,0,4.5,44.5,,0,0,1,1,0,0,0
Agenty KGB tozhe vlyublyayutsya,1991,88,NA,5.5,11,0,4.5,4.5,0,4.5,45.5,4.5,4.5,0,0,,0,0,1,0,0,0,0
Ajooba,1991,178,NA,3.1,28,34.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
Akayla,1991,180,NA,6.1,21,4.5,0,0,0,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
Alambrado,1991,90,NA,7.4,12,4.5,0,0,0,4.5,0,14.5,44.5,4.5,14.5,,0,0,0,1,0,0,0
Alas de mariposa,1991,108,NA,7.4,114,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Alias 'La Gringa',1991,100,NA,6.3,20,4.5,0,0,0,14.5,34.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,1,0
Alicia en el pueblo de maravillas,1991,90,NA,6.9,21,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
All I Want for Christmas,1991,92,NA,5,491,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
All of Me,1991,76,NA,6.6,9,0,0,0,24.5,0,34.5,34.5,0,0,14.5,,0,0,0,1,0,1,0
Alligator II: The Mutation,1991,92,3000000,2.7,282,34.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Amantes,1991,107,NA,7.3,408,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
"Amants du Pont-Neuf, Les",1991,125,NA,7.4,1564,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,1,0
Amaram,1991,150,NA,8.5,6,0,0,0,0,0,0,14.5,34.5,34.5,14.5,,0,0,0,1,0,1,0
American Born,1991,96,NA,4.8,10,14.5,0,14.5,34.5,14.5,24.5,14.5,0,0,14.5,,0,0,0,1,0,0,0
American Dream,1991,98,NA,7.9,174,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,1,0,0
American Fabulous,1991,103,NA,5.5,29,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,1,0,0
American Friends,1991,95,NA,6.5,186,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,,0,0,1,1,0,0,0
American Kickboxer,1991,92,NA,3.4,67,14.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,0,4.5,,1,0,0,0,0,0,0
American Ninja 4: The Annihilation,1991,99,NA,2.9,316,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
American Shaolin,1991,106,NA,4.4,129,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
"American Summer, An",1991,100,NA,4.7,49,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,34.5,,0,0,1,1,0,0,0
"American Tail: Fievel Goes West, An",1991,75,NA,5.8,1772,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,1,1,0,0,0,0
Americano rosso,1991,98,NA,5.6,21,4.5,0,4.5,0,14.5,14.5,24.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
Among Men,1991,80,NA,7.8,12,0,0,0,0,0,0,44.5,44.5,14.5,0,,0,0,0,1,0,0,0
"Amore necessario, L'",1991,90,NA,3.3,9,45.5,0,0,24.5,0,0,14.5,0,0,14.5,,0,0,0,0,0,0,0
And You Thought Your Parents Were Weird,1991,92,NA,4.4,87,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Ano natsu, ichiban shizukana umi",1991,101,NA,7.5,558,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,1,0
Another You,1991,94,26000000,4.4,398,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
