title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Alice's Wonderland,1923,12,NA,6.1,33,0,0,4.5,4.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,1,1,0,0,0,1
Anna Christie,1923,96,NA,7.2,11,0,0,0,14.5,0,0,24.5,44.5,4.5,0,,0,0,0,1,0,0,0
"Auberge rouge, L'",1923,80,NA,8.8,8,0,0,0,0,0,0,0,34.5,34.5,24.5,,0,0,0,1,0,0,0
"Balloonatic, The",1923,27,NA,6.9,247,0,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,1,1
"Bright Shawl, The",1923,80,NA,8.1,7,0,0,0,0,0,0,74.5,0,14.5,14.5,,0,0,0,1,0,0,0
"Covered Wagon, The",1923,98,782000,7.9,49,0,4.5,0,0,4.5,4.5,24.5,14.5,34.5,14.5,,0,0,0,0,0,1,0
Dnevnik Glumova,1923,5,NA,6,25,4.5,0,0,14.5,14.5,14.5,14.5,0,4.5,44.5,,0,0,0,0,0,0,1
Dogs of War,1923,24,NA,6.4,29,4.5,4.5,0,4.5,14.5,34.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,1
"Extra Girl, The",1923,68,NA,6.3,29,0,4.5,0,4.5,14.5,14.5,44.5,14.5,14.5,0,,0,0,1,0,0,0,0
"Face on the Bar-Room Floor, The",1923,60,NA,1,7,100,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
"Fog, The",1923,70,NA,8,15,4.5,4.5,0,0,0,4.5,24.5,4.5,4.5,44.5,,0,0,0,1,0,0,0
"Grenouilles qui demandent un roi, Les",1923,9,NA,8.2,34,0,0,0,0,4.5,4.5,4.5,44.5,14.5,24.5,,0,1,1,1,0,0,1
Gunnar Hedes saga,1923,101,NA,7.1,18,4.5,0,0,0,14.5,14.5,34.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
"Hunchback of Notre Dame, The",1923,98,1250000,7.4,414,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
It's a Gift,1923,10,NA,7.5,22,0,0,0,0,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,1,0,0,0,1
Kill or Cure,1923,11,NA,5.6,8,0,0,0,24.5,14.5,24.5,24.5,14.5,0,0,,0,0,1,0,0,0,1
"Love Nest, The",1923,23,NA,7.1,165,4.5,4.5,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,1,0,0,0,1
Merry-Go-Round,1923,110,NA,7.1,29,0,0,4.5,0,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Mother's Joy,1923,20,NA,5.2,8,0,0,0,14.5,34.5,34.5,0,14.5,0,0,,0,0,1,0,0,0,1
