title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Alias Jimmy Valentine,1915,50,NA,7.1,45,0,4.5,0,0,4.5,24.5,14.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
Alice in Wonderland,1915,52,NA,6.4,20,4.5,0,0,14.5,14.5,24.5,34.5,14.5,0,4.5,,0,0,0,0,0,0,0
Ambrose's Nasty Temper,1915,11,NA,6,8,0,14.5,0,14.5,0,45.5,14.5,14.5,0,0,,0,0,1,0,0,0,1
Ambrose's Sour Grapes,1915,20,NA,6.5,5,0,0,0,0,0,44.5,24.5,44.5,0,0,,0,0,1,0,0,0,1
Assunta Spina,1915,50,NA,5.5,23,14.5,4.5,0,14.5,4.5,4.5,34.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Bank, The",1915,33,NA,6.6,162,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Birth of a Nation, The",1915,125,110000,7.1,2617,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Burlesque on Carmen,1915,37,NA,6.7,77,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
By the Sea,1915,16,NA,6.1,119,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
"Champion, The",1915,33,NA,7.1,175,4.5,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Cheat, The",1915,59,17311,7.2,188,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
"Claremont Theatre, N.Y.",1915,4,NA,3.3,9,14.5,14.5,24.5,24.5,14.5,14.5,0,14.5,0,0,,0,0,0,0,1,0,1
"Dinosaur and the Missing Link: A Prehistoric Tragedy, The",1915,5,NA,5.8,29,4.5,0,14.5,14.5,24.5,4.5,14.5,4.5,14.5,4.5,,0,1,1,0,0,0,1
"Disciple, The",1915,50,8000,7.6,7,0,0,0,0,14.5,0,14.5,45.5,14.5,0,,0,0,0,0,0,0,0
Evangeliemandens liv,1915,60,NA,6.1,5,0,0,24.5,44.5,0,24.5,24.5,0,0,0,,0,0,0,0,0,0,0
Fatty's Tintype Tangle,1915,20,NA,6.6,21,0,0,4.5,0,4.5,14.5,14.5,34.5,4.5,4.5,,0,0,1,0,0,0,1
"Folie du Docteur Tube, La",1915,6,NA,5.6,20,0,4.5,0,4.5,24.5,24.5,24.5,0,4.5,14.5,,0,0,0,0,0,0,1
"Fool There Was, A",1915,67,NA,5.8,81,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
Fox Trot Finesse,1915,16,NA,7,19,0,0,4.5,4.5,4.5,14.5,44.5,14.5,0,14.5,,0,0,1,0,0,0,1
"Free Ride, A",1915,10,NA,4.9,13,14.5,0,4.5,4.5,34.5,4.5,4.5,4.5,14.5,0,,0,0,0,0,0,0,1
"Glimpse of the San Diego Exposition, A",1915,7,NA,4.9,5,0,0,0,24.5,64.5,0,24.5,0,0,0,,0,0,0,0,0,0,1
"Golem, Der",1915,60,NA,7.5,176,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Gryozy,1915,37,NA,8.8,13,0,0,0,0,0,4.5,14.5,4.5,34.5,34.5,,0,0,0,1,0,0,1
His New Job,1915,32,NA,6.5,128,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
His Regeneration,1915,15,NA,5.5,61,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
Hypocrites,1915,49,NA,6,39,4.5,0,4.5,4.5,24.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
"Immigrant, The",1915,60,NA,8,9,14.5,0,0,0,0,0,24.5,34.5,14.5,24.5,,0,0,0,0,0,0,0
In the Park,1915,15,NA,6.3,96,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
"Italian, The",1915,78,NA,6.5,34,4.5,4.5,4.5,4.5,0,4.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
"Jitney Elopement, A",1915,33,NA,6,102,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
Keeping Up with the Joneses,1915,3,NA,5.8,5,0,0,0,0,44.5,64.5,0,0,0,0,,0,1,0,0,0,0,1
Liliya Bel'gii,1915,14,NA,8.2,13,0,0,4.5,0,14.5,4.5,4.5,4.5,34.5,24.5,,0,1,0,1,0,0,1
"Love, Loot and Crash",1915,11,NA,6.6,7,0,0,0,0,0,44.5,14.5,44.5,0,0,,0,0,1,0,0,0,1
"Love, Speed and Thrills",1915,13,NA,5.1,15,0,14.5,0,24.5,14.5,34.5,4.5,4.5,0,0,,1,0,1,0,0,0,1
