title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"20,000 Leagues Under the Sea",1916,105,200000,6.2,135,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
American Aristocracy,1916,50,NA,7.3,8,14.5,0,0,0,14.5,0,24.5,34.5,14.5,0,,0,0,1,1,0,0,0
"Americano, The",1916,50,NA,7.3,13,0,0,0,0,14.5,4.5,34.5,4.5,4.5,24.5,,0,0,1,0,0,1,0
Balettprimadonnan,1916,54,NA,4.8,6,0,14.5,0,14.5,45.5,14.5,0,0,0,0,,0,0,0,0,0,0,1
Behind the Screen,1916,30,NA,7.1,195,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
Burlesque on Carmen,1916,67,NA,6.6,65,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Cenere,1916,38,NA,5.8,17,0,0,0,4.5,24.5,14.5,14.5,4.5,14.5,14.5,,0,0,0,1,0,0,1
Civilization,1916,78,NA,6.1,36,4.5,0,14.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Count, The",1916,34,NA,7,186,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
Fatty and Mabel Adrift,1916,34,NA,7.1,38,14.5,0,0,0,4.5,4.5,14.5,34.5,14.5,14.5,,0,0,1,0,0,0,1
"Fireman, The",1916,32,NA,6.5,194,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,1
"Floorwalker, The",1916,29,NA,7.1,194,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,,0,0,1,0,0,0,1
"Fuoco (la favilla - la vampa - la cenere), Il",1916,45,NA,8.4,9,0,0,0,0,0,0,24.5,24.5,34.5,24.5,,0,0,0,1,0,0,0
Gretchen the Greenhorn,1916,58,NA,6.9,19,0,0,0,0,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
"Half-Breed, The",1916,50,NA,7.9,7,0,0,0,0,0,24.5,14.5,0,24.5,24.5,,0,0,0,0,0,0,0
Hell's Hinges,1916,64,NA,7.1,96,0,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
His Bitter Pill,1916,20,NA,4.9,9,0,0,14.5,34.5,14.5,34.5,14.5,0,0,0,,0,0,1,0,0,0,1
I'm Insured,1916,3,NA,6.2,22,0,0,4.5,4.5,4.5,34.5,24.5,14.5,0,4.5,,0,1,0,0,0,0,1
Intolerance: Love's Struggle Through the Ages,1916,197,385907,7.8,1493,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Judex,1916,300,NA,8.5,54,4.5,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,0,0,0,0
Krazy Kat and Ignatz Mouse at the Circus,1916,3,NA,4.7,28,14.5,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,0,,0,1,1,0,0,0,1
"Krazy Kat, Bugologist",1916,3,NA,4.9,19,14.5,4.5,0,4.5,24.5,14.5,24.5,4.5,4.5,0,,0,1,1,0,0,0,1
Live Wires and Love Sparks,1916,25,NA,3.7,8,14.5,0,64.5,14.5,14.5,0,0,0,0,0,,0,0,1,0,0,0,1
Mary and Gretel,1916,7,NA,5.9,18,0,0,4.5,24.5,14.5,24.5,24.5,14.5,4.5,0,,0,0,0,0,0,0,1
"Matrimaniac, The",1916,46,NA,6.6,10,0,0,0,0,24.5,34.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
"Movie Star, A",1916,24,NA,5.7,15,0,0,0,24.5,4.5,44.5,24.5,4.5,0,0,,0,0,1,0,0,0,1
Mr. Nobody Holme Buys a Jitney,1916,1,NA,4.2,21,4.5,4.5,14.5,14.5,14.5,14.5,4.5,0,4.5,0,,0,1,1,0,0,0,1
"Mystery of the Leaping Fish, The",1916,20,NA,7.4,62,0,4.5,4.5,0,4.5,14.5,14.5,14.5,24.5,24.5,,0,0,1,0,0,0,1
"Natural Born Gambler, A",1916,22,NA,6,22,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,0,14.5,,0,0,1,0,0,0,1
Never Again! The Story of a Speeder Cop.,1916,2,NA,4.4,24,14.5,4.5,4.5,34.5,14.5,4.5,4.5,0,4.5,4.5,,0,1,1,0,0,0,1
"Ocean Waif, The",1916,40,NA,7.7,14,0,0,0,0,0,4.5,24.5,24.5,24.5,14.5,,0,0,1,1,0,0,1
Oliver Twist,1916,50,NA,8.3,7,0,0,0,0,0,24.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
One A.M.,1916,34,NA,7.8,222,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,1,0,0,0,1
One Too Many,1916,16,NA,4,12,4.5,4.5,24.5,14.5,4.5,4.5,24.5,0,0,0,,0,0,1,0,0,0,1
"Pawnshop, The",1916,32,NA,7.5,256,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,1
Police,1916,25,NA,7,105,4.5,0,0,4.5,4.5,24.5,24.5,14.5,14.5,4.5,,0,0,1,0,0,0,1
"R.F.D. 10,000 B.C.",1916,10,NA,5.5,9,0,0,0,24.5,34.5,14.5,34.5,0,0,0,,0,1,0,0,0,0,1
"Return of Draw Egan, The",1916,50,NA,7.6,6,0,0,0,0,0,14.5,0,14.5,34.5,34.5,,0,0,0,0,0,0,1
"Rink, The",1916,30,NA,7.2,292,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
"Social Secretary, The",1916,52,NA,8.3,9,0,0,0,0,0,0,34.5,24.5,34.5,14.5,,0,0,1,1,0,0,0
"Three Musketeers, The",1916,63,NA,6.2,6,14.5,0,0,14.5,0,14.5,34.5,14.5,0,0,,0,0,0,0,0,0,0
Tigre reale,1916,80,NA,7.5,12,0,0,0,0,0,24.5,4.5,44.5,0,24.5,,0,0,0,1,0,0,0
"Vagabond, The",1916,34,NA,7,238,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
Vingarne,1916,69,NA,6.2,10,0,14.5,0,24.5,24.5,0,24.5,14.5,24.5,0,,0,0,0,1,0,0,0
"Waiters' Ball, The",1916,20,NA,7.7,7,0,0,0,0,0,0,45.5,14.5,0,24.5,,0,0,1,0,0,0,1
Where Are My Children?,1916,62,NA,6.2,47,4.5,0,4.5,0,14.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Wo ist mein Schatz?,1916,35,NA,6.9,12,0,0,0,14.5,14.5,4.5,24.5,14.5,14.5,0,,0,0,0,0,0,0,1
"World and the Woman, The",1916,66,NA,7.4,6,0,0,14.5,0,0,0,34.5,45.5,0,0,,0,0,0,1,0,0,0
Zhizn za zhizn,1916,66,NA,8.9,50,0,0,0,4.5,0,4.5,4.5,14.5,34.5,44.5,,0,0,0,0,0,0,0
