title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Atlantis,1913,121,NA,6.4,15,0,4.5,0,4.5,0,14.5,44.5,14.5,14.5,0,,0,0,0,1,0,0,0
Bangville Police,1913,8,NA,5.7,99,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,0,4.5,,0,0,1,0,0,0,1
Barney Oldfield's Race for a Life,1913,13,NA,6.7,29,4.5,0,0,14.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0,1
"Battle at Elderbush Gulch, The",1913,29,NA,7.1,59,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,0,0,0,1
Death's Marathon,1913,17,NA,6.2,28,0,4.5,0,14.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
Domik v Kolomne,1913,30,NA,7,8,0,0,0,0,14.5,34.5,14.5,14.5,24.5,0,,0,0,1,0,0,0,1
Evidence of the Film,1913,15,NA,5.8,6,0,0,0,0,14.5,14.5,64.5,0,0,0,,0,0,0,0,0,0,1
"House Divided, A",1913,13,NA,5.9,30,14.5,4.5,0,4.5,4.5,4.5,44.5,24.5,4.5,0,,0,0,1,0,0,0,1
"House of Darkness, The",1913,17,NA,5.8,20,4.5,0,4.5,0,24.5,34.5,24.5,14.5,4.5,0,,0,0,0,1,0,0,1
How Men Propose,1913,6,NA,5.3,25,4.5,4.5,0,4.5,24.5,14.5,24.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
Ingeborg Holm,1913,74,NA,6,36,4.5,0,4.5,4.5,14.5,14.5,4.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
Karl Valentins Hochzeit,1913,10,NA,7.6,6,0,0,0,0,14.5,14.5,14.5,45.5,0,0,,0,0,1,0,0,0,1
"Lady and the Mouse, The",1913,17,NA,6.3,5,0,0,0,0,24.5,0,84.5,0,0,0,,0,0,0,0,0,0,1
Life of the Jews of Palestine,1913,78,NA,5.8,5,24.5,0,0,0,0,0,84.5,0,0,0,,0,0,0,0,1,0,0
Ma l'amor mio non muore,1913,90,NA,8.4,7,0,0,0,0,0,0,0,44.5,44.5,14.5,,0,0,0,1,0,0,0
Mabel's Dramatic Career,1913,14,NA,6,21,4.5,0,0,24.5,24.5,14.5,14.5,4.5,4.5,0,,0,0,1,0,0,0,1
"Massacre, The",1913,20,NA,7,16,0,0,0,14.5,24.5,0,14.5,14.5,24.5,4.5,,0,0,0,0,0,0,0
Matrimony's Speed Limit,1913,14,NA,6.3,19,4.5,0,0,0,14.5,34.5,14.5,34.5,4.5,0,,0,0,1,0,0,0,1
"Mort qui tue, Le",1913,90,NA,8.1,32,0,0,0,0,0,4.5,14.5,34.5,24.5,14.5,,0,0,0,1,0,0,0
"Mothering Heart, The",1913,23,1800,7.1,35,4.5,0,4.5,4.5,4.5,4.5,34.5,14.5,14.5,14.5,,0,0,0,1,0,0,1
"Muddy Romance, A",1913,11,NA,4.8,16,0,4.5,14.5,14.5,34.5,14.5,4.5,4.5,0,0,,0,0,1,0,0,0,1
"Neue Schreibtisch, Der",1913,8,NA,8.7,11,0,0,0,0,4.5,0,4.5,0,34.5,44.5,,0,0,0,0,0,0,1
Noch pered Rozhdestvom,1913,41,NA,8.6,18,0,0,0,0,4.5,14.5,14.5,4.5,34.5,24.5,,0,0,1,0,0,0,1
Rozhdestvo obitatelei lesa,1913,7,NA,7.2,15,0,0,0,0,4.5,44.5,24.5,4.5,4.5,14.5,,0,1,0,0,0,0,1
"Schwarze Kugel oder Die geheimnisvollen Schwestern, Die",1913,39,NA,6,19,0,0,24.5,4.5,14.5,14.5,14.5,14.5,4.5,0,,0,0,0,1,0,0,1
"Speed Kings, The",1913,8,NA,4.7,12,0,0,14.5,24.5,14.5,24.5,4.5,4.5,0,0,,1,0,1,0,0,0,1
Strekoza i muravey,1913,5,NA,8.2,10,0,0,0,14.5,0,14.5,14.5,24.5,44.5,14.5,,0,1,0,0,0,0,1
"Student von Prag, Der",1913,85,NA,7.2,77,0,4.5,0,0,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
Sumerki zhenskoi dushi,1913,48,NA,7.2,20,14.5,0,4.5,0,0,24.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Suspense,1913,10,NA,8.1,6,0,0,0,0,14.5,0,14.5,34.5,14.5,14.5,,0,0,0,1,0,0,1
Traffic in Souls,1913,88,5700,6.2,44,0,0,4.5,4.5,14.5,34.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,0
"Ultimi giorni di Pompeii, Gli",1913,88,NA,5.9,66,4.5,4.5,4.5,14.5,14.5,14.5,34.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
