title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"Adventures of Billy, The",1911,18,NA,5.2,5,0,24.5,0,0,44.5,24.5,0,0,0,24.5,,0,0,0,1,0,0,1
Alkali Ike's Auto,1911,11,NA,5.7,21,4.5,0,4.5,4.5,14.5,44.5,4.5,14.5,0,0,,0,0,1,0,0,0,1
"Battle, The",1911,19,NA,5.7,26,4.5,0,4.5,14.5,14.5,14.5,24.5,4.5,0,14.5,,1,0,0,1,0,0,1
"Bobby, the Coward",1911,18,NA,5.1,5,24.5,0,0,0,24.5,64.5,0,0,0,0,,0,0,0,1,0,0,1
"Dream, The",1911,11,NA,5.7,21,0,0,14.5,4.5,4.5,34.5,14.5,4.5,0,0,,0,0,0,1,0,0,1
Enoch Arden: Part I,1911,17,NA,6.3,14,4.5,0,4.5,4.5,4.5,34.5,4.5,14.5,14.5,0,,0,0,0,1,0,0,1
Enoch Arden: Part II,1911,17,NA,6.5,13,0,4.5,4.5,0,14.5,14.5,24.5,14.5,14.5,0,,0,0,0,1,0,0,1
Her Crowning Glory,1911,14,NA,6,29,0,0,0,24.5,24.5,14.5,24.5,14.5,4.5,0,,0,0,1,0,0,0,1
"Highlander, The",1911,18,NA,3.3,14,45.5,0,4.5,0,4.5,0,0,0,0,24.5,,0,0,0,0,0,1,1
His Trust,1911,14,NA,5,45,4.5,4.5,14.5,14.5,4.5,34.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,1
His Trust Fulfilled,1911,17,NA,5.1,25,14.5,4.5,14.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
"Inferno, L'",1911,71,NA,3.9,16,4.5,0,0,0,0,14.5,24.5,4.5,34.5,14.5,,0,0,0,0,0,0,0
"Last Drop of Water, The",1911,18,NA,6,11,0,0,0,4.5,44.5,4.5,24.5,4.5,0,0,,0,0,0,0,0,0,1
Little Nemo,1911,3,NA,8,72,0,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,24.5,,0,1,0,0,0,0,1
"Lonedale Operator, The",1911,17,NA,6.9,101,4.5,0,4.5,0,4.5,24.5,44.5,14.5,4.5,4.5,,0,0,0,1,0,0,1
"Miser's Heart, The",1911,18,NA,6.1,9,14.5,0,0,0,24.5,34.5,14.5,24.5,0,0,,0,0,0,1,0,0,1
Only In the Way,1911,12,NA,3.8,6,14.5,0,0,14.5,45.5,14.5,0,0,0,0,,0,0,0,1,0,0,1
Richard III,1911,23,NA,7.4,15,0,0,4.5,0,4.5,14.5,24.5,24.5,24.5,4.5,,0,0,0,1,0,0,1
She,1911,24,NA,5.8,9,0,0,0,14.5,24.5,24.5,24.5,14.5,14.5,0,,0,0,0,0,0,0,1
Swords and Hearts,1911,17,NA,6.6,14,0,4.5,4.5,0,0,44.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,1
What Shall We Do with Our Old?,1911,17,NA,7.3,25,4.5,0,0,0,14.5,24.5,34.5,4.5,4.5,14.5,,0,0,0,1,0,0,1
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",1911,7,NA,8,53,0,0,0,0,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,0,1,0,1
