title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
'38,1987,97,NA,6.6,18,4.5,4.5,4.5,0,0,0,34.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
'A' gai waak juk jaap,1987,101,NA,7.2,614,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,1,0,0,0,0
'Kaash',1987,140,NA,5.9,13,4.5,4.5,0,0,24.5,24.5,0,24.5,0,14.5,,0,0,0,1,0,0,0
*batteries not included,1987,106,NA,5.7,4148,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
+1 -1,1987,7,NA,9.4,6,0,0,0,0,0,0,0,0,45.5,45.5,,0,1,1,0,0,0,1
13ta godenitsa na printsa,1987,89,NA,6.8,54,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,4.5,74.5,,0,0,0,0,0,0,0
4 aventures de Reinette et Mirabelle,1987,99,NA,7.6,167,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0,0
84 Charing Cross Road,1987,100,NA,7.3,1172,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1,0
Adada,1987,118,NA,7.1,14,4.5,0,4.5,0,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
Adela,1987,88,NA,2.9,5,0,84.5,0,24.5,0,0,0,0,0,0,,0,0,0,0,0,0,0
Adventures in Babysitting,1987,102,NA,6.3,5363,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Adventures of Dick Black the Black Dick, The",1987,85,NA,1.4,21,44.5,4.5,0,0,4.5,0,0,4.5,4.5,34.5,,0,0,0,0,0,0,0
Aenigma,1987,85,NA,4.4,149,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Agent trouble,1987,90,NA,5.8,50,4.5,0,0,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Agosto,1987,90,NA,5.8,7,0,0,0,0,24.5,0,24.5,24.5,0,14.5,,0,0,0,1,0,0,0
Ahava Tzeira,1987,86,NA,3.9,57,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Akseleratka,1987,88,NA,4.9,6,0,14.5,0,0,34.5,34.5,14.5,0,0,0,,0,0,1,0,0,0,0
Alfalfa,1987,9,NA,6.3,6,0,0,34.5,0,0,14.5,34.5,0,0,14.5,,0,0,0,0,0,0,1
Alien Predator,1987,90,NA,3.1,137,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Alien Private Eye,1987,90,NA,6,9,44.5,0,0,0,14.5,14.5,14.5,0,0,24.5,,0,0,0,0,0,0,0
Alla ricerca dell'impero sepolto,1987,94,NA,4.1,11,34.5,0,24.5,0,0,4.5,4.5,0,0,14.5,,1,0,0,0,0,0,0
Allan Quatermain and the Lost City of Gold,1987,99,NA,3.8,1777,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,1,0,0,0,0
"Alleinseglerin, Die",1987,102,NA,6.4,5,0,0,0,0,0,64.5,44.5,0,0,0,,0,0,0,1,0,0,0
"Allnighter, The",1987,108,NA,3.6,246,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
Amantide - Scirocco,1987,100,NA,5.5,23,14.5,0,0,4.5,4.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
