title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
002 agenti segretissimi,1964,83,NA,3.6,6,34.5,0,0,0,0,14.5,14.5,14.5,0,14.5,,1,0,1,0,0,0,0
"201 Kanarinia, Ta",1964,96,NA,7.1,6,0,0,0,0,0,34.5,0,45.5,0,14.5,,0,0,0,0,0,0,0
21-87,1964,10,NA,6.1,13,0,4.5,0,0,4.5,14.5,44.5,4.5,4.5,4.5,,0,0,0,0,0,0,1
3 Nuts in Search of a Bolt,1964,78,NA,5.2,16,0,4.5,4.5,24.5,14.5,14.5,14.5,4.5,0,14.5,,0,0,1,0,0,0,0
4 Artists Paint 1 Tree: A Walt Disney 'Adventure in Art',1964,16,NA,6.9,10,0,0,0,0,0,34.5,34.5,14.5,0,34.5,,0,0,0,0,1,0,1
491,1964,88,NA,6.2,38,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,14.5,,0,0,0,1,0,0,0
633 Squadron,1964,103,NA,6.2,367,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
7 Faces of Dr. Lao,1964,100,NA,6.9,646,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
"7th Dawn, The",1964,123,NA,5.3,64,0,4.5,14.5,4.5,4.5,4.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,0,0
9/64: O Tannenbaum,1964,3,NA,8.2,6,0,0,0,0,0,0,34.5,14.5,0,45.5,,0,0,0,0,0,0,1
Action On the Beach,1964,6,NA,6.6,6,14.5,0,0,0,0,34.5,14.5,0,0,34.5,,0,0,0,0,1,0,1
Advance to the Rear,1964,100,NA,5.8,120,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Aimez-vous les femmes?,1964,90,NA,8.2,7,0,14.5,0,14.5,14.5,14.5,14.5,0,0,24.5,,0,0,1,0,0,0,0
Akai satsui,1964,150,NA,7.8,41,4.5,4.5,0,0,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Alexis Zorbas,1964,142,NA,7.6,1722,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Alle tiders kupp,1964,87,NA,4.9,6,0,0,0,34.5,34.5,14.5,14.5,0,0,0,,0,0,1,0,0,0,0
Allez France!,1964,90,NA,6.1,32,4.5,4.5,4.5,0,4.5,24.5,14.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
Allos gia to ekatommyrio,1964,90,NA,5.7,6,0,0,0,14.5,14.5,34.5,14.5,0,14.5,0,,0,0,1,0,0,0,0
Alt for kvinden,1964,90,NA,4.7,9,0,0,24.5,24.5,24.5,14.5,24.5,0,0,0,,0,0,1,0,0,1,0
"Americanization of Emily, The",1964,115,NA,7.3,559,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
Amor y sexo,1964,110,NA,3.9,9,34.5,14.5,0,0,14.5,0,14.5,0,0,34.5,,0,0,0,1,0,0,0
Amore in quattro dimensioni,1964,105,NA,3.1,5,0,24.5,44.5,0,24.5,24.5,0,0,0,0,,0,0,1,0,0,0,0
"Amore primitivo, L'",1964,83,NA,5.5,21,14.5,4.5,4.5,4.5,4.5,14.5,14.5,0,4.5,14.5,,0,0,1,0,0,0,0
An eheis tyhi,1964,95,NA,7.2,5,0,0,0,0,0,24.5,44.5,0,24.5,24.5,,0,0,1,0,0,0,0
Ansatsu,1964,104,NA,7.2,9,0,0,0,14.5,0,14.5,34.5,14.5,14.5,24.5,,1,0,0,1,0,0,0
Antes llega la muerte,1964,98,NA,4.6,6,0,0,0,34.5,14.5,0,45.5,0,0,0,,0,0,0,0,0,0,0
Anthar l'invincibile,1964,114,NA,5,23,14.5,0,14.5,24.5,4.5,4.5,0,14.5,0,4.5,,1,0,0,0,0,0,0
Apache Rifles,1964,92,NA,5.1,30,4.5,0,14.5,14.5,24.5,24.5,4.5,4.5,0,14.5,,0,0,0,0,0,0,0
Atomic Rulers,1964,101,NA,4.4,19,4.5,4.5,14.5,14.5,14.5,0,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Attack from Space,1964,76,NA,4,12,14.5,0,14.5,14.5,4.5,14.5,4.5,14.5,0,0,,1,0,0,0,0,0,0
Avonturen van Pietje Bell,1964,85,NA,5.8,6,0,0,0,0,14.5,0,45.5,34.5,0,0,,0,0,0,0,0,0,0
Babo 73,1964,57,NA,1,7,84.5,0,0,0,14.5,0,0,0,0,0,,0,0,1,0,0,0,0
Back Door to Hell,1964,75,NA,5.2,47,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,0,4.5,,0,0,0,1,0,0,0
Ballad of a Gunfighter,1964,84,NA,5,15,14.5,0,14.5,0,14.5,24.5,4.5,4.5,0,24.5,,0,0,0,0,0,0,0
"Barbouzes, Les",1964,108,NA,7,199,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,1,0,1,0,0,0,0
Bardot et Godard,1964,9,NA,4.8,25,4.5,4.5,24.5,14.5,14.5,24.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,1
