title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
...a zase ta Lucie!,1984,82,NA,5.8,19,4.5,0,14.5,0,24.5,24.5,14.5,4.5,14.5,4.5,,0,0,1,0,0,0,0
2010,1984,116,NA,6.5,7300,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
2010: The Odyssey Continues,1984,18,NA,5.8,154,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,,0,0,0,0,1,0,1
2084,1984,10,NA,6.4,10,14.5,0,0,0,14.5,14.5,34.5,34.5,0,14.5,,0,0,0,0,1,0,1
A tu per tu,1984,102,NA,4.5,18,14.5,4.5,14.5,0,24.5,24.5,14.5,0,0,14.5,,0,0,1,0,0,0,0
"Aardwolf, De",1984,74,NA,2.2,5,44.5,0,0,24.5,0,0,0,24.5,24.5,0,,0,0,0,1,0,0,0
Abduction of Figaro,1984,144,NA,9.1,22,0,0,0,0,0,0,0,14.5,4.5,84.5,,0,0,1,0,0,0,0
"Abismos da Meia-Noite, Os",1984,105,NA,4.4,10,34.5,0,0,0,24.5,0,24.5,0,0,34.5,,0,0,0,0,0,0,0
Access Code,1984,88,NA,3.4,17,14.5,24.5,34.5,14.5,4.5,0,0,4.5,0,0,,0,0,0,0,0,0,0
Acosada,1984,90,NA,1.5,9,74.5,14.5,0,0,0,0,14.5,0,0,0,,0,0,0,0,0,0,0
"Addition, L'",1984,85,NA,6,35,0,4.5,0,4.5,14.5,34.5,24.5,4.5,4.5,0,,0,0,0,1,0,0,0
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,103,NA,6.1,5036,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
Aeg maha,1984,9,NA,7.6,5,0,0,0,0,0,0,44.5,24.5,24.5,24.5,,0,1,0,0,0,0,1
After Hours,1984,26,NA,6.5,121,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,1
Against All Odds,1984,128,NA,5.6,1897,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,1,0
Akademiya pana Kleksa,1984,166,NA,6.3,46,0,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,0,0,0,0
Akelarre,1984,109,NA,3.7,11,14.5,0,24.5,0,4.5,4.5,4.5,0,0,24.5,,0,0,0,0,0,0,0
Akhalgazrda kompozitoris mogzauroba,1984,105,NA,7.5,6,0,0,0,0,14.5,14.5,14.5,0,45.5,0,,0,0,1,1,0,0,0
Al este del oeste,1984,82,NA,5.2,30,14.5,24.5,4.5,0,0,14.5,4.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
"Alchemist, The",1984,86,NA,3.3,109,14.5,24.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,0,,0,0,0,0,0,0,0
"Alcova, L'",1984,88,NA,4.8,23,14.5,0,14.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
All of Me,1984,93,NA,6.6,3381,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
All the Way In!,1984,85,NA,3.5,19,34.5,0,0,0,0,14.5,14.5,0,14.5,24.5,,0,0,0,0,0,0,0
"Allenatore nel pallone, L'",1984,98,NA,7.3,222,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,0,0
Almonds and Raisins,1984,90,NA,4.7,7,0,14.5,0,14.5,0,0,14.5,44.5,0,14.5,,0,0,0,0,1,0,0
Alphabet City,1984,85,NA,4.2,86,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Amadeus,1984,180,18000000,8.3,36955,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,0,1,0,0,0
Amarsi un po',1984,93,NA,5,19,0,0,14.5,24.5,14.5,0,24.5,14.5,4.5,14.5,,0,0,0,1,0,1,0
"Ambassador, The",1984,97,NA,5.3,81,4.5,4.5,4.5,14.5,34.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Ambavi Suramis tsikhitsa,1984,88,NA,7.7,92,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,1,0,0,0
American Dreamer,1984,105,NA,5.9,361,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,0,0,1,0
American Journeys,1984,21,NA,7.6,12,0,0,0,0,0,4.5,24.5,34.5,34.5,0,,0,0,0,0,1,0,1
American Pictures,1984,115,NA,9.1,5,0,0,0,0,0,0,0,0,24.5,84.5,,0,0,0,0,1,0,0
"Amour par terre, L'",1984,125,NA,7.4,25,0,0,0,0,0,14.5,24.5,34.5,4.5,24.5,,0,0,1,1,0,0,0
Amuse-gueule,1984,28,NA,6.4,9,14.5,0,0,0,14.5,24.5,34.5,14.5,14.5,0,,0,1,0,0,0,0,1
An itan to violi pouli,1984,78,NA,5,7,0,0,14.5,14.5,24.5,14.5,0,0,24.5,0,,0,0,1,0,0,0,0
Ananas,1984,76,NA,4.6,6,0,0,0,14.5,0,14.5,14.5,0,34.5,14.5,,0,0,0,0,0,0,0
Angel,1984,94,NA,4.8,343,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,1,0,0,0,0,0,0
Anijam,1984,10,NA,6,9,0,0,0,14.5,14.5,14.5,0,34.5,0,34.5,,0,1,0,0,0,0,1
Anna & Bella,1984,8,NA,7.8,41,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,1,1,0,0,0,1
Annie's Coming Out,1984,96,NA,5.7,34,0,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
Another Country,1984,90,NA,7.1,845,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,1,0,1,0
Another State of Mind,1984,78,NA,8,67,0,0,0,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,0,0,1,0,0
Aphrodesia's Diary,1984,85,NA,7.5,6,0,0,0,0,14.5,14.5,0,14.5,14.5,34.5,,0,0,0,0,0,0,0
"Arche Noah Prinzip, Das",1984,100,NA,3.9,240,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,,0,0,0,0,0,0,0
Arrapaho,1984,98,NA,4.5,40,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,,0,0,1,0,0,0,0
Atalia,1984,90,NA,6.9,6,0,14.5,0,0,0,45.5,0,0,14.5,14.5,,0,0,0,1,0,0,0
Ator l'invincibile 2,1984,92,NA,1.9,715,64.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
"Autogramm, Das",1984,92,NA,5.8,5,0,0,0,24.5,24.5,0,24.5,24.5,24.5,0,,0,0,0,0,0,0,0
Bachelor Party,1984,105,NA,5.6,4938,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Bacio di Tosca, Il",1984,87,NA,6.9,20,0,0,0,4.5,0,14.5,24.5,24.5,24.5,14.5,,0,0,0,0,1,0,0
Backyard,1984,40,NA,7,7,0,14.5,0,0,14.5,14.5,24.5,0,0,24.5,,0,0,0,0,1,0,1
Bad Girls' Dormitory,1984,95,NA,2.6,42,24.5,14.5,24.5,14.5,4.5,4.5,4.5,0,4.5,4.5,,1,0,1,1,0,0,0
Bao gio cho den thang muoi,1984,95,NA,6.1,10,0,0,0,0,0,24.5,24.5,0,14.5,45.5,,0,0,0,1,0,0,0
Bastille,1984,91,NA,6.9,12,0,0,0,0,14.5,4.5,34.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
"Bay Boy, The",1984,107,NA,6,163,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
Bayan ko: Kapit sa patalim,1984,108,NA,7.4,17,4.5,0,0,4.5,0,4.5,0,4.5,14.5,45.5,,0,0,0,1,0,0,0
"Bear, The",1984,110,221000,5.9,135,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Beat Street,1984,105,NA,5.1,417,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
Bedroom Eyes,1984,90,NA,4.7,67,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Before Stonewall,1984,87,NA,7,63,4.5,4.5,0,4.5,14.5,4.5,24.5,14.5,24.5,14.5,,0,0,0,0,1,0,0
Behind the Scenes,1984,90,NA,6.7,5,0,0,0,0,24.5,0,0,24.5,24.5,44.5,,0,0,0,0,1,0,0
Bereg,1984,141,NA,7.3,13,0,4.5,0,0,0,0,34.5,34.5,4.5,14.5,,0,0,0,0,0,1,0
"Bertoldo, Bertoldino e... Cacasenno",1984,121,NA,5.7,40,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Best Defense,1984,94,NA,3.3,1303,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
Beverly Hills Cop,1984,105,15000000,7.1,16360,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0,0
"Bicicletas son para el verano, Las",1984,103,NA,7.6,122,4.5,0,0,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
"Big-Bang, Le",1984,76,NA,6.5,17,4.5,0,0,4.5,4.5,4.5,24.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
Biohazard,1984,84,250000,3.2,40,14.5,14.5,24.5,24.5,4.5,4.5,4.5,4.5,0,4.5,,0,0,0,0,0,0,0
Birdy,1984,120,NA,7.2,3575,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Black Room, The",1984,87,250000,4.5,33,14.5,4.5,4.5,4.5,14.5,24.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
