title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
"1,99 - Um Supermercado Que Vende Palavras",2003,72,NA,4.9,28,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,4.5,14.5,,0,0,1,0,1,0,0
10 pesos,2003,6,NA,6.1,8,0,0,0,14.5,14.5,24.5,14.5,14.5,24.5,0,,0,0,0,0,0,0,1
11:14,2003,95,6000000,7.1,605,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,1,0,0,0
12 Hot Women,2003,4,NA,5.2,24,14.5,0,4.5,4.5,4.5,14.5,0,4.5,4.5,45.5,,0,0,1,0,0,0,1
13 Dead Men,2003,85,NA,2.2,69,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,R,1,0,0,0,0,0,0
13 kaidan,2003,122,NA,7.2,23,0,0,4.5,4.5,0,14.5,14.5,34.5,24.5,4.5,,0,0,0,0,0,0,0
"13th House, The",2003,58,NA,4.9,12,0,0,0,14.5,14.5,4.5,0,24.5,24.5,4.5,,0,0,0,0,0,0,0
14 Million Dreams,2003,52,NA,8.3,7,14.5,0,0,0,0,0,0,0,44.5,44.5,,0,0,0,1,1,0,0
15,2003,90,NA,6.4,97,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
15.35: spoor 1,2003,74,NA,5.6,27,4.5,4.5,0,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
2 Fast 2 Furious,2003,107,76000000,5.1,9556,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0
2 ryk og 1 aflevering,2003,96,NA,5.5,86,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
200 American,2003,84,NA,5.4,62,14.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,1,0
20h17 rue Darling,2003,101,NA,6.3,75,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
21 Grams,2003,124,20000000,8,21857,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0
3 AM,2003,22,32000,4.8,11,4.5,0,0,4.5,14.5,4.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,1
3 Feet Under: Digging Deep for the Geoduck,2003,63,NA,7,15,0,0,0,0,0,0,24.5,24.5,14.5,44.5,,0,0,0,0,1,0,0
31,2003,27,NA,2.8,5,64.5,0,24.5,0,0,0,0,24.5,0,0,,0,0,0,0,0,0,1
3azima,2003,5,NA,5,6,0,0,0,14.5,14.5,0,0,0,0,64.5,,0,0,0,1,0,0,1
4 Freunde und 4 Pfoten,2003,76,NA,5.1,11,0,4.5,4.5,0,4.5,4.5,34.5,4.5,0,14.5,,0,0,0,0,0,0,0
